GO.ID	Term	Annotated	Raw.P.Value
GO:0007565	female pregnancy	121	0.00233
GO:0045806	negative regulation of endocytosis	39	0.00236
GO:0048012	hepatocyte growth factor receptor signaling pathway	10	0.00241
GO:0071347	cellular response to interleukin-1	87	0.00285
GO:0031663	lipopolysaccharide-mediated signaling pathway	45	0.00292
GO:0048812	neuron projection morphogenesis	428	0.00302
GO:0010942	positive regulation of cell death	451	0.00305
GO:0008284	positive regulation of cell population proliferation	612	0.00306
GO:0060347	heart trabecula formation	9	0.00307
GO:0033129	positive regulation of histone phosphorylation	7	0.00309
GO:0035457	cellular response to interferon-alpha	10	0.00309
GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	6	0.00314
GO:0031589	cell-substrate adhesion	272	0.00319
GO:0090303	positive regulation of wound healing	42	0.00321
GO:0036152	phosphatidylethanolamine acyl-chain remodeling	11	0.00321
GO:0016042	lipid catabolic process	227	0.00334
GO:0030336	negative regulation of cell migration	197	0.00338
GO:0030198	extracellular matrix organization	201	0.00338
GO:0071395	cellular response to jasmonic acid stimulus	3	0.00340
GO:0032760	positive regulation of tumor necrosis factor production	66	0.00341
GO:0051549	positive regulation of keratinocyte migration	10	0.00363
GO:0034220	ion transmembrane transport	808	0.00363
GO:0071799	cellular response to prostaglandin D stimulus	3	0.00369
GO:0003091	renal water homeostasis	14	0.00371
GO:0089718	amino acid import across plasma membrane	29	0.00371
GO:0071260	cellular response to mechanical stimulus	59	0.00380
GO:0070848	response to growth factor	485	0.00385
GO:0035904	aorta development	43	0.00388
GO:0031295	T cell costimulation	29	0.00404
GO:0061551	trigeminal ganglion development	5	0.00427
GO:0038027	apolipoprotein A-I-mediated signaling pathway	5	0.00431
GO:0007161	calcium-independent cell-matrix adhesion	4	0.00431
GO:0036150	phosphatidylserine acyl-chain remodeling	9	0.00433
GO:0015734	taurine transport	5	0.00434
GO:0008285	negative regulation of cell population proliferation	503	0.00437
GO:0009410	response to xenobiotic stimulus	161	0.00439
GO:0034775	glutathione transmembrane transport	5	0.00446
GO:0051781	positive regulation of cell division	60	0.00459
GO:0006915	apoptotic process	1396	0.00459
GO:0032148	activation of protein kinase B activity	21	0.00460
GO:0060993	kidney morphogenesis	68	0.00463
GO:0042267	natural killer cell mediated cytotoxicity	41	0.00463
GO:0043542	endothelial cell migration	171	0.00471
GO:0007266	Rho protein signal transduction	99	0.00476
GO:0006107	oxaloacetate metabolic process	8	0.00482
GO:0006972	hyperosmotic response	17	0.00489
GO:0034123	positive regulation of toll-like receptor signaling pathway	23	0.00489
GO:0010518	positive regulation of phospholipase activity	34	0.00491
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	62	0.00498
GO:0018108	peptidyl-tyrosine phosphorylation	253	0.00520
GO:0060576	intestinal epithelial cell development	11	0.00523
GO:0002088	lens development in camera-type eye	57	0.00525
GO:0007263	nitric oxide mediated signal transduction	13	0.00533
GO:0019373	epoxygenase P450 pathway	9	0.00534
GO:0045907	positive regulation of vasoconstriction	14	0.00539
GO:0030201	heparan sulfate proteoglycan metabolic process	26	0.00539
GO:0016197	endosomal transport	209	0.00550
GO:0050999	regulation of nitric-oxide synthase activity	27	0.00553
GO:0002250	adaptive immune response	249	0.00554
GO:0061156	pulmonary artery morphogenesis	6	0.00561
GO:0031284	positive regulation of guanylate cyclase activity	3	0.00563
GO:0032956	regulation of actin cytoskeleton organization	280	0.00563
GO:0010811	positive regulation of cell-substrate adhesion	98	0.00564
GO:0061621	canonical glycolysis	9	0.00597
GO:0006693	prostaglandin metabolic process	38	0.00597
GO:0043267	negative regulation of potassium ion transport	19	0.00600
GO:0030213	hyaluronan biosynthetic process	12	0.00624
GO:0008360	regulation of cell shape	122	0.00625
GO:0009437	carnitine metabolic process	11	0.00625
GO:0035425	autocrine signaling	6	0.00629
GO:0006564	L-serine biosynthetic process	5	0.00640
GO:0014059	regulation of dopamine secretion	16	0.00640
GO:0098869	cellular oxidant detoxification	65	0.00649
GO:0043534	blood vessel endothelial cell migration	87	0.00650
GO:0050860	negative regulation of T cell receptor signaling pathway	18	0.00670
GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process	13	0.00674
GO:0035089	establishment of apical/basal cell polarity	20	0.00679
GO:0030325	adrenal gland development	18	0.00682
GO:0043407	negative regulation of MAP kinase activity	48	0.00686
GO:2000650	negative regulation of sodium ion transmembrane transporter activity	9	0.00694
GO:0060100	positive regulation of phagocytosis, engulfment	11	0.00694
GO:0019722	calcium-mediated signaling	113	0.00709
GO:0051384	response to glucocorticoid	91	0.00715
GO:0072584	caveolin-mediated endocytosis	8	0.00719
GO:0006954	inflammatory response	451	0.00728
GO:0042448	progesterone metabolic process	11	0.00733
GO:0042541	hemoglobin biosynthetic process	10	0.00736
GO:0071504	cellular response to heparin	3	0.00739
GO:0008544	epidermis development	233	0.00749
GO:0032367	intracellular cholesterol transport	24	0.00753
GO:0007507	heart development	405	0.00756
GO:0050927	positive regulation of positive chemotaxis	14	0.00766
GO:0048729	tissue morphogenesis	469	0.00770
GO:0032874	positive regulation of stress-activated MAPK cascade	102	0.00779
GO:0045618	positive regulation of keratinocyte differentiation	15	0.00783
GO:0071526	semaphorin-plexin signaling pathway	37	0.00784
GO:1903589	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	5	0.00785
GO:0045578	negative regulation of B cell differentiation	4	0.00799
GO:0002024	diet induced thermogenesis	7	0.00803
GO:0015698	inorganic anion transport	109	0.00806
GO:0010745	negative regulation of macrophage derived foam cell differentiation	10	0.00813
GO:0061436	establishment of skin barrier	19	0.00814
GO:0007586	digestion	64	0.00820
GO:0032757	positive regulation of interleukin-8 production	43	0.00826
GO:1901653	cellular response to peptide	259	0.00830
GO:0043116	negative regulation of vascular permeability	12	0.00832
GO:0033490	cholesterol biosynthetic process via lathosterol	4	0.00843
GO:0033489	cholesterol biosynthetic process via desmosterol	4	0.00843
GO:0010572	positive regulation of platelet activation	4	0.00845
GO:0007588	excretion	27	0.00865
GO:1990418	response to insulin-like growth factor stimulus	3	0.00879
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	14	0.00882
GO:0044597	daunorubicin metabolic process	8	0.00884
GO:0044598	doxorubicin metabolic process	8	0.00884
GO:0055072	iron ion homeostasis	63	0.00906
GO:0051258	protein polymerization	241	0.00906
GO:0006855	drug transmembrane transport	6	0.00923
GO:0031623	receptor internalization	78	0.00923
GO:0045726	positive regulation of integrin biosynthetic process	3	0.00938
GO:0043032	positive regulation of macrophage activation	16	0.00940
GO:0042755	eating behavior	12	0.00953
GO:0001958	endochondral ossification	20	0.00961
GO:0030007	cellular potassium ion homeostasis	8	0.00961
GO:0071277	cellular response to calcium ion	51	0.00967
GO:0043066	negative regulation of apoptotic process	629	0.00968
GO:0090314	positive regulation of protein targeting to membrane	26	0.00969
GO:1904045	cellular response to aldosterone	6	0.00979
GO:0043507	positive regulation of JUN kinase activity	37	0.00987
GO:0007186	G protein-coupled receptor signaling pathway	349	0.00996
GO:0035655	interleukin-18-mediated signaling pathway	4	0.01006
GO:0070493	thrombin-activated receptor signaling pathway	8	0.01011
GO:0060716	labyrinthine layer blood vessel development	17	0.01018
GO:0007599	hemostasis	147	0.01019
GO:0032331	negative regulation of chondrocyte differentiation	15	0.01025
GO:0072107	positive regulation of ureteric bud formation	4	0.01029
GO:0072075	metanephric mesenchyme development	10	0.01030
GO:2000573	positive regulation of DNA biosynthetic process	60	0.01032
GO:0050708	regulation of protein secretion	168	0.01037
GO:0033688	regulation of osteoblast proliferation	18	0.01038
GO:0043622	cortical microtubule organization	4	0.01047
GO:0060087	relaxation of vascular associated smooth muscle	6	0.01047
GO:0051661	maintenance of centrosome location	5	0.01067
GO:0072593	reactive oxygen species metabolic process	205	0.01069
GO:1902966	positive regulation of protein localization to early endosome	9	0.01080
GO:0019933	cAMP-mediated signaling	26	0.01083
GO:0019674	NAD metabolic process	22	0.01088
GO:0032835	glomerulus development	44	0.01092
GO:0050729	positive regulation of inflammatory response	83	0.01092
GO:0003150	muscular septum morphogenesis	3	0.01098
GO:0055085	transmembrane transport	928	0.01103
GO:0001502	cartilage condensation	11	0.01120
GO:0021510	spinal cord development	49	0.01128
GO:0030182	neuron differentiation	927	0.01134
GO:1903753	negative regulation of p38MAPK cascade	7	0.01139
GO:0072307	regulation of metanephric nephron tubule epithelial cell differentiation	5	0.01145
GO:0014912	negative regulation of smooth muscle cell migration	18	0.01150
GO:0001678	cellular glucose homeostasis	104	0.01173
GO:0016126	sterol biosynthetic process	50	0.01178
GO:0014070	response to organic cyclic compound	612	0.01181
GO:0046329	negative regulation of JNK cascade	32	0.01188
GO:0032872	regulation of stress-activated MAPK cascade	158	0.01207
GO:0071621	granulocyte chemotaxis	71	0.01225
GO:0070886	positive regulation of calcineurin-NFAT signaling cascade	12	0.01234
GO:0050776	regulation of immune response	455	0.01236
GO:0015677	copper ion import	6	0.01238
GO:0006508	proteolysis	1296	0.01238
GO:2000146	negative regulation of cell motility	208	0.01252
GO:0043691	reverse cholesterol transport	8	0.01256
GO:0006069	ethanol oxidation	6	0.01258
GO:0046185	aldehyde catabolic process	9	0.01261
GO:0006691	leukotriene metabolic process	17	0.01265
GO:0008217	regulation of blood pressure	97	0.01269
GO:0010694	positive regulation of alkaline phosphatase activity	5	0.01277
GO:0010888	negative regulation of lipid storage	17	0.01282
GO:0050965	detection of temperature stimulus involved in sensory perception of pain	7	0.01292
GO:0070164	negative regulation of adiponectin secretion	4	0.01296
GO:0002687	positive regulation of leukocyte migration	90	0.01298
GO:0043065	positive regulation of apoptotic process	399	0.01306
GO:0021860	pyramidal neuron development	8	0.01312
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	116	0.01320
GO:0032868	response to insulin	194	0.01328
GO:0007166	cell surface receptor signaling pathway	1759	0.01332
GO:0007254	JNK cascade	144	0.01334
GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	36	0.01334
GO:0060441	epithelial tube branching involved in lung morphogenesis	21	0.01361
GO:0043536	positive regulation of blood vessel endothelial cell migration	47	0.01373
GO:0010644	cell communication by electrical coupling	20	0.01380
GO:0031100	animal organ regeneration	47	0.01390
GO:0042176	regulation of protein catabolic process	354	0.01396
GO:0006868	glutamine transport	7	0.01412
GO:0002026	regulation of the force of heart contraction	13	0.01435
GO:0006749	glutathione metabolic process	46	0.01440
GO:0015701	bicarbonate transport	19	0.01440
GO:0071300	cellular response to retinoic acid	46	0.01446
GO:0070528	protein kinase C signaling	20	0.01447
GO:2001235	positive regulation of apoptotic signaling pathway	115	0.01447
GO:0001774	microglial cell activation	24	0.01451
GO:1900017	positive regulation of cytokine production involved in inflammatory response	15	0.01475
GO:0060718	chorionic trophoblast cell differentiation	5	0.01475
GO:0060267	positive regulation of respiratory burst	4	0.01486
GO:0050909	sensory perception of taste	21	0.01496
GO:0001768	establishment of T cell polarity	8	0.01499
GO:0032703	negative regulation of interleukin-2 production	15	0.01500
GO:0072193	ureter smooth muscle cell differentiation	3	0.01507
GO:0045792	negative regulation of cell size	7	0.01511
GO:0070371	ERK1 and ERK2 cascade	208	0.01515
GO:0022409	positive regulation of cell-cell adhesion	191	0.01520
GO:0038180	nerve growth factor signaling pathway	9	0.01524
GO:0006887	exocytosis	237	0.01529
GO:0042446	hormone biosynthetic process	40	0.01551
GO:0032507	maintenance of protein location in cell	56	0.01556
GO:0070836	caveola assembly	3	0.01561
GO:0035166	post-embryonic hemopoiesis	5	0.01583
GO:1902018	negative regulation of cilium assembly	15	0.01596
GO:0060235	lens induction in camera-type eye	3	0.01618
GO:0030644	cellular chloride ion homeostasis	5	0.01629
GO:0043306	positive regulation of mast cell degranulation	9	0.01647
GO:0060349	bone morphogenesis	69	0.01647
GO:0071726	cellular response to diacyl bacterial lipopeptide	4	0.01648
GO:0000902	cell morphogenesis	723	0.01652
GO:0006590	thyroid hormone generation	14	0.01676
GO:0090102	cochlea development	26	0.01687
GO:0003151	outflow tract morphogenesis	54	0.01688
GO:0040015	negative regulation of multicellular organism growth	12	0.01706
GO:0015824	proline transport	7	0.01706
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	30	0.01707
GO:0032722	positive regulation of chemokine production	43	0.01726
GO:0051017	actin filament bundle assembly	135	0.01729
GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	20	0.01730
GO:1990379	lipid transport across blood-brain barrier	5	0.01735
GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	6	0.01744
GO:0014911	positive regulation of smooth muscle cell migration	29	0.01747
GO:0006096	glycolytic process	60	0.01748
GO:0002437	inflammatory response to antigenic stimulus	42	0.01750
GO:0032793	positive regulation of CREB transcription factor activity	13	0.01754
GO:1903204	negative regulation of oxidative stress-induced neuron death	18	0.01761
GO:0036335	intestinal stem cell homeostasis	3	0.01768
GO:0071356	cellular response to tumor necrosis factor	177	0.01773
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	44	0.01774
GO:0071383	cellular response to steroid hormone stimulus	163	0.01785
GO:0046928	regulation of neurotransmitter secretion	55	0.01805
GO:0035584	calcium-mediated signaling using intracellular calcium source	17	0.01821
GO:0090330	regulation of platelet aggregation	18	0.01830
GO:0060445	branching involved in salivary gland morphogenesis	16	0.01838
GO:0006633	fatty acid biosynthetic process	109	0.01838
GO:0060193	positive regulation of lipase activity	40	0.01853
GO:0050922	negative regulation of chemotaxis	40	0.01859
GO:0051044	positive regulation of membrane protein ectodomain proteolysis	11	0.01859
GO:0008654	phospholipid biosynthetic process	195	0.01871
GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	18	0.01874
GO:0030865	cortical cytoskeleton organization	54	0.01891
GO:0043330	response to exogenous dsRNA	29	0.01895
GO:0061072	iris morphogenesis	5	0.01911
GO:0048546	digestive tract morphogenesis	27	0.01917
GO:0008347	glial cell migration	38	0.01918
GO:0032308	positive regulation of prostaglandin secretion	11	0.01919
GO:0014824	artery smooth muscle contraction	6	0.01943
GO:0045226	extracellular polysaccharide biosynthetic process	2	0.01964
GO:0002009	morphogenesis of an epithelium	408	0.01970
GO:0021612	facial nerve structural organization	6	0.01971
GO:0032392	DNA geometric change	79	0.01976
GO:1904754	positive regulation of vascular associated smooth muscle cell migration	9	0.01981
GO:0042476	odontogenesis	86	0.01983
GO:0030970	retrograde protein transport, ER to cytosol	27	0.01995
GO:0030903	notochord development	10	0.01998
GO:0006809	nitric oxide biosynthetic process	53	0.02016
GO:0042127	regulation of cell population proliferation	1132	0.02019
GO:0061304	retinal blood vessel morphogenesis	5	0.02021
GO:0015909	long-chain fatty acid transport	43	0.02036
GO:2001225	regulation of chloride transport	8	0.02040
GO:0045765	regulation of angiogenesis	187	0.02059
GO:0042060	wound healing	298	0.02059
GO:0016601	Rac protein signal transduction	39	0.02065
GO:0045663	positive regulation of myoblast differentiation	15	0.02071
GO:0010716	negative regulation of extracellular matrix disassembly	3	0.02076
GO:0060355	positive regulation of cell adhesion molecule production	3	0.02080
GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway	3	0.02092
GO:0001508	action potential	82	0.02094
GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	26	0.02097
GO:0060710	chorio-allantoic fusion	6	0.02104
GO:0061024	membrane organization	602	0.02109
GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	30	0.02111
GO:0071476	cellular hypotonic response	9	0.02127
GO:0071679	commissural neuron axon guidance	10	0.02128
GO:0001701	in utero embryonic development	332	0.02133
GO:0031293	membrane protein intracellular domain proteolysis	8	0.02135
GO:0045780	positive regulation of bone resorption	11	0.02140
GO:0050435	amyloid-beta metabolic process	42	0.02144
GO:0072104	glomerular capillary formation	4	0.02147
GO:0099151	regulation of postsynaptic density assembly	6	0.02150
GO:0033157	regulation of intracellular protein transport	213	0.02158
GO:0061025	membrane fusion	117	0.02172
GO:0060449	bud elongation involved in lung branching	6	0.02187
GO:2000562	negative regulation of CD4-positive, alpha-beta T cell proliferation	8	0.02203
GO:0050873	brown fat cell differentiation	38	0.02213
GO:1902953	positive regulation of ER to Golgi vesicle-mediated transport	4	0.02229
GO:0019432	triglyceride biosynthetic process	28	0.02236
GO:0046390	ribose phosphate biosynthetic process	154	0.02241
GO:0019229	regulation of vasoconstriction	33	0.02243
GO:0045839	negative regulation of mitotic nuclear division	43	0.02251
GO:0002032	desensitization of G protein-coupled receptor signaling pathway by arrestin	2	0.02256
GO:0021591	ventricular system development	28	0.02259
GO:0030194	positive regulation of blood coagulation	15	0.02262
GO:1904893	negative regulation of receptor signaling pathway via STAT	22	0.02270
GO:0060348	bone development	157	0.02272
GO:0071542	dopaminergic neuron differentiation	19	0.02278
GO:0030224	monocyte differentiation	26	0.02290
GO:2000271	positive regulation of fibroblast apoptotic process	8	0.02291
GO:0097503	sialylation	14	0.02304
GO:2000434	regulation of protein neddylation	11	0.02305
GO:0060662	salivary gland cavitation	4	0.02308
GO:0006882	cellular zinc ion homeostasis	23	0.02317
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	77	0.02324
GO:0032310	prostaglandin secretion	14	0.02325
GO:0042573	retinoic acid metabolic process	19	0.02338
GO:0035634	response to stilbenoid	2	0.02344
GO:0060334	regulation of interferon-gamma-mediated signaling pathway	12	0.02356
GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	30	0.02363
GO:0030155	regulation of cell adhesion	534	0.02363
GO:0070542	response to fatty acid	45	0.02363
GO:0032328	alanine transport	10	0.02363
GO:1901017	negative regulation of potassium ion transmembrane transporter activity	14	0.02416
GO:0018057	peptidyl-lysine oxidation	4	0.02421
GO:0060070	canonical Wnt signaling pathway	250	0.02427
GO:0003184	pulmonary valve morphogenesis	12	0.02439
GO:0015750	pentose transmembrane transport	2	0.02440
GO:0015756	fucose transmembrane transport	2	0.02440
GO:0010837	regulation of keratinocyte proliferation	28	0.02442
GO:1905521	regulation of macrophage migration	27	0.02446
GO:0001973	G protein-coupled adenosine receptor signaling pathway	5	0.02449
GO:0045471	response to ethanol	76	0.02454
GO:0070292	N-acylphosphatidylethanolamine metabolic process	6	0.02456
GO:0042159	lipoprotein catabolic process	13	0.02458
GO:0061314	Notch signaling involved in heart development	8	0.02459
GO:0061028	establishment of endothelial barrier	46	0.02460
GO:0061308	cardiac neural crest cell development involved in heart development	12	0.02467
GO:0019427	acetyl-CoA biosynthetic process from acetate	2	0.02472
GO:0061098	positive regulation of protein tyrosine kinase activity	36	0.02488
GO:0018119	peptidyl-cysteine S-nitrosylation	14	0.02489
GO:0046627	negative regulation of insulin receptor signaling pathway	26	0.02500
GO:0015670	carbon dioxide transport	4	0.02501
GO:0030216	keratinocyte differentiation	95	0.02506
GO:0046886	positive regulation of hormone biosynthetic process	8	0.02507
GO:2000378	negative regulation of reactive oxygen species metabolic process	42	0.02510
GO:1903071	positive regulation of ER-associated ubiquitin-dependent protein catabolic process	8	0.02517
GO:0071346	cellular response to interferon-gamma	90	0.02541
GO:2000353	positive regulation of endothelial cell apoptotic process	12	0.02565
GO:0070488	neutrophil aggregation	2	0.02567
GO:0060509	type I pneumocyte differentiation	6	0.02592
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	9	0.02592
GO:0043252	sodium-independent organic anion transport	6	0.02602
GO:0030199	collagen fibril organization	45	0.02602
GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	12	0.02620
GO:0099183	trans-synaptic signaling by BDNF, modulating synaptic transmission	2	0.02646
GO:0003254	regulation of membrane depolarization	27	0.02646
GO:0050790	regulation of catalytic activity	1765	0.02659
GO:0097345	mitochondrial outer membrane permeabilization	36	0.02665
GO:0036010	protein localization to endosome	26	0.02687
GO:0006654	phosphatidic acid biosynthetic process	29	0.02693
GO:0043377	negative regulation of CD8-positive, alpha-beta T cell differentiation	2	0.02695
GO:0021987	cerebral cortex development	89	0.02711
GO:0034116	positive regulation of heterotypic cell-cell adhesion	7	0.02712
GO:0140115	export across plasma membrane	35	0.02716
GO:1900408	negative regulation of cellular response to oxidative stress	2	0.02721
GO:0046618	drug export	3	0.02724
GO:0042116	macrophage activation	66	0.02732
GO:0010765	positive regulation of sodium ion transport	24	0.02741
GO:0090630	activation of GTPase activity	85	0.02746
GO:0032909	regulation of transforming growth factor beta2 production	8	0.02761
GO:0097070	ductus arteriosus closure	2	0.02766
GO:0010886	positive regulation of cholesterol storage	4	0.02768
GO:0050861	positive regulation of B cell receptor signaling pathway	7	0.02769
GO:1903974	positive regulation of cellular response to macrophage colony-stimulating factor stimulus	2	0.02772
GO:0050665	hydrogen peroxide biosynthetic process	14	0.02785
GO:0006986	response to unfolded protein	128	0.02790
GO:0034059	response to anoxia	3	0.02845
GO:0060406	positive regulation of penile erection	2	0.02846
GO:0016488	farnesol catabolic process	2	0.02850
GO:0050482	arachidonic acid secretion	15	0.02871
GO:0071805	potassium ion transmembrane transport	99	0.02876
GO:0002730	regulation of dendritic cell cytokine production	14	0.02886
GO:2000640	positive regulation of SREBP signaling pathway	2	0.02890
GO:0001934	positive regulation of protein phosphorylation	511	0.02900
GO:0006703	estrogen biosynthetic process	7	0.02905
GO:0046579	positive regulation of Ras protein signal transduction	33	0.02919
GO:0071455	cellular response to hyperoxia	6	0.02922
GO:0035898	parathyroid hormone secretion	2	0.02923
GO:0048469	cell maturation	111	0.02926
GO:0001764	neuron migration	107	0.02948
GO:0043297	apical junction assembly	53	0.02953
GO:0034138	toll-like receptor 3 signaling pathway	14	0.02959
GO:0034765	regulation of ion transmembrane transport	317	0.02965
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	68	0.02975
GO:0008206	bile acid metabolic process	32	0.02975
GO:0070989	oxidative demethylation	14	0.02988
GO:0060452	positive regulation of cardiac muscle contraction	4	0.02989
GO:0034384	high-density lipoprotein particle clearance	5	0.02992
GO:0010899	regulation of phosphatidylcholine catabolic process	3	0.02994
GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	6	0.02999
GO:0048484	enteric nervous system development	5	0.03002
GO:1903670	regulation of sprouting angiogenesis	28	0.03009
