GO.ID	Term	Annotated	Raw.P.Value
GO:1901388	regulation of transforming growth factor beta activation	7	0.00192
GO:0030335	positive regulation of cell migration	398	0.00200
GO:0045785	positive regulation of cell adhesion	315	0.00207
GO:0001822	kidney development	226	0.00211
GO:0001578	microtubule bundle formation	104	0.00214
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	13	0.00216
GO:0043032	positive regulation of macrophage activation	16	0.00219
GO:0061512	protein localization to cilium	58	0.00224
GO:2000811	negative regulation of anoikis	18	0.00230
GO:0010634	positive regulation of epithelial cell migration	128	0.00231
GO:0045669	positive regulation of osteoblast differentiation	50	0.00235
GO:1900222	negative regulation of amyloid-beta clearance	6	0.00237
GO:0070371	ERK1 and ERK2 cascade	208	0.00238
GO:0030317	flagellated sperm motility	75	0.00238
GO:0010575	positive regulation of vascular endothelial growth factor production	22	0.00242
GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway	18	0.00243
GO:0010886	positive regulation of cholesterol storage	4	0.00243
GO:0045766	positive regulation of angiogenesis	108	0.00251
GO:0090023	positive regulation of neutrophil chemotaxis	16	0.00258
GO:0071407	cellular response to organic cyclic compound	401	0.00265
GO:0043065	positive regulation of apoptotic process	399	0.00271
GO:0007507	heart development	405	0.00275
GO:1905515	non-motile cilium assembly	56	0.00279
GO:0031581	hemidesmosome assembly	5	0.00279
GO:0032731	positive regulation of interleukin-1 beta production	36	0.00291
GO:0007015	actin filament organization	346	0.00295
GO:1901224	positive regulation of NIK/NF-kappaB signaling	53	0.00305
GO:0051383	kinetochore organization	22	0.00305
GO:0030865	cortical cytoskeleton organization	54	0.00307
GO:0033627	cell adhesion mediated by integrin	56	0.00318
GO:0050830	defense response to Gram-positive bacterium	52	0.00319
GO:0060972	left/right pattern formation	18	0.00319
GO:0060426	lung vasculature development	3	0.00320
GO:0035082	axoneme assembly	77	0.00335
GO:0045824	negative regulation of innate immune response	52	0.00338
GO:0120183	positive regulation of focal adhesion disassembly	6	0.00339
GO:0042073	intraciliary transport	40	0.00339
GO:0098719	sodium ion import across plasma membrane	12	0.00340
GO:0061518	microglial cell proliferation	6	0.00341
GO:0045088	regulation of innate immune response	171	0.00342
GO:0014070	response to organic cyclic compound	612	0.00349
GO:0046777	protein autophosphorylation	183	0.00365
GO:0030216	keratinocyte differentiation	95	0.00386
GO:0007229	integrin-mediated signaling pathway	78	0.00392
GO:0042761	very long-chain fatty acid biosynthetic process	10	0.00401
GO:1901223	negative regulation of NIK/NF-kappaB signaling	19	0.00421
GO:0034112	positive regulation of homotypic cell-cell adhesion	9	0.00421
GO:0070372	regulation of ERK1 and ERK2 cascade	192	0.00433
GO:2000641	regulation of early endosome to late endosome transport	17	0.00447
GO:1902476	chloride transmembrane transport	30	0.00449
GO:0032200	telomere organization	146	0.00451
GO:0006954	inflammatory response	451	0.00456
GO:0051017	actin filament bundle assembly	135	0.00464
GO:0110095	cellular detoxification of aldehyde	7	0.00467
GO:0043392	negative regulation of DNA binding	40	0.00473
GO:0035924	cellular response to vascular endothelial growth factor stimulus	49	0.00482
GO:0045429	positive regulation of nitric oxide biosynthetic process	29	0.00495
GO:0030155	regulation of cell adhesion	534	0.00503
GO:0006636	unsaturated fatty acid biosynthetic process	39	0.00506
GO:0051256	mitotic spindle midzone assembly	4	0.00516
GO:0034625	fatty acid elongation, monounsaturated fatty acid	5	0.00520
GO:0034626	fatty acid elongation, polyunsaturated fatty acid	5	0.00520
GO:0019367	fatty acid elongation, saturated fatty acid	5	0.00520
GO:1904158	axonemal central apparatus assembly	6	0.00531
GO:0045717	negative regulation of fatty acid biosynthetic process	13	0.00531
GO:0042391	regulation of membrane potential	232	0.00539
GO:0006885	regulation of pH	67	0.00539
GO:0002523	leukocyte migration involved in inflammatory response	11	0.00555
GO:0071404	cellular response to low-density lipoprotein particle stimulus	14	0.00555
GO:0045214	sarcomere organization	25	0.00562
GO:0030890	positive regulation of B cell proliferation	27	0.00564
GO:0032233	positive regulation of actin filament bundle assembly	54	0.00569
GO:1901857	positive regulation of cellular respiration	7	0.00573
GO:0097202	activation of cysteine-type endopeptidase activity	14	0.00582
GO:0030214	hyaluronan catabolic process	7	0.00582
GO:0045956	positive regulation of calcium ion-dependent exocytosis	8	0.00586
GO:0036120	cellular response to platelet-derived growth factor stimulus	19	0.00600
GO:0006898	receptor-mediated endocytosis	176	0.00605
GO:0090314	positive regulation of protein targeting to membrane	26	0.00608
GO:0010875	positive regulation of cholesterol efflux	19	0.00614
GO:0048701	embryonic cranial skeleton morphogenesis	32	0.00619
GO:0071364	cellular response to epidermal growth factor stimulus	40	0.00622
GO:1900029	positive regulation of ruffle assembly	12	0.00646
GO:0045184	establishment of protein localization	1521	0.00647
GO:0009636	response to toxic substance	157	0.00650
GO:0035994	response to muscle stretch	17	0.00655
GO:0034612	response to tumor necrosis factor	196	0.00656
GO:1903670	regulation of sprouting angiogenesis	28	0.00688
GO:0042554	superoxide anion generation	26	0.00693
GO:0070495	negative regulation of thrombin-activated receptor signaling pathway	3	0.00695
GO:0043407	negative regulation of MAP kinase activity	48	0.00696
GO:0008284	positive regulation of cell population proliferation	612	0.00699
GO:0030239	myofibril assembly	35	0.00706
GO:0010467	gene expression	4622	0.00713
GO:0033700	phospholipid efflux	6	0.00723
GO:0070373	negative regulation of ERK1 and ERK2 cascade	58	0.00732
GO:0002862	negative regulation of inflammatory response to antigenic stimulus	21	0.00734
GO:0060339	negative regulation of type I interferon-mediated signaling pathway	17	0.00757
GO:0051930	regulation of sensory perception of pain	12	0.00763
GO:0031334	positive regulation of protein-containing complex assembly	195	0.00763
GO:0033129	positive regulation of histone phosphorylation	7	0.00763
GO:0009615	response to virus	283	0.00781
GO:1903598	positive regulation of gap junction assembly	4	0.00782
GO:0006334	nucleosome assembly	95	0.00782
GO:0002931	response to ischemia	39	0.00785
GO:0043651	linoleic acid metabolic process	13	0.00804
GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	7	0.00826
GO:0008203	cholesterol metabolic process	98	0.00835
GO:0010042	response to manganese ion	17	0.00841
GO:0007163	establishment or maintenance of cell polarity	180	0.00843
GO:0071398	cellular response to fatty acid	24	0.00853
GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	5	0.00871
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	3	0.00875
GO:0009268	response to pH	24	0.00875
GO:0050829	defense response to Gram-negative bacterium	39	0.00880
GO:0032869	cellular response to insulin stimulus	158	0.00882
GO:0008589	regulation of smoothened signaling pathway	67	0.00888
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	35	0.00891
GO:0046533	negative regulation of photoreceptor cell differentiation	3	0.00916
GO:0009743	response to carbohydrate	149	0.00917
GO:0016125	sterol metabolic process	109	0.00923
GO:0006953	acute-phase response	23	0.00927
GO:0043537	negative regulation of blood vessel endothelial cell migration	20	0.00935
GO:0003356	regulation of cilium beat frequency	15	0.00939
GO:0030168	platelet activation	85	0.00951
GO:0099527	postsynapse to nucleus signaling pathway	8	0.00958
GO:0035655	interleukin-18-mediated signaling pathway	4	0.00976
GO:0042832	defense response to protozoan	13	0.00999
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	43	0.01028
GO:0060395	SMAD protein signal transduction	58	0.01028
GO:0042908	xenobiotic transport	26	0.01028
GO:0051044	positive regulation of membrane protein ectodomain proteolysis	11	0.01040
GO:0030705	cytoskeleton-dependent intracellular transport	168	0.01044
GO:0048661	positive regulation of smooth muscle cell proliferation	66	0.01053
GO:0010884	positive regulation of lipid storage	17	0.01057
GO:0031295	T cell costimulation	29	0.01063
GO:0042157	lipoprotein metabolic process	109	0.01066
GO:0060707	trophoblast giant cell differentiation	12	0.01068
GO:0002532	production of molecular mediator involved in inflammatory response	52	0.01090
GO:0009410	response to xenobiotic stimulus	161	0.01110
GO:0071560	cellular response to transforming growth factor beta stimulus	184	0.01115
GO:0035999	tetrahydrofolate interconversion	8	0.01116
GO:0032094	response to food	19	0.01132
GO:0030510	regulation of BMP signaling pathway	65	0.01142
GO:0042476	odontogenesis	86	0.01155
GO:0032956	regulation of actin cytoskeleton organization	280	0.01155
GO:0070508	cholesterol import	6	0.01161
GO:0043491	protein kinase B signaling	149	0.01162
GO:0007057	spindle assembly involved in female meiosis I	4	0.01166
GO:1904753	negative regulation of vascular associated smooth muscle cell migration	6	0.01171
GO:0019433	triglyceride catabolic process	16	0.01216
GO:0001778	plasma membrane repair	9	0.01222
GO:1900017	positive regulation of cytokine production involved in inflammatory response	15	0.01234
GO:0031293	membrane protein intracellular domain proteolysis	8	0.01236
GO:0010954	positive regulation of protein processing	11	0.01243
GO:0050808	synapse organization	277	0.01249
GO:0019731	antibacterial humoral response	27	0.01250
GO:0007052	mitotic spindle organization	113	0.01254
GO:0010811	positive regulation of cell-substrate adhesion	98	0.01257
GO:0048729	tissue morphogenesis	469	0.01263
GO:0060948	cardiac vascular smooth muscle cell development	3	0.01269
GO:0007155	cell adhesion	977	0.01270
GO:0039530	MDA-5 signaling pathway	10	0.01282
GO:0015671	oxygen transport	5	0.01283
GO:0010193	response to ozone	5	0.01294
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	68	0.01315
GO:0043335	protein unfolding	3	0.01326
GO:0006629	lipid metabolic process	953	0.01332
GO:0060039	pericardium development	12	0.01347
GO:0070234	positive regulation of T cell apoptotic process	10	0.01356
GO:0000281	mitotic cytokinesis	68	0.01358
GO:0033631	cell-cell adhesion mediated by integrin	13	0.01365
GO:0032675	regulation of interleukin-6 production	98	0.01372
GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	15	0.01373
GO:0007019	microtubule depolymerization	40	0.01382
GO:1901185	negative regulation of ERBB signaling pathway	33	0.01394
GO:2000650	negative regulation of sodium ion transmembrane transporter activity	9	0.01400
GO:0042270	protection from natural killer cell mediated cytotoxicity	6	0.01400
GO:0046641	positive regulation of alpha-beta T cell proliferation	12	0.01402
GO:0048016	inositol phosphate-mediated signaling	44	0.01406
GO:0098609	cell-cell adhesion	588	0.01415
GO:0060416	response to growth hormone	26	0.01419
GO:0043536	positive regulation of blood vessel endothelial cell migration	47	0.01422
GO:0090303	positive regulation of wound healing	42	0.01425
GO:0060045	positive regulation of cardiac muscle cell proliferation	14	0.01429
GO:2001028	positive regulation of endothelial cell chemotaxis	13	0.01434
GO:0032088	negative regulation of NF-kappaB transcription factor activity	68	0.01451
GO:0010831	positive regulation of myotube differentiation	9	0.01452
GO:0033280	response to vitamin D	25	0.01463
GO:0120162	positive regulation of cold-induced thermogenesis	68	0.01469
GO:0030334	regulation of cell migration	660	0.01489
GO:0048387	negative regulation of retinoic acid receptor signaling pathway	6	0.01510
GO:0050727	regulation of inflammatory response	216	0.01521
GO:2000342	negative regulation of chemokine (C-X-C motif) ligand 2 production	4	0.01523
GO:0006693	prostaglandin metabolic process	38	0.01525
GO:0042119	neutrophil activation	22	0.01535
GO:1902895	positive regulation of pri-miRNA transcription by RNA polymerase II	37	0.01537
GO:0071709	membrane assembly	29	0.01538
GO:0045321	leukocyte activation	573	0.01541
GO:0051754	meiotic sister chromatid cohesion, centromeric	4	0.01550
GO:0051454	intracellular pH elevation	4	0.01552
GO:0051649	establishment of localization in cell	1671	0.01578
GO:0040015	negative regulation of multicellular organism growth	12	0.01584
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	9	0.01586
GO:0010820	positive regulation of T cell chemotaxis	10	0.01595
GO:0034134	toll-like receptor 2 signaling pathway	16	0.01596
GO:0006508	proteolysis	1296	0.01604
GO:0032680	regulation of tumor necrosis factor production	101	0.01606
GO:0042981	regulation of apoptotic process	1046	0.01612
GO:0006910	phagocytosis, recognition	13	0.01613
GO:0033157	regulation of intracellular protein transport	213	0.01627
GO:0033630	positive regulation of cell adhesion mediated by integrin	15	0.01635
GO:1990834	response to odorant	3	0.01637
GO:0050870	positive regulation of T cell activation	141	0.01651
GO:0045132	meiotic chromosome segregation	59	0.01654
GO:0055091	phospholipid homeostasis	10	0.01658
GO:0051902	negative regulation of mitochondrial depolarization	5	0.01663
GO:0072201	negative regulation of mesenchymal cell proliferation	6	0.01685
GO:0033629	negative regulation of cell adhesion mediated by integrin	11	0.01720
GO:0045879	negative regulation of smoothened signaling pathway	28	0.01721
GO:0010744	positive regulation of macrophage derived foam cell differentiation	9	0.01754
GO:0032024	positive regulation of insulin secretion	45	0.01768
GO:0045921	positive regulation of exocytosis	60	0.01787
GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity	8	0.01789
GO:0006869	lipid transport	298	0.01790
GO:0097527	necroptotic signaling pathway	6	0.01810
GO:0022898	regulation of transmembrane transporter activity	162	0.01817
GO:0043507	positive regulation of JUN kinase activity	37	0.01844
GO:0072577	endothelial cell apoptotic process	33	0.01845
GO:0006883	cellular sodium ion homeostasis	10	0.01878
GO:0050766	positive regulation of phagocytosis	37	0.01886
GO:0048169	regulation of long-term neuronal synaptic plasticity	16	0.01893
GO:0030299	intestinal cholesterol absorption	6	0.01909
GO:0071636	positive regulation of transforming growth factor beta production	15	0.01911
GO:0007165	signal transduction	3510	0.01913
GO:0043114	regulation of vascular permeability	28	0.01914
GO:0071659	negative regulation of IP-10 production	2	0.01914
GO:0010718	positive regulation of epithelial to mesenchymal transition	43	0.01916
GO:0071320	cellular response to cAMP	38	0.01937
GO:1990869	cellular response to chemokine	41	0.01958
GO:0043330	response to exogenous dsRNA	29	0.01971
GO:0006833	water transport	12	0.01977
GO:0045165	cell fate commitment	142	0.01978
GO:2000627	positive regulation of miRNA catabolic process	3	0.01984
GO:1903899	positive regulation of PERK-mediated unfolded protein response	4	0.01996
GO:0034354	'de novo' NAD biosynthetic process from tryptophan	4	0.01997
GO:1905451	positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	3	0.02004
GO:1900027	regulation of ruffle assembly	25	0.02034
GO:0070527	platelet aggregation	48	0.02051
GO:0001954	positive regulation of cell-matrix adhesion	47	0.02066
GO:0002830	positive regulation of type 2 immune response	13	0.02073
GO:0071224	cellular response to peptidoglycan	4	0.02074
GO:0035589	G protein-coupled purinergic nucleotide receptor signaling pathway	5	0.02096
GO:0032703	negative regulation of interleukin-2 production	15	0.02102
GO:0060287	epithelial cilium movement involved in determination of left/right asymmetry	11	0.02108
GO:0048022	negative regulation of melanin biosynthetic process	4	0.02113
GO:0051259	protein complex oligomerization	177	0.02129
GO:0045143	homologous chromosome segregation	33	0.02131
GO:0070574	cadmium ion transmembrane transport	4	0.02132
GO:1900004	negative regulation of serine-type endopeptidase activity	3	0.02132
GO:0034384	high-density lipoprotein particle clearance	5	0.02141
GO:0010899	regulation of phosphatidylcholine catabolic process	3	0.02142
GO:0060020	Bergmann glial cell differentiation	7	0.02145
GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	9	0.02150
GO:0043129	surfactant homeostasis	13	0.02156
GO:0001953	negative regulation of cell-matrix adhesion	31	0.02159
GO:0001508	action potential	82	0.02161
GO:0008594	photoreceptor cell morphogenesis	3	0.02167
GO:0019322	pentose biosynthetic process	2	0.02186
GO:0046322	negative regulation of fatty acid oxidation	11	0.02208
GO:0050680	negative regulation of epithelial cell proliferation	95	0.02212
GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	7	0.02218
GO:0001774	microglial cell activation	24	0.02228
GO:0007266	Rho protein signal transduction	99	0.02232
GO:1901031	regulation of response to reactive oxygen species	29	0.02233
GO:0070328	triglyceride homeostasis	14	0.02238
GO:0034021	response to silicon dioxide	2	0.02271
GO:0035425	autocrine signaling	6	0.02274
GO:0060749	mammary gland alveolus development	14	0.02276
GO:0010873	positive regulation of cholesterol esterification	2	0.02281
GO:0032367	intracellular cholesterol transport	24	0.02285
GO:0030858	positive regulation of epithelial cell differentiation	37	0.02305
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	22	0.02316
GO:0016358	dendrite development	172	0.02323
GO:0048008	platelet-derived growth factor receptor signaling pathway	49	0.02335
GO:0060129	thyroid-stimulating hormone-secreting cell differentiation	3	0.02336
GO:0071354	cellular response to interleukin-6	21	0.02338
GO:0035633	maintenance of blood-brain barrier	28	0.02343
GO:0060294	cilium movement involved in cell motility	86	0.02343
GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	15	0.02346
GO:1904925	positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization	13	0.02347
GO:0042542	response to hydrogen peroxide	106	0.02347
GO:0061099	negative regulation of protein tyrosine kinase activity	27	0.02350
GO:0003181	atrioventricular valve morphogenesis	18	0.02376
GO:0043331	response to dsRNA	35	0.02376
GO:0034140	negative regulation of toll-like receptor 3 signaling pathway	3	0.02400
GO:0035735	intraciliary transport involved in cilium assembly	7	0.02401
GO:0009880	embryonic pattern specification	44	0.02407
GO:0060075	regulation of resting membrane potential	6	0.02412
GO:0071864	positive regulation of cell proliferation in bone marrow	5	0.02416
GO:0030036	actin cytoskeleton organization	545	0.02416
GO:0045746	negative regulation of Notch signaling pathway	27	0.02420
GO:0043568	positive regulation of insulin-like growth factor receptor signaling pathway	7	0.02422
GO:0060055	angiogenesis involved in wound healing	21	0.02423
GO:0002819	regulation of adaptive immune response	121	0.02433
GO:1901911	adenosine 5'-(hexahydrogen pentaphosphate) catabolic process	3	0.02435
GO:1901907	diadenosine pentaphosphate catabolic process	3	0.02435
GO:1901909	diadenosine hexaphosphate catabolic process	3	0.02435
GO:0051388	positive regulation of neurotrophin TRK receptor signaling pathway	4	0.02440
GO:0033092	positive regulation of immature T cell proliferation in thymus	2	0.02451
GO:0008360	regulation of cell shape	122	0.02458
GO:0006796	phosphate-containing compound metabolic process	2185	0.02462
GO:0002675	positive regulation of acute inflammatory response	11	0.02483
GO:0038027	apolipoprotein A-I-mediated signaling pathway	5	0.02513
GO:0090217	negative regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity	3	0.02521
GO:1902635	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process	3	0.02521
GO:0043406	positive regulation of MAP kinase activity	87	0.02521
GO:0006991	response to sterol depletion	17	0.02532
GO:0042487	regulation of odontogenesis of dentin-containing tooth	7	0.02533
GO:0007182	common-partner SMAD protein phosphorylation	5	0.02534
GO:1900006	positive regulation of dendrite development	11	0.02538
GO:0071799	cellular response to prostaglandin D stimulus	3	0.02591
GO:0032332	positive regulation of chondrocyte differentiation	12	0.02592
GO:0045730	respiratory burst	24	0.02593
GO:0010745	negative regulation of macrophage derived foam cell differentiation	10	0.02606
GO:0051057	positive regulation of small GTPase mediated signal transduction	39	0.02621
GO:0032507	maintenance of protein location in cell	56	0.02623
GO:0060355	positive regulation of cell adhesion molecule production	3	0.02630
GO:0070836	caveola assembly	3	0.02630
GO:0002519	natural killer cell tolerance induction	2	0.02651
GO:0001516	prostaglandin biosynthetic process	23	0.02660
GO:0030968	endoplasmic reticulum unfolded protein response	73	0.02664
GO:0060732	positive regulation of inositol phosphate biosynthetic process	6	0.02690
GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	58	0.02693
GO:0032914	positive regulation of transforming growth factor beta1 production	5	0.02699
GO:0045604	regulation of epidermal cell differentiation	46	0.02702
GO:0034276	kynurenic acid biosynthetic process	2	0.02718
GO:0019805	quinolinate biosynthetic process	2	0.02718
GO:0043420	anthranilate metabolic process	2	0.02718
GO:1903296	positive regulation of glutamate secretion, neurotransmission	4	0.02718
GO:0051918	negative regulation of fibrinolysis	5	0.02736
GO:0033344	cholesterol efflux	34	0.02762
GO:0019427	acetyl-CoA biosynthetic process from acetate	2	0.02768
GO:0007417	central nervous system development	704	0.02772
GO:0003149	membranous septum morphogenesis	6	0.02772
GO:0007224	smoothened signaling pathway	113	0.02774
GO:0090362	positive regulation of platelet-derived growth factor production	2	0.02782
GO:0071420	cellular response to histamine	3	0.02803
GO:0031103	axon regeneration	40	0.02807
GO:0007159	leukocyte cell-cell adhesion	240	0.02808
GO:0006213	pyrimidine nucleoside metabolic process	17	0.02819
GO:1901798	positive regulation of signal transduction by p53 class mediator	25	0.02826
GO:0018105	peptidyl-serine phosphorylation	242	0.02833
GO:0009744	response to sucrose	3	0.02839
GO:0007584	response to nutrient	106	0.02847
GO:0098586	cellular response to virus	67	0.02848
GO:0070293	renal absorption	17	0.02849
GO:2000391	positive regulation of neutrophil extravasation	5	0.02879
GO:0006335	DNA replication-dependent nucleosome assembly	28	0.02885
GO:0002244	hematopoietic progenitor cell differentiation	122	0.02897
GO:0032526	response to retinoic acid	79	0.02906
GO:0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib	3	0.02921
GO:0051898	negative regulation of protein kinase B signaling	37	0.02922
GO:0061520	Langerhans cell differentiation	2	0.02934
GO:0045345	positive regulation of MHC class I biosynthetic process	4	0.02939
GO:0046967	cytosol to endoplasmic reticulum transport	4	0.02941
GO:0042532	negative regulation of tyrosine phosphorylation of STAT protein	12	0.02941
GO:0150062	complement-mediated synapse pruning	3	0.02948
GO:0036109	alpha-linolenic acid metabolic process	8	0.02958
GO:0071625	vocalization behavior	13	0.02959
GO:0043534	blood vessel endothelial cell migration	87	0.02987
GO:0044857	plasma membrane raft organization	6	0.02990
GO:0071000	response to magnetism	2	0.03025
GO:0001738	morphogenesis of a polarized epithelium	98	0.03026
GO:0070286	axonemal dynein complex assembly	34	0.03030
GO:0048286	lung alveolus development	38	0.03049
GO:0070986	left/right axis specification	12	0.03055
GO:0071403	cellular response to high density lipoprotein particle stimulus	2	0.03066
