GO.ID	Term	Annotated	Raw.P.Value
GO:0001738	morphogenesis of a polarized epithelium	98	0.00201
GO:0071383	cellular response to steroid hormone stimulus	163	0.00202
GO:0031394	positive regulation of prostaglandin biosynthetic process	5	0.00209
GO:0007186	G protein-coupled receptor signaling pathway	349	0.00220
GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	15	0.00227
GO:0009410	response to xenobiotic stimulus	161	0.00238
GO:0001942	hair follicle development	66	0.00244
GO:0045669	positive regulation of osteoblast differentiation	50	0.00255
GO:0033194	response to hydroperoxide	13	0.00257
GO:0060968	regulation of gene silencing	62	0.00260
GO:0032570	response to progesterone	32	0.00266
GO:0010951	negative regulation of endopeptidase activity	145	0.00266
GO:0070245	positive regulation of thymocyte apoptotic process	5	0.00275
GO:0009636	response to toxic substance	157	0.00287
GO:0060426	lung vasculature development	3	0.00290
GO:0021591	ventricular system development	28	0.00292
GO:0031295	T cell costimulation	29	0.00293
GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	19	0.00331
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	43	0.00335
GO:0045717	negative regulation of fatty acid biosynthetic process	13	0.00345
GO:0050927	positive regulation of positive chemotaxis	14	0.00353
GO:0035994	response to muscle stretch	17	0.00356
GO:0006348	chromatin silencing at telomere	10	0.00359
GO:0071356	cellular response to tumor necrosis factor	177	0.00361
GO:0070527	platelet aggregation	48	0.00361
GO:0032873	negative regulation of stress-activated MAPK cascade	43	0.00374
GO:0032200	telomere organization	146	0.00374
GO:0042742	defense response to bacterium	132	0.00382
GO:0048661	positive regulation of smooth muscle cell proliferation	66	0.00383
GO:1902004	positive regulation of amyloid-beta formation	15	0.00384
GO:0051085	chaperone cofactor-dependent protein refolding	31	0.00399
GO:0007026	negative regulation of microtubule depolymerization	24	0.00403
GO:0032355	response to estradiol	91	0.00416
GO:0046597	negative regulation of viral entry into host cell	16	0.00419
GO:0010193	response to ozone	5	0.00419
GO:1905323	telomerase holoenzyme complex assembly	6	0.00419
GO:2000573	positive regulation of DNA biosynthetic process	60	0.00427
GO:0030593	neutrophil chemotaxis	55	0.00428
GO:0002830	positive regulation of type 2 immune response	13	0.00433
GO:1900745	positive regulation of p38MAPK cascade	22	0.00434
GO:0030334	regulation of cell migration	660	0.00468
GO:0032088	negative regulation of NF-kappaB transcription factor activity	68	0.00469
GO:0030705	cytoskeleton-dependent intracellular transport	168	0.00472
GO:0050766	positive regulation of phagocytosis	37	0.00473
GO:0051057	positive regulation of small GTPase mediated signal transduction	39	0.00476
GO:1904667	negative regulation of ubiquitin protein ligase activity	12	0.00485
GO:0016477	cell migration	1029	0.00494
GO:0007015	actin filament organization	346	0.00509
GO:0051549	positive regulation of keratinocyte migration	10	0.00511
GO:1904158	axonemal central apparatus assembly	6	0.00528
GO:0010668	ectodermal cell differentiation	6	0.00529
GO:1902949	positive regulation of tau-protein kinase activity	6	0.00532
GO:0044782	cilium organization	342	0.00551
GO:0002467	germinal center formation	12	0.00556
GO:0050918	positive chemotaxis	37	0.00560
GO:0071709	membrane assembly	29	0.00569
GO:0030317	flagellated sperm motility	75	0.00569
GO:0051897	positive regulation of protein kinase B signaling	82	0.00571
GO:0021637	trigeminal nerve structural organization	4	0.00578
GO:0097421	liver regeneration	23	0.00583
GO:0050919	negative chemotaxis	34	0.00596
GO:0009612	response to mechanical stimulus	143	0.00604
GO:0001578	microtubule bundle formation	104	0.00607
GO:0048333	mesodermal cell differentiation	20	0.00622
GO:0032869	cellular response to insulin stimulus	158	0.00634
GO:0033365	protein localization to organelle	800	0.00638
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	116	0.00643
GO:0006955	immune response	954	0.00658
GO:0042632	cholesterol homeostasis	56	0.00660
GO:0043570	maintenance of DNA repeat elements	6	0.00668
GO:0046598	positive regulation of viral entry into host cell	12	0.00680
GO:0032273	positive regulation of protein polymerization	113	0.00689
GO:0003181	atrioventricular valve morphogenesis	18	0.00717
GO:0072577	endothelial cell apoptotic process	33	0.00718
GO:0060339	negative regulation of type I interferon-mediated signaling pathway	17	0.00722
GO:0007179	transforming growth factor beta receptor signaling pathway	146	0.00725
GO:0070286	axonemal dynein complex assembly	34	0.00728
GO:0010888	negative regulation of lipid storage	17	0.00729
GO:0008360	regulation of cell shape	122	0.00735
GO:0072593	reactive oxygen species metabolic process	205	0.00753
GO:0021532	neural tube patterning	28	0.00758
GO:0051902	negative regulation of mitochondrial depolarization	5	0.00771
GO:1904491	protein localization to ciliary transition zone	8	0.00774
GO:0032094	response to food	19	0.00775
GO:0042981	regulation of apoptotic process	1046	0.00786
GO:0010954	positive regulation of protein processing	11	0.00789
GO:0070986	left/right axis specification	12	0.00795
GO:0008065	establishment of blood-nerve barrier	3	0.00814
GO:0010718	positive regulation of epithelial to mesenchymal transition	43	0.00820
GO:0045780	positive regulation of bone resorption	11	0.00829
GO:0032956	regulation of actin cytoskeleton organization	280	0.00829
GO:0043536	positive regulation of blood vessel endothelial cell migration	47	0.00832
GO:0046677	response to antibiotic	43	0.00853
GO:2001256	regulation of store-operated calcium entry	10	0.00856
GO:0018149	peptide cross-linking	20	0.00860
GO:0042270	protection from natural killer cell mediated cytotoxicity	6	0.00890
GO:0002437	inflammatory response to antigenic stimulus	42	0.00901
GO:0031640	killing of cells of other organism	25	0.00903
GO:0030032	lamellipodium assembly	60	0.00920
GO:0030277	maintenance of gastrointestinal epithelium	13	0.00926
GO:1905598	negative regulation of low-density lipoprotein receptor activity	4	0.00941
GO:0061512	protein localization to cilium	58	0.00950
GO:1902017	regulation of cilium assembly	57	0.00953
GO:0010469	regulation of signaling receptor activity	88	0.00959
GO:0006335	DNA replication-dependent nucleosome assembly	28	0.00959
GO:0090336	positive regulation of brown fat cell differentiation	12	0.00962
GO:0060294	cilium movement involved in cell motility	86	0.00969
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	96	0.00976
GO:1900744	regulation of p38MAPK cascade	33	0.00980
GO:0090557	establishment of endothelial intestinal barrier	11	0.00985
GO:0007163	establishment or maintenance of cell polarity	180	0.00986
GO:0043507	positive regulation of JUN kinase activity	37	0.01000
GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	7	0.01006
GO:0007224	smoothened signaling pathway	113	0.01010
GO:2000556	positive regulation of T-helper 1 cell cytokine production	5	0.01013
GO:0055072	iron ion homeostasis	63	0.01014
GO:0035425	autocrine signaling	6	0.01023
GO:0001774	microglial cell activation	24	0.01038
GO:0009725	response to hormone	600	0.01052
GO:0015853	adenine transport	4	0.01068
GO:0071636	positive regulation of transforming growth factor beta production	15	0.01090
GO:0030865	cortical cytoskeleton organization	54	0.01090
GO:0009615	response to virus	283	0.01097
GO:0030510	regulation of BMP signaling pathway	65	0.01101
GO:0048843	negative regulation of axon extension involved in axon guidance	23	0.01112
GO:0031116	positive regulation of microtubule polymerization	30	0.01112
GO:1903670	regulation of sprouting angiogenesis	28	0.01114
GO:0006508	proteolysis	1296	0.01116
GO:0070373	negative regulation of ERK1 and ERK2 cascade	58	0.01118
GO:0048012	hepatocyte growth factor receptor signaling pathway	10	0.01159
GO:0042326	negative regulation of phosphorylation	303	0.01167
GO:0007507	heart development	405	0.01172
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	3	0.01223
GO:0070848	response to growth factor	485	0.01224
GO:0039530	MDA-5 signaling pathway	10	0.01239
GO:0051384	response to glucocorticoid	91	0.01250
GO:0015671	oxygen transport	5	0.01270
GO:0043114	regulation of vascular permeability	28	0.01276
GO:0045806	negative regulation of endocytosis	39	0.01290
GO:0030879	mammary gland development	103	0.01314
GO:0045746	negative regulation of Notch signaling pathway	27	0.01318
GO:0051412	response to corticosterone	8	0.01328
GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	5	0.01339
GO:0098708	glucose import across plasma membrane	3	0.01346
GO:1900119	positive regulation of execution phase of apoptosis	7	0.01347
GO:0061817	endoplasmic reticulum-plasma membrane tethering	5	0.01355
GO:0090316	positive regulation of intracellular protein transport	145	0.01362
GO:0051208	sequestering of calcium ion	78	0.01366
GO:0030501	positive regulation of bone mineralization	29	0.01374
GO:0071354	cellular response to interleukin-6	21	0.01384
GO:0019730	antimicrobial humoral response	56	0.01409
GO:0030214	hyaluronan catabolic process	7	0.01411
GO:0045088	regulation of innate immune response	171	0.01415
GO:0046330	positive regulation of JNK cascade	76	0.01429
GO:0090179	planar cell polarity pathway involved in neural tube closure	10	0.01431
GO:0071625	vocalization behavior	13	0.01447
GO:0042487	regulation of odontogenesis of dentin-containing tooth	7	0.01448
GO:0070837	dehydroascorbic acid transport	5	0.01452
GO:0010043	response to zinc ion	25	0.01456
GO:0045672	positive regulation of osteoclast differentiation	12	0.01477
GO:0032374	regulation of cholesterol transport	42	0.01489
GO:1904668	positive regulation of ubiquitin protein ligase activity	11	0.01491
GO:0033631	cell-cell adhesion mediated by integrin	13	0.01491
GO:0002675	positive regulation of acute inflammatory response	11	0.01503
GO:0009653	anatomical structure morphogenesis	1843	0.01513
GO:0050830	defense response to Gram-positive bacterium	52	0.01519
GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	3	0.01556
GO:0031638	zymogen activation	37	0.01566
GO:0008594	photoreceptor cell morphogenesis	3	0.01575
GO:0008589	regulation of smoothened signaling pathway	67	0.01577
GO:0010745	negative regulation of macrophage derived foam cell differentiation	10	0.01578
GO:0051014	actin filament severing	14	0.01591
GO:0032467	positive regulation of cytokinesis	27	0.01614
GO:0033504	floor plate development	5	0.01615
GO:0035458	cellular response to interferon-beta	15	0.01635
GO:0120183	positive regulation of focal adhesion disassembly	6	0.01646
GO:1904031	positive regulation of cyclin-dependent protein kinase activity	28	0.01646
GO:0030072	peptide hormone secretion	134	0.01659
GO:0030036	actin cytoskeleton organization	545	0.01668
GO:0006954	inflammatory response	451	0.01671
GO:0034620	cellular response to unfolded protein	94	0.01672
GO:0032516	positive regulation of phosphoprotein phosphatase activity	15	0.01677
GO:0030148	sphingolipid biosynthetic process	81	0.01678
GO:0048260	positive regulation of receptor-mediated endocytosis	41	0.01693
GO:0010977	negative regulation of neuron projection development	108	0.01704
GO:0045840	positive regulation of mitotic nuclear division	32	0.01728
GO:0090037	positive regulation of protein kinase C signaling	6	0.01746
GO:0032482	Rab protein signal transduction	16	0.01796
GO:0001822	kidney development	226	0.01797
GO:0055091	phospholipid homeostasis	10	0.01800
GO:1900006	positive regulation of dendrite development	11	0.01803
GO:0021785	branchiomotor neuron axon guidance	5	0.01808
GO:0034976	response to endoplasmic reticulum stress	230	0.01809
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	75	0.01822
GO:0045089	positive regulation of innate immune response	106	0.01823
GO:0071404	cellular response to low-density lipoprotein particle stimulus	14	0.01828
GO:0045766	positive regulation of angiogenesis	108	0.01833
GO:0045724	positive regulation of cilium assembly	23	0.01833
GO:0010976	positive regulation of neuron projection development	110	0.01842
GO:0008406	gonad development	151	0.01844
GO:0043627	response to estrogen	50	0.01848
GO:0043149	stress fiber assembly	94	0.01860
GO:0071659	negative regulation of IP-10 production	2	0.01866
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	26	0.01868
GO:0043330	response to exogenous dsRNA	29	0.01870
GO:2001137	positive regulation of endocytic recycling	4	0.01870
GO:0055015	ventricular cardiac muscle cell development	7	0.01892
GO:0046533	negative regulation of photoreceptor cell differentiation	3	0.01896
GO:0060948	cardiac vascular smooth muscle cell development	3	0.01896
GO:0032691	negative regulation of interleukin-1 beta production	15	0.01914
GO:0051493	regulation of cytoskeleton organization	432	0.01920
GO:0043616	keratinocyte proliferation	37	0.01920
GO:0060391	positive regulation of SMAD protein signal transduction	15	0.01934
GO:0050680	negative regulation of epithelial cell proliferation	95	0.01935
GO:0045824	negative regulation of innate immune response	52	0.01948
GO:0035694	mitochondrial protein catabolic process	6	0.01951
GO:0060037	pharyngeal system development	22	0.01952
GO:0001662	behavioral fear response	22	0.01961
GO:0001525	angiogenesis	368	0.01970
GO:0060416	response to growth hormone	26	0.01971
GO:0006081	cellular aldehyde metabolic process	48	0.01979
GO:1902894	negative regulation of pri-miRNA transcription by RNA polymerase II	16	0.02010
GO:0097500	receptor localization to non-motile cilium	4	0.02013
GO:0098586	cellular response to virus	67	0.02025
GO:0032740	positive regulation of interleukin-17 production	13	0.02032
GO:0045776	negative regulation of blood pressure	26	0.02039
GO:0033630	positive regulation of cell adhesion mediated by integrin	15	0.02063
GO:0033700	phospholipid efflux	6	0.02071
GO:0032793	positive regulation of CREB transcription factor activity	13	0.02072
GO:0022008	neurogenesis	1129	0.02079
GO:0006869	lipid transport	298	0.02084
GO:0090281	negative regulation of calcium ion import	7	0.02098
GO:0060907	positive regulation of macrophage cytokine production	12	0.02105
GO:0072717	cellular response to actinomycin D	4	0.02134
GO:0090140	regulation of mitochondrial fission	28	0.02140
GO:0043407	negative regulation of MAP kinase activity	48	0.02146
GO:0032880	regulation of protein localization	696	0.02170
GO:0030183	B cell differentiation	86	0.02171
GO:0009629	response to gravity	4	0.02181
GO:0006248	CMP catabolic process	3	0.02195
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	9	0.02196
GO:0050727	regulation of inflammatory response	216	0.02200
GO:0038165	oncostatin-M-mediated signaling pathway	4	0.02203
GO:0070434	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	5	0.02203
GO:0034144	negative regulation of toll-like receptor 4 signaling pathway	8	0.02204
GO:0002720	positive regulation of cytokine production involved in immune response	54	0.02208
GO:0043589	skin morphogenesis	9	0.02210
GO:0043331	response to dsRNA	35	0.02219
GO:0071305	cellular response to vitamin D	14	0.02226
GO:0048861	leukemia inhibitory factor signaling pathway	6	0.02241
GO:0031346	positive regulation of cell projection organization	263	0.02249
GO:0071420	cellular response to histamine	3	0.02250
GO:0050728	negative regulation of inflammatory response	85	0.02268
GO:0030518	intracellular steroid hormone receptor signaling pathway	96	0.02279
GO:0001894	tissue homeostasis	182	0.02293
GO:0046668	regulation of retinal cell programmed cell death	3	0.02294
GO:0035729	cellular response to hepatocyte growth factor stimulus	11	0.02297
GO:0050829	defense response to Gram-negative bacterium	39	0.02307
GO:0050796	regulation of insulin secretion	96	0.02314
GO:0006935	chemotaxis	372	0.02329
GO:0045785	positive regulation of cell adhesion	315	0.02346
GO:0007417	central nervous system development	704	0.02347
GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	10	0.02347
GO:0006809	nitric oxide biosynthetic process	53	0.02354
GO:0034112	positive regulation of homotypic cell-cell adhesion	9	0.02368
GO:0002523	leukocyte migration involved in inflammatory response	11	0.02381
GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	15	0.02388
GO:1900222	negative regulation of amyloid-beta clearance	6	0.02390
GO:0035024	negative regulation of Rho protein signal transduction	21	0.02393
GO:0002606	positive regulation of dendritic cell antigen processing and presentation	3	0.02402
GO:0060137	maternal process involved in parturition	5	0.02416
GO:0048701	embryonic cranial skeleton morphogenesis	32	0.02417
GO:0003150	muscular septum morphogenesis	3	0.02421
GO:0007155	cell adhesion	977	0.02432
GO:2000051	negative regulation of non-canonical Wnt signaling pathway	4	0.02437
GO:0015823	phenylalanine transport	2	0.02437
GO:0042119	neutrophil activation	22	0.02444
GO:0007631	feeding behavior	36	0.02446
GO:0000902	cell morphogenesis	723	0.02451
GO:0043011	myeloid dendritic cell differentiation	14	0.02463
GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	223	0.02466
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	17	0.02469
GO:0045143	homologous chromosome segregation	33	0.02480
GO:0060546	negative regulation of necroptotic process	12	0.02490
GO:0071456	cellular response to hypoxia	124	0.02496
GO:0051894	positive regulation of focal adhesion assembly	22	0.02510
GO:0086091	regulation of heart rate by cardiac conduction	23	0.02510
GO:1900020	positive regulation of protein kinase C activity	6	0.02542
GO:0043388	positive regulation of DNA binding	42	0.02544
GO:0007339	binding of sperm to zona pellucida	22	0.02546
GO:0006805	xenobiotic metabolic process	67	0.02561
GO:0008217	regulation of blood pressure	97	0.02564
GO:0060385	axonogenesis involved in innervation	6	0.02569
GO:0007182	common-partner SMAD protein phosphorylation	5	0.02575
GO:0042178	xenobiotic catabolic process	22	0.02582
GO:0051881	regulation of mitochondrial membrane potential	61	0.02588
GO:0006531	aspartate metabolic process	6	0.02606
GO:0010572	positive regulation of platelet activation	4	0.02614
GO:0043254	regulation of protein-containing complex assembly	349	0.02626
GO:0045654	positive regulation of megakaryocyte differentiation	8	0.02634
GO:0060749	mammary gland alveolus development	14	0.02635
GO:0016266	O-glycan processing	36	0.02641
GO:0002544	chronic inflammatory response	10	0.02653
GO:0061643	chemorepulsion of axon	4	0.02654
GO:0071224	cellular response to peptidoglycan	4	0.02655
GO:0090042	tubulin deacetylation	13	0.02657
GO:0071403	cellular response to high density lipoprotein particle stimulus	2	0.02659
GO:0042593	glucose homeostasis	161	0.02660
GO:0031667	response to nutrient levels	320	0.02662
GO:0001755	neural crest cell migration	41	0.02682
GO:0097176	epoxide metabolic process	4	0.02682
GO:0071409	cellular response to cycloheximide	3	0.02701
GO:1904894	positive regulation of receptor signaling pathway via STAT	23	0.02706
GO:0051930	regulation of sensory perception of pain	12	0.02719
GO:0051965	positive regulation of synapse assembly	33	0.02724
GO:0051096	positive regulation of helicase activity	7	0.02727
GO:0018879	biphenyl metabolic process	2	0.02731
GO:0015936	coenzyme A metabolic process	18	0.02734
GO:1901740	negative regulation of myoblast fusion	2	0.02737
GO:0001947	heart looping	43	0.02765
GO:0001886	endothelial cell morphogenesis	9	0.02770
GO:0046322	negative regulation of fatty acid oxidation	11	0.02776
GO:0048625	myoblast fate commitment	4	0.02780
GO:0010873	positive regulation of cholesterol esterification	2	0.02786
GO:1900127	positive regulation of hyaluronan biosynthetic process	4	0.02787
GO:0090200	positive regulation of release of cytochrome c from mitochondria	27	0.02799
GO:0032495	response to muramyl dipeptide	19	0.02834
GO:0034346	positive regulation of type III interferon production	2	0.02846
GO:0046040	IMP metabolic process	16	0.02866
GO:0014912	negative regulation of smooth muscle cell migration	18	0.02867
GO:0009409	response to cold	41	0.02870
GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	7	0.02885
GO:0061520	Langerhans cell differentiation	2	0.02890
GO:0050896	response to stimulus	5437	0.02897
GO:0010884	positive regulation of lipid storage	17	0.02903
GO:0043410	positive regulation of MAPK cascade	326	0.02906
GO:0060296	regulation of cilium beat frequency involved in ciliary motility	8	0.02914
GO:0007589	body fluid secretion	61	0.02916
GO:0050768	negative regulation of neurogenesis	97	0.02918
GO:0097105	presynaptic membrane assembly	8	0.02923
GO:0014911	positive regulation of smooth muscle cell migration	29	0.02932
GO:0035624	receptor transactivation	3	0.02932
GO:0002519	natural killer cell tolerance induction	2	0.02932
GO:0015705	iodide transport	6	0.02942
GO:0070667	negative regulation of mast cell proliferation	2	0.02947
GO:0010936	negative regulation of macrophage cytokine production	4	0.02948
GO:0002456	T cell mediated immunity	61	0.02948
GO:0070723	response to cholesterol	18	0.02950
GO:0042102	positive regulation of T cell proliferation	55	0.02966
GO:2000379	positive regulation of reactive oxygen species metabolic process	79	0.02995
GO:1905523	positive regulation of macrophage migration	17	0.02995
GO:2001213	negative regulation of vasculogenesis	2	0.02999
GO:0046813	receptor-mediated virion attachment to host cell	4	0.03001
GO:0031639	plasminogen activation	13	0.03010
GO:0008284	positive regulation of cell population proliferation	612	0.03016
GO:0007341	penetration of zona pellucida	4	0.03017
GO:0043615	astrocyte cell migration	4	0.03017
GO:1903265	positive regulation of tumor necrosis factor-mediated signaling pathway	12	0.03024
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	21	0.03029
GO:2000563	positive regulation of CD4-positive, alpha-beta T cell proliferation	4	0.03032
GO:0034383	low-density lipoprotein particle clearance	20	0.03045
GO:0032761	positive regulation of lymphotoxin A production	2	0.03050
GO:0006744	ubiquinone biosynthetic process	16	0.03055
GO:0048103	somatic stem cell division	10	0.03064
GO:0031622	positive regulation of fever generation	4	0.03087
GO:0001757	somite specification	2	0.03091
GO:0030644	cellular chloride ion homeostasis	5	0.03092
GO:0050873	brown fat cell differentiation	38	0.03100
GO:1905064	negative regulation of vascular associated smooth muscle cell differentiation	7	0.03105
GO:0006094	gluconeogenesis	55	0.03118
GO:1990573	potassium ion import across plasma membrane	24	0.03143
GO:0090082	positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway	2	0.03147
GO:0070169	positive regulation of biomineral tissue development	35	0.03155
GO:0032354	response to follicle-stimulating hormone	14	0.03159
GO:0070104	negative regulation of interleukin-6-mediated signaling pathway	2	0.03165
GO:0008219	cell death	1547	0.03166
GO:1900017	positive regulation of cytokine production involved in inflammatory response	15	0.03179
GO:0006069	ethanol oxidation	6	0.03185
GO:0097581	lamellipodium organization	76	0.03214
GO:0040020	regulation of meiotic nuclear division	17	0.03215
GO:0032695	negative regulation of interleukin-12 production	9	0.03222
GO:0070665	positive regulation of leukocyte proliferation	91	0.03231
GO:0070427	nucleotide-binding oligomerization domain containing 1 signaling pathway	5	0.03235
GO:0070673	response to interleukin-18	6	0.03237
GO:0090103	cochlea morphogenesis	11	0.03238
GO:0014866	skeletal myofibril assembly	3	0.03245
GO:0014807	regulation of somitogenesis	4	0.03249
GO:0035910	ascending aorta morphogenesis	4	0.03257
GO:0032375	negative regulation of cholesterol transport	7	0.03259
GO:0060253	negative regulation of glial cell proliferation	9	0.03260
GO:0051302	regulation of cell division	129	0.03264
GO:1903672	positive regulation of sprouting angiogenesis	14	0.03268
GO:1905461	positive regulation of vascular associated smooth muscle cell apoptotic process	6	0.03274
GO:0002756	MyD88-independent toll-like receptor signaling pathway	12	0.03280
GO:0070508	cholesterol import	6	0.03281
GO:0030213	hyaluronan biosynthetic process	12	0.03288
GO:0043584	nose development	12	0.03293
GO:0038027	apolipoprotein A-I-mediated signaling pathway	5	0.03296
GO:0042744	hydrogen peroxide catabolic process	13	0.03298
GO:0060666	dichotomous subdivision of terminal units involved in salivary gland branching	5	0.03302
GO:0046967	cytosol to endoplasmic reticulum transport	4	0.03303
GO:0043586	tongue development	15	0.03314
