GO.ID	Term	Annotated	Raw.P.Value
GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	10	0.00024
GO:0002437	inflammatory response to antigenic stimulus	42	0.00025
GO:0060100	positive regulation of phagocytosis, engulfment	11	0.00025
GO:0050919	negative chemotaxis	34	0.00028
GO:0035455	response to interferon-alpha	20	0.00028
GO:0045165	cell fate commitment	142	0.00033
GO:0048167	regulation of synaptic plasticity	111	0.00034
GO:0072593	reactive oxygen species metabolic process	205	0.00034
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	68	0.00035
GO:0007026	negative regulation of microtubule depolymerization	24	0.00035
GO:0007204	positive regulation of cytosolic calcium ion concentration	149	0.00037
GO:0007015	actin filament organization	346	0.00037
GO:0048485	sympathetic nervous system development	13	0.00040
GO:0033490	cholesterol biosynthetic process via lathosterol	4	0.00046
GO:0033489	cholesterol biosynthetic process via desmosterol	4	0.00046
GO:0099560	synaptic membrane adhesion	16	0.00047
GO:0008284	positive regulation of cell population proliferation	612	0.00049
GO:0071346	cellular response to interferon-gamma	90	0.00052
GO:0009611	response to wounding	385	0.00054
GO:0001774	microglial cell activation	24	0.00055
GO:0007229	integrin-mediated signaling pathway	78	0.00057
GO:0030335	positive regulation of cell migration	398	0.00061
GO:0035425	autocrine signaling	6	0.00062
GO:0032570	response to progesterone	32	0.00062
GO:0032355	response to estradiol	91	0.00064
GO:0048333	mesodermal cell differentiation	20	0.00064
GO:0002639	positive regulation of immunoglobulin production	32	0.00068
GO:0035456	response to interferon-beta	23	0.00070
GO:0060700	regulation of ribonuclease activity	8	0.00072
GO:0098586	cellular response to virus	67	0.00075
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	116	0.00075
GO:0071447	cellular response to hydroperoxide	7	0.00078
GO:1903670	regulation of sprouting angiogenesis	28	0.00078
GO:0032869	cellular response to insulin stimulus	158	0.00079
GO:0019372	lipoxygenase pathway	7	0.00079
GO:0010575	positive regulation of vascular endothelial growth factor production	22	0.00082
GO:0009887	animal organ morphogenesis	689	0.00084
GO:0009410	response to xenobiotic stimulus	161	0.00085
GO:0032689	negative regulation of interferon-gamma production	26	0.00088
GO:0043407	negative regulation of MAP kinase activity	48	0.00093
GO:0051781	positive regulation of cell division	60	0.00096
GO:0001578	microtubule bundle formation	104	0.00101
GO:0071391	cellular response to estrogen stimulus	15	0.00102
GO:0032729	positive regulation of interferon-gamma production	42	0.00102
GO:0090303	positive regulation of wound healing	42	0.00105
GO:0002042	cell migration involved in sprouting angiogenesis	43	0.00109
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	62	0.00111
GO:0006883	cellular sodium ion homeostasis	10	0.00112
GO:0019229	regulation of vasoconstriction	33	0.00118
GO:1900017	positive regulation of cytokine production involved in inflammatory response	15	0.00122
GO:0002548	monocyte chemotaxis	27	0.00123
GO:0070373	negative regulation of ERK1 and ERK2 cascade	58	0.00124
GO:0007411	axon guidance	151	0.00124
GO:0002250	adaptive immune response	249	0.00124
GO:0042632	cholesterol homeostasis	56	0.00126
GO:0035904	aorta development	43	0.00127
GO:0051591	response to cAMP	62	0.00133
GO:0010744	positive regulation of macrophage derived foam cell differentiation	9	0.00143
GO:0035584	calcium-mediated signaling using intracellular calcium source	17	0.00146
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	26	0.00150
GO:0097202	activation of cysteine-type endopeptidase activity	14	0.00151
GO:0032733	positive regulation of interleukin-10 production	25	0.00158
GO:0032868	response to insulin	194	0.00158
GO:0051092	positive regulation of NF-kappaB transcription factor activity	128	0.00160
GO:0031663	lipopolysaccharide-mediated signaling pathway	45	0.00161
GO:0140115	export across plasma membrane	35	0.00162
GO:0060449	bud elongation involved in lung branching	6	0.00164
GO:0002315	marginal zone B cell differentiation	6	0.00166
GO:0032736	positive regulation of interleukin-13 production	11	0.00170
GO:0001657	ureteric bud development	67	0.00172
GO:0051897	positive regulation of protein kinase B signaling	82	0.00175
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	41	0.00176
GO:0042744	hydrogen peroxide catabolic process	13	0.00178
GO:0048245	eosinophil chemotaxis	6	0.00183
GO:0003149	membranous septum morphogenesis	6	0.00184
GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	19	0.00184
GO:0071383	cellular response to steroid hormone stimulus	163	0.00188
GO:0007162	negative regulation of cell adhesion	208	0.00195
GO:0010572	positive regulation of platelet activation	4	0.00200
GO:0070106	interleukin-27-mediated signaling pathway	7	0.00204
GO:0007179	transforming growth factor beta receptor signaling pathway	146	0.00214
GO:0050727	regulation of inflammatory response	216	0.00218
GO:1900127	positive regulation of hyaluronan biosynthetic process	4	0.00221
GO:0030214	hyaluronan catabolic process	7	0.00221
GO:0050927	positive regulation of positive chemotaxis	14	0.00224
GO:1904646	cellular response to amyloid-beta	30	0.00242
GO:0043524	negative regulation of neuron apoptotic process	100	0.00244
GO:0060087	relaxation of vascular associated smooth muscle	6	0.00247
GO:0043032	positive regulation of macrophage activation	16	0.00253
GO:0045578	negative regulation of B cell differentiation	4	0.00255
GO:0048016	inositol phosphate-mediated signaling	44	0.00272
GO:0042178	xenobiotic catabolic process	22	0.00272
GO:0032703	negative regulation of interleukin-2 production	15	0.00273
GO:0009612	response to mechanical stimulus	143	0.00273
GO:0008544	epidermis development	233	0.00275
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	449	0.00279
GO:0016266	O-glycan processing	36	0.00281
GO:0060137	maternal process involved in parturition	5	0.00282
GO:0061436	establishment of skin barrier	19	0.00283
GO:0050829	defense response to Gram-negative bacterium	39	0.00286
GO:0030890	positive regulation of B cell proliferation	27	0.00286
GO:0007160	cell-matrix adhesion	172	0.00289
GO:0008360	regulation of cell shape	122	0.00296
GO:0032526	response to retinoic acid	79	0.00298
GO:0030216	keratinocyte differentiation	95	0.00298
GO:0055091	phospholipid homeostasis	10	0.00299
GO:0046677	response to antibiotic	43	0.00300
GO:0060070	canonical Wnt signaling pathway	250	0.00302
GO:0006953	acute-phase response	23	0.00302
GO:0042060	wound healing	298	0.00303
GO:0031100	animal organ regeneration	47	0.00317
GO:0003148	outflow tract septum morphogenesis	19	0.00320
GO:0030728	ovulation	16	0.00321
GO:0032874	positive regulation of stress-activated MAPK cascade	102	0.00324
GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway	18	0.00326
GO:0060993	kidney morphogenesis	68	0.00329
GO:0014002	astrocyte development	25	0.00331
GO:0030308	negative regulation of cell growth	137	0.00334
GO:0030282	bone mineralization	76	0.00347
GO:0070371	ERK1 and ERK2 cascade	208	0.00350
GO:0032753	positive regulation of interleukin-4 production	13	0.00352
GO:0042127	regulation of cell population proliferation	1132	0.00354
GO:0045599	negative regulation of fat cell differentiation	36	0.00356
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	17	0.00357
GO:1900745	positive regulation of p38MAPK cascade	22	0.00358
GO:0032728	positive regulation of interferon-beta production	38	0.00364
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	100	0.00365
GO:0002523	leukocyte migration involved in inflammatory response	11	0.00365
GO:0051000	positive regulation of nitric-oxide synthase activity	14	0.00375
GO:0050771	negative regulation of axonogenesis	51	0.00377
GO:0034341	response to interferon-gamma	105	0.00385
GO:0060426	lung vasculature development	3	0.00388
GO:0042908	xenobiotic transport	26	0.00392
GO:0007605	sensory perception of sound	92	0.00407
GO:1901216	positive regulation of neuron death	66	0.00411
GO:0030501	positive regulation of bone mineralization	29	0.00415
GO:0016126	sterol biosynthetic process	50	0.00416
GO:0033700	phospholipid efflux	6	0.00417
GO:0035556	intracellular signal transduction	1889	0.00418
GO:0090063	positive regulation of microtubule nucleation	8	0.00422
GO:0034136	negative regulation of toll-like receptor 2 signaling pathway	6	0.00423
GO:0050830	defense response to Gram-positive bacterium	52	0.00427
GO:0006564	L-serine biosynthetic process	5	0.00430
GO:0006508	proteolysis	1296	0.00431
GO:0070508	cholesterol import	6	0.00435
GO:0001759	organ induction	15	0.00443
GO:0006002	fructose 6-phosphate metabolic process	9	0.00445
GO:0006081	cellular aldehyde metabolic process	48	0.00447
GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	26	0.00455
GO:0034351	negative regulation of glial cell apoptotic process	8	0.00461
GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation	27	0.00468
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	172	0.00474
GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	9	0.00480
GO:0031115	negative regulation of microtubule polymerization	10	0.00486
GO:0030183	B cell differentiation	86	0.00491
GO:0060391	positive regulation of SMAD protein signal transduction	15	0.00492
GO:0034123	positive regulation of toll-like receptor signaling pathway	23	0.00506
GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	15	0.00508
GO:0010694	positive regulation of alkaline phosphatase activity	5	0.00513
GO:1900182	positive regulation of protein localization to nucleus	78	0.00516
GO:0033591	response to L-ascorbic acid	4	0.00520
GO:0048729	tissue morphogenesis	469	0.00527
GO:0007166	cell surface receptor signaling pathway	1759	0.00527
GO:0030195	negative regulation of blood coagulation	28	0.00528
GO:0061626	pharyngeal arch artery morphogenesis	9	0.00528
GO:0018149	peptide cross-linking	20	0.00534
GO:0032148	activation of protein kinase B activity	21	0.00542
GO:0050665	hydrogen peroxide biosynthetic process	14	0.00542
GO:0032754	positive regulation of interleukin-5 production	9	0.00544
GO:2000562	negative regulation of CD4-positive, alpha-beta T cell proliferation	8	0.00548
GO:0071805	potassium ion transmembrane transport	99	0.00548
GO:1903003	positive regulation of protein deubiquitination	7	0.00554
GO:0010891	negative regulation of sequestering of triglyceride	6	0.00559
GO:0043551	regulation of phosphatidylinositol 3-kinase activity	38	0.00561
GO:0001892	embryonic placenta development	71	0.00568
GO:0006986	response to unfolded protein	128	0.00572
GO:0002011	morphogenesis of an epithelial sheet	49	0.00572
GO:0001938	positive regulation of endothelial cell proliferation	67	0.00594
GO:0032757	positive regulation of interleukin-8 production	43	0.00595
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	9	0.00597
GO:0070542	response to fatty acid	45	0.00599
GO:0071395	cellular response to jasmonic acid stimulus	3	0.00601
GO:0032094	response to food	19	0.00607
GO:0008285	negative regulation of cell population proliferation	503	0.00608
GO:0022900	electron transport chain	150	0.00628
GO:0016264	gap junction assembly	11	0.00629
GO:0010745	negative regulation of macrophage derived foam cell differentiation	10	0.00629
GO:0060267	positive regulation of respiratory burst	4	0.00631
GO:0035025	positive regulation of Rho protein signal transduction	14	0.00632
GO:0050848	regulation of calcium-mediated signaling	46	0.00641
GO:0071407	cellular response to organic cyclic compound	401	0.00649
GO:0042446	hormone biosynthetic process	40	0.00651
GO:0009749	response to glucose	122	0.00655
GO:0072205	metanephric collecting duct development	6	0.00657
GO:0043651	linoleic acid metabolic process	13	0.00658
GO:0035457	cellular response to interferon-alpha	10	0.00664
GO:0043388	positive regulation of DNA binding	42	0.00665
GO:0050965	detection of temperature stimulus involved in sensory perception of pain	7	0.00679
GO:0031284	positive regulation of guanylate cyclase activity	3	0.00679
GO:0019722	calcium-mediated signaling	113	0.00685
GO:0060718	chorionic trophoblast cell differentiation	5	0.00686
GO:0007613	memory	73	0.00687
GO:0030007	cellular potassium ion homeostasis	8	0.00688
GO:0010629	negative regulation of gene expression	827	0.00691
GO:0045471	response to ethanol	76	0.00695
GO:0048566	embryonic digestive tract development	17	0.00701
GO:0098708	glucose import across plasma membrane	3	0.00701
GO:0071799	cellular response to prostaglandin D stimulus	3	0.00706
GO:0031579	membrane raft organization	17	0.00707
GO:0001676	long-chain fatty acid metabolic process	78	0.00715
GO:0043583	ear development	137	0.00716
GO:0001658	branching involved in ureteric bud morphogenesis	36	0.00721
GO:0046330	positive regulation of JNK cascade	76	0.00739
GO:0051791	medium-chain fatty acid metabolic process	11	0.00739
GO:0030953	astral microtubule organization	11	0.00757
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	46	0.00759
GO:0010888	negative regulation of lipid storage	17	0.00764
GO:0032469	endoplasmic reticulum calcium ion homeostasis	25	0.00768
GO:0001822	kidney development	226	0.00776
GO:0061158	3'-UTR-mediated mRNA destabilization	14	0.00785
GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	5	0.00788
GO:0045332	phospholipid translocation	35	0.00798
GO:0090280	positive regulation of calcium ion import	7	0.00806
GO:0045671	negative regulation of osteoclast differentiation	21	0.00811
GO:0032328	alanine transport	10	0.00813
GO:0006865	amino acid transport	87	0.00823
GO:0003215	cardiac right ventricle morphogenesis	12	0.00823
GO:0033189	response to vitamin A	11	0.00829
GO:0034138	toll-like receptor 3 signaling pathway	14	0.00836
GO:0003184	pulmonary valve morphogenesis	12	0.00839
GO:1901017	negative regulation of potassium ion transmembrane transporter activity	14	0.00841
GO:2000145	regulation of cell motility	698	0.00843
GO:0002576	platelet degranulation	5	0.00851
GO:0042541	hemoglobin biosynthetic process	10	0.00860
GO:0050873	brown fat cell differentiation	38	0.00864
GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	6	0.00868
GO:0010594	regulation of endothelial cell migration	133	0.00874
GO:0007018	microtubule-based movement	318	0.00876
GO:0007567	parturition	10	0.00877
GO:1902949	positive regulation of tau-protein kinase activity	6	0.00878
GO:0010043	response to zinc ion	25	0.00883
GO:0045907	positive regulation of vasoconstriction	14	0.00886
GO:0030201	heparan sulfate proteoglycan metabolic process	26	0.00888
GO:0045986	negative regulation of smooth muscle contraction	12	0.00903
GO:0045110	intermediate filament bundle assembly	4	0.00904
GO:0001958	endochondral ossification	20	0.00920
GO:0043434	response to peptide hormone	282	0.00928
GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	12	0.00930
GO:0098719	sodium ion import across plasma membrane	12	0.00934
GO:2000563	positive regulation of CD4-positive, alpha-beta T cell proliferation	4	0.00948
GO:0072577	endothelial cell apoptotic process	33	0.00955
GO:0034142	toll-like receptor 4 signaling pathway	32	0.00961
GO:0003176	aortic valve development	22	0.00961
GO:0014824	artery smooth muscle contraction	6	0.00967
GO:0031069	hair follicle morphogenesis	20	0.00985
GO:0030213	hyaluronan biosynthetic process	12	0.00985
GO:0043116	negative regulation of vascular permeability	12	0.01003
GO:0033194	response to hydroperoxide	13	0.01010
GO:0007599	hemostasis	147	0.01025
GO:0043691	reverse cholesterol transport	8	0.01028
GO:0035725	sodium ion transmembrane transport	99	0.01073
GO:0060395	SMAD protein signal transduction	58	0.01083
GO:0032332	positive regulation of chondrocyte differentiation	12	0.01095
GO:0014059	regulation of dopamine secretion	16	0.01095
GO:0010761	fibroblast migration	43	0.01096
GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	58	0.01100
GO:0030431	sleep	10	0.01104
GO:0042098	T cell proliferation	132	0.01109
GO:0003341	cilium movement	132	0.01113
GO:0016525	negative regulation of angiogenesis	62	0.01116
GO:0060235	lens induction in camera-type eye	3	0.01130
GO:1900222	negative regulation of amyloid-beta clearance	6	0.01133
GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	15	0.01139
GO:0050728	negative regulation of inflammatory response	85	0.01145
GO:0042730	fibrinolysis	11	0.01155
GO:0009267	cellular response to starvation	141	0.01156
GO:0006108	malate metabolic process	8	0.01156
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	55	0.01160
GO:0030336	negative regulation of cell migration	197	0.01162
GO:0008610	lipid biosynthetic process	499	0.01163
GO:0045672	positive regulation of osteoclast differentiation	12	0.01172
GO:0006855	drug transmembrane transport	6	0.01174
GO:0071498	cellular response to fluid shear stress	19	0.01189
GO:0061518	microglial cell proliferation	6	0.01191
GO:0046888	negative regulation of hormone secretion	35	0.01196
GO:0035589	G protein-coupled purinergic nucleotide receptor signaling pathway	5	0.01198
GO:0097492	sympathetic neuron axon guidance	3	0.01201
GO:0030182	neuron differentiation	927	0.01201
GO:0014034	neural crest cell fate commitment	4	0.01202
GO:0003357	noradrenergic neuron differentiation	5	0.01202
GO:0007565	female pregnancy	121	0.01206
GO:0034162	toll-like receptor 9 signaling pathway	14	0.01209
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	28	0.01224
GO:0032534	regulation of microvillus assembly	6	0.01227
GO:0048791	calcium ion-regulated exocytosis of neurotransmitter	11	0.01233
GO:0048546	digestive tract morphogenesis	27	0.01234
GO:0001934	positive regulation of protein phosphorylation	511	0.01236
GO:0032967	positive regulation of collagen biosynthetic process	19	0.01236
GO:0007585	respiratory gaseous exchange by respiratory system	49	0.01238
GO:0048812	neuron projection morphogenesis	428	0.01243
GO:0002687	positive regulation of leukocyte migration	90	0.01245
GO:0098761	cellular response to interleukin-7	12	0.01248
GO:0031295	T cell costimulation	29	0.01248
GO:0045806	negative regulation of endocytosis	39	0.01261
GO:1901388	regulation of transforming growth factor beta activation	7	0.01267
GO:1904045	cellular response to aldosterone	6	0.01276
GO:0032308	positive regulation of prostaglandin secretion	11	0.01279
GO:0045726	positive regulation of integrin biosynthetic process	3	0.01284
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	15	0.01288
GO:0060385	axonogenesis involved in innervation	6	0.01315
GO:0021781	glial cell fate commitment	5	0.01320
GO:0070207	protein homotrimerization	11	0.01322
GO:0002532	production of molecular mediator involved in inflammatory response	52	0.01322
GO:0032691	negative regulation of interleukin-1 beta production	15	0.01336
GO:2000347	positive regulation of hepatocyte proliferation	8	0.01341
GO:0030322	stabilization of membrane potential	6	0.01349
GO:0060075	regulation of resting membrane potential	6	0.01349
GO:0006972	hyperosmotic response	17	0.01351
GO:0045608	negative regulation of inner ear auditory receptor cell differentiation	4	0.01354
GO:0045668	negative regulation of osteoblast differentiation	31	0.01355
GO:0010518	positive regulation of phospholipase activity	34	0.01355
GO:0070201	regulation of establishment of protein localization	430	0.01368
GO:0048012	hepatocyte growth factor receptor signaling pathway	10	0.01377
GO:0007631	feeding behavior	36	0.01384
GO:0008217	regulation of blood pressure	97	0.01386
GO:0070307	lens fiber cell development	11	0.01400
GO:0014807	regulation of somitogenesis	4	0.01405
GO:0009609	response to symbiotic bacterium	4	0.01422
GO:0003183	mitral valve morphogenesis	8	0.01425
GO:0071548	response to dexamethasone	36	0.01427
GO:2000553	positive regulation of T-helper 2 cell cytokine production	5	0.01427
GO:0006959	humoral immune response	108	0.01430
GO:0001501	skeletal system development	342	0.01437
GO:0007568	aging	231	0.01441
GO:0072675	osteoclast fusion	5	0.01448
GO:1901741	positive regulation of myoblast fusion	12	0.01464
GO:0071359	cellular response to dsRNA	20	0.01473
GO:0045345	positive regulation of MHC class I biosynthetic process	4	0.01484
GO:0098911	regulation of ventricular cardiac muscle cell action potential	9	0.01488
GO:0034775	glutathione transmembrane transport	5	0.01491
GO:0016322	neuron remodeling	9	0.01494
GO:0030324	lung development	131	0.01495
GO:0030513	positive regulation of BMP signaling pathway	28	0.01508
GO:0035633	maintenance of blood-brain barrier	28	0.01520
GO:2000342	negative regulation of chemokine (C-X-C motif) ligand 2 production	4	0.01521
GO:0060707	trophoblast giant cell differentiation	12	0.01525
GO:0042448	progesterone metabolic process	11	0.01535
GO:0071786	endoplasmic reticulum tubular network organization	18	0.01542
GO:0001706	endoderm formation	39	0.01563
GO:0001502	cartilage condensation	11	0.01583
GO:0002456	T cell mediated immunity	61	0.01592
GO:0045061	thymic T cell selection	10	0.01598
GO:0051048	negative regulation of secretion	94	0.01600
GO:1901844	regulation of cell communication by electrical coupling involved in cardiac conduction	8	0.01603
GO:0061072	iris morphogenesis	5	0.01604
GO:1901029	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	8	0.01611
GO:0048754	branching morphogenesis of an epithelial tube	108	0.01613
GO:0045618	positive regulation of keratinocyte differentiation	15	0.01624
GO:0001503	ossification	285	0.01625
GO:0034134	toll-like receptor 2 signaling pathway	16	0.01639
GO:0048644	muscle organ morphogenesis	41	0.01647
GO:0048536	spleen development	24	0.01666
GO:0120162	positive regulation of cold-induced thermogenesis	68	0.01671
GO:0042391	regulation of membrane potential	232	0.01675
GO:0090042	tubulin deacetylation	13	0.01681
GO:0060708	spongiotrophoblast differentiation	5	0.01689
GO:0034144	negative regulation of toll-like receptor 4 signaling pathway	8	0.01694
GO:0070233	negative regulation of T cell apoptotic process	18	0.01695
GO:0061044	negative regulation of vascular wound healing	3	0.01701
GO:0006096	glycolytic process	60	0.01707
GO:0002376	immune system process	1638	0.01716
GO:0033120	positive regulation of RNA splicing	30	0.01716
GO:0072104	glomerular capillary formation	4	0.01718
GO:0001916	positive regulation of T cell mediated cytotoxicity	15	0.01722
GO:0007528	neuromuscular junction development	35	0.01727
GO:0010811	positive regulation of cell-substrate adhesion	98	0.01737
GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response	14	0.01741
GO:2001214	positive regulation of vasculogenesis	8	0.01749
GO:0042149	cellular response to glucose starvation	43	0.01754
GO:0071364	cellular response to epidermal growth factor stimulus	40	0.01765
GO:0030574	collagen catabolic process	25	0.01772
GO:0031639	plasminogen activation	13	0.01787
GO:0006911	phagocytosis, engulfment	37	0.01801
GO:0070294	renal sodium ion absorption	7	0.01814
GO:0009725	response to hormone	600	0.01833
GO:0002685	regulation of leukocyte migration	137	0.01836
GO:0001932	regulation of protein phosphorylation	800	0.01836
GO:0001974	blood vessel remodeling	27	0.01855
GO:2000271	positive regulation of fibroblast apoptotic process	8	0.01858
GO:0097187	dentinogenesis	5	0.01858
GO:0050921	positive regulation of chemotaxis	89	0.01863
GO:0044321	response to leptin	16	0.01867
GO:0060428	lung epithelium development	27	0.01873
GO:0045747	positive regulation of Notch signaling pathway	32	0.01881
GO:0046928	regulation of neurotransmitter secretion	55	0.01886
GO:0060045	positive regulation of cardiac muscle cell proliferation	14	0.01898
GO:0030311	poly-N-acetyllactosamine biosynthetic process	7	0.01902
GO:0001755	neural crest cell migration	41	0.01903
GO:0001771	immunological synapse formation	6	0.01908
GO:0034354	'de novo' NAD biosynthetic process from tryptophan	4	0.01909
GO:0060279	positive regulation of ovulation	3	0.01910
GO:0042572	retinol metabolic process	31	0.01914
GO:0034375	high-density lipoprotein particle remodeling	8	0.01916
GO:0018057	peptidyl-lysine oxidation	4	0.01923
GO:0007416	synapse assembly	116	0.01929
GO:0051216	cartilage development	129	0.01936
GO:0043066	negative regulation of apoptotic process	629	0.01949
GO:0031668	cellular response to extracellular stimulus	193	0.01961
GO:0002819	regulation of adaptive immune response	121	0.01966
GO:0061028	establishment of endothelial barrier	46	0.01972
GO:0048814	regulation of dendrite morphogenesis	48	0.01972
GO:0009060	aerobic respiration	76	0.01974
GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity	8	0.01984
GO:0034599	cellular response to oxidative stress	245	0.01986
GO:0045226	extracellular polysaccharide biosynthetic process	2	0.01992
GO:0048247	lymphocyte chemotaxis	31	0.02000
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	59	0.02004
GO:1901300	positive regulation of hydrogen peroxide-mediated programmed cell death	5	0.02006
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	43	0.02009
GO:0030100	regulation of endocytosis	160	0.02011
GO:1990264	peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity	7	0.02018
GO:0072112	glomerular visceral epithelial cell differentiation	17	0.02018
GO:0002032	desensitization of G protein-coupled receptor signaling pathway by arrestin	2	0.02027
GO:0015936	coenzyme A metabolic process	18	0.02032
GO:0003254	regulation of membrane depolarization	27	0.02037
GO:0051646	mitochondrion localization	42	0.02048
GO:0048008	platelet-derived growth factor receptor signaling pathway	49	0.02049
GO:0006693	prostaglandin metabolic process	38	0.02056
GO:0060672	epithelial cell morphogenesis involved in placental branching	3	0.02056
GO:0097503	sialylation	14	0.02079
GO:0071277	cellular response to calcium ion	51	0.02082
GO:0072282	metanephric nephron tubule morphogenesis	5	0.02086
GO:0008584	male gonad development	98	0.02105
GO:2001225	regulation of chloride transport	8	0.02114
GO:0060463	lung lobe morphogenesis	5	0.02130
GO:0016139	glycoside catabolic process	8	0.02130
GO:0003094	glomerular filtration	19	0.02146
GO:0045602	negative regulation of endothelial cell differentiation	8	0.02148
GO:0045648	positive regulation of erythrocyte differentiation	26	0.02190
GO:0046813	receptor-mediated virion attachment to host cell	4	0.02192
GO:0070488	neutrophil aggregation	2	0.02200
GO:0060291	long-term synaptic potentiation	51	0.02201
GO:0010765	positive regulation of sodium ion transport	24	0.02210
