GO.ID	Term	Annotated	Raw.P.Value
GO:0008569	ATP-dependent microtubule motor activity, minus-end-directed	15	0.00349
GO:0050544	arachidonic acid binding	4	0.00361
GO:0005391	P-type sodium:potassium-exchanging ATPase activity	3	0.00373
GO:0001540	amyloid-beta binding	54	0.00387
GO:0000254	C-4 methylsterol oxidase activity	3	0.00426
GO:0017147	Wnt-protein binding	19	0.00443
GO:0050501	hyaluronan synthase activity	3	0.00456
GO:0004252	serine-type endopeptidase activity	83	0.00459
GO:0015186	L-glutamine transmembrane transporter activity	7	0.00462
GO:0047718	indanol dehydrogenase activity	3	0.00479
GO:0052851	ferric-chelate reductase (NADPH) activity	3	0.00485
GO:0008823	cupric reductase activity	3	0.00485
GO:0005543	phospholipid binding	349	0.00500
GO:0008271	secondary active sulfate transmembrane transporter activity	7	0.00519
GO:0030246	carbohydrate binding	134	0.00529
GO:0001786	phosphatidylserine binding	37	0.00543
GO:0015347	sodium-independent organic anion transmembrane transporter activity	5	0.00576
GO:0017159	pantetheine hydrolase activity	3	0.00603
GO:0106294	NADPH oxidase H202-forming activity	3	0.00656
GO:0005080	protein kinase C binding	43	0.00693
GO:0045499	chemorepellent activity	22	0.00730
GO:0019966	interleukin-1 binding	6	0.00737
GO:0004869	cysteine-type endopeptidase inhibitor activity	30	0.00746
GO:0048029	monosaccharide binding	47	0.00784
GO:0003829	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	3	0.00786
GO:0016462	pyrophosphatase activity	719	0.00796
GO:0043236	laminin binding	20	0.00797
GO:0004032	alditol:NADP+ 1-oxidoreductase activity	7	0.00815
GO:0004175	endopeptidase activity	250	0.00817
GO:0008190	eukaryotic initiation factor 4E binding	6	0.00839
GO:0015301	anion:anion antiporter activity	18	0.00853
GO:0015431	ABC-type glutathione S-conjugate transporter activity	7	0.00953
GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	9	0.00995
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	60	0.01020
GO:0035091	phosphatidylinositol binding	222	0.01023
GO:0051020	GTPase binding	270	0.01032
GO:0003810	protein-glutamine gamma-glutamyltransferase activity	3	0.01035
GO:0052740	1-acyl-2-lysophosphatidylserine acylhydrolase activity	6	0.01038
GO:0090556	phosphatidylserine floppase activity	7	0.01045
GO:0005243	gap junction channel activity	10	0.01066
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding	23	0.01080
GO:0015459	potassium channel regulator activity	33	0.01120
GO:0015280	ligand-gated sodium channel activity	7	0.01135
GO:0008559	ABC-type xenobiotic transporter activity	9	0.01169
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	10	0.01174
GO:0019834	phospholipase A2 inhibitor activity	5	0.01176
GO:0030169	low-density lipoprotein particle binding	9	0.01201
GO:0005161	platelet-derived growth factor receptor binding	12	0.01264
GO:0005044	scavenger receptor activity	23	0.01279
GO:0015288	porin activity	5	0.01290
GO:0031694	alpha-2A adrenergic receptor binding	4	0.01297
GO:0005525	GTP binding	288	0.01368
GO:0008028	monocarboxylic acid transmembrane transporter activity	41	0.01420
GO:0106256	hydroperoxy icosatetraenoate dehydratase activity	3	0.01422
GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	16	0.01529
GO:0008301	DNA binding, bending	12	0.01560
GO:0030215	semaphorin receptor binding	19	0.01612
GO:0015075	ion transmembrane transporter activity	539	0.01653
GO:0005102	signaling receptor binding	949	0.01677
GO:0042802	identical protein binding	1583	0.01688
GO:0008083	growth factor activity	77	0.01741
GO:0050218	propionate-CoA ligase activity	3	0.01746
GO:0043208	glycosphingolipid binding	7	0.01783
GO:0140345	phosphatidylcholine flippase activity	5	0.01783
GO:0004382	guanosine-diphosphatase activity	7	0.01789
GO:0045134	uridine-diphosphatase activity	7	0.01789
GO:0019955	cytokine binding	75	0.01792
GO:0003924	GTPase activity	252	0.01813
GO:0008401	retinoic acid 4-hydroxylase activity	6	0.01825
GO:0031267	small GTPase binding	242	0.01838
GO:0019992	diacylglycerol binding	9	0.01845
GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity	11	0.01871
GO:0015183	L-aspartate transmembrane transporter activity	7	0.01908
GO:0019531	oxalate transmembrane transporter activity	5	0.01919
GO:0042813	Wnt-activated receptor activity	13	0.01928
GO:0004957	prostaglandin E receptor activity	3	0.01962
GO:0004704	NF-kappaB-inducing kinase activity	5	0.01976
GO:0005524	ATP binding	1199	0.01978
GO:0015111	iodide transmembrane transporter activity	3	0.02070
GO:0004602	glutathione peroxidase activity	16	0.02137
GO:0016213	linoleoyl-CoA desaturase activity	2	0.02202
GO:0106293	NADH oxidase H202-forming activity	2	0.02227
GO:0016509	long-chain-3-hydroxyacyl-CoA dehydrogenase activity	3	0.02265
GO:0047115	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity	2	0.02265
GO:0008109	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity	3	0.02288
GO:0008138	protein tyrosine/serine/threonine phosphatase activity	35	0.02296
GO:0034634	glutathione transmembrane transporter activity	4	0.02313
GO:0047024	5alpha-androstane-3beta,17beta-diol dehydrogenase activity	3	0.02346
GO:0001217	DNA-binding transcription repressor activity	239	0.02385
GO:0008449	N-acetylglucosamine-6-sulfatase activity	4	0.02386
GO:0008017	microtubule binding	224	0.02400
GO:0004720	protein-lysine 6-oxidase activity	4	0.02409
GO:0005367	myo-inositol:sodium symporter activity	2	0.02436
GO:0005412	glucose:sodium symporter activity	2	0.02436
GO:0015150	fucose transmembrane transporter activity	2	0.02436
GO:0015146	pentose transmembrane transporter activity	2	0.02436
GO:0042289	MHC class II protein binding	3	0.02442
GO:0005125	cytokine activity	93	0.02448
GO:0019871	sodium channel inhibitor activity	5	0.02490
GO:0048406	nerve growth factor binding	5	0.02509
GO:0016410	N-acyltransferase activity	69	0.02523
GO:0043225	ATPase-coupled inorganic anion transmembrane transporter activity	9	0.02527
GO:0004888	transmembrane signaling receptor activity	397	0.02529
GO:0004896	cytokine receptor activity	43	0.02558
GO:0005095	GTPase inhibitor activity	9	0.02576
GO:0008970	phospholipase A1 activity	9	0.02600
GO:0016175	superoxide-generating NAD(P)H oxidase activity	6	0.02637
GO:0090554	phosphatidylcholine floppase activity	6	0.02671
GO:0015108	chloride transmembrane transporter activity	47	0.02674
GO:0005290	L-histidine transmembrane transporter activity	4	0.02697
GO:0031624	ubiquitin conjugating enzyme binding	30	0.02698
GO:0015616	DNA translocase activity	4	0.02720
GO:0016404	15-hydroxyprostaglandin dehydrogenase (NAD+) activity	2	0.02757
GO:0035325	Toll-like receptor binding	12	0.02796
GO:0045550	geranylgeranyl reductase activity	2	0.02841
GO:0042834	peptidoglycan binding	8	0.02929
GO:0140351	glycosylceramide flippase activity	3	0.02933
GO:0008022	protein C-terminus binding	163	0.02934
GO:1903763	gap junction channel activity involved in cell communication by electrical coupling	3	0.02944
GO:0031702	type 1 angiotensin receptor binding	4	0.02947
GO:0048495	Roundabout binding	4	0.02998
GO:0070573	metallodipeptidase activity	4	0.03047
GO:0022858	alanine transmembrane transporter activity	9	0.03049
GO:0055056	D-glucose transmembrane transporter activity	6	0.03071
GO:0055106	ubiquitin-protein transferase regulator activity	22	0.03076
GO:0005262	calcium channel activity	59	0.03082
GO:0052732	phosphoethanolamine phosphatase activity	2	0.03083
GO:0004517	nitric-oxide synthase activity	2	0.03150
GO:0034617	tetrahydrobiopterin binding	2	0.03150
GO:0019003	GDP binding	59	0.03255
GO:0004181	metallocarboxypeptidase activity	15	0.03256
GO:0031625	ubiquitin protein ligase binding	266	0.03324
GO:0071889	14-3-3 protein binding	29	0.03325
GO:0000248	C-5 sterol desaturase activity	2	0.03469
GO:0120020	cholesterol transfer activity	14	0.03471
GO:0080025	phosphatidylinositol-3,5-bisphosphate binding	23	0.03476
GO:0008273	calcium, potassium:sodium antiporter activity	2	0.03508
GO:0031489	myosin V binding	13	0.03510
GO:0008241	peptidyl-dipeptidase activity	2	0.03571
GO:0005381	iron ion transmembrane transporter activity	8	0.03658
GO:0047066	phospholipid-hydroperoxide glutathione peroxidase activity	2	0.03669
GO:0052658	inositol-1,4,5-trisphosphate 5-phosphatase activity	7	0.03691
GO:0047834	D-threo-aldose 1-dehydrogenase activity	9	0.03732
GO:0031404	chloride ion binding	7	0.03753
GO:0047192	1-alkylglycerophosphocholine O-acetyltransferase activity	3	0.03768
GO:0005452	inorganic anion exchanger activity	8	0.03770
GO:0019960	C-X3-C chemokine binding	3	0.03798
GO:0005372	water transmembrane transporter activity	8	0.03808
GO:0005229	intracellular calcium activated chloride channel activity	11	0.03831
GO:0050436	microfibril binding	2	0.03860
GO:0030283	testosterone dehydrogenase [NAD(P)] activity	8	0.03861
GO:0070324	thyroid hormone binding	4	0.03939
GO:0051371	muscle alpha-actinin binding	8	0.03949
GO:0015129	lactate transmembrane transporter activity	4	0.03952
GO:0045505	dynein intermediate chain binding	33	0.04001
GO:0016165	linoleate 13S-lipoxygenase activity	2	0.04022
GO:0050473	arachidonate 15-lipoxygenase activity	2	0.04022
GO:0015093	ferrous iron transmembrane transporter activity	4	0.04057
GO:0016209	antioxidant activity	56	0.04110
GO:0004930	G protein-coupled receptor activity	134	0.04174
GO:0051428	peptide hormone receptor binding	6	0.04185
GO:0019887	protein kinase regulator activity	175	0.04210
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	97	0.04233
GO:0097682	intracellular phosphatidylinositol-3,5-bisphosphate-sensitive cation channel activity	3	0.04242
GO:0005384	manganese ion transmembrane transporter activity	5	0.04278
GO:0004769	steroid delta-isomerase activity	2	0.04305
GO:0005094	Rho GDP-dissociation inhibitor activity	2	0.04352
GO:0005536	glucose binding	8	0.04476
GO:0015432	ABC-type bile acid transporter activity	3	0.04486
GO:0005200	structural constituent of cytoskeleton	67	0.04505
GO:0008430	selenium binding	7	0.04511
GO:0008092	cytoskeletal protein binding	761	0.04520
GO:0034237	protein kinase A regulatory subunit binding	21	0.04524
GO:0016500	protein-hormone receptor activity	6	0.04540
GO:0008454	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	2	0.04557
GO:0071723	lipopeptide binding	4	0.04594
GO:0102336	3-oxo-arachidoyl-CoA synthase activity	2	0.04654
GO:0005035	death receptor activity	10	0.04747
GO:0008458	carnitine O-octanoyltransferase activity	3	0.04762
GO:0106262	1-acylglycerophosphoethanolamine O-acyltransferase activity	4	0.04816
GO:0106263	1-acylglycerophosphoserine O-acyltransferase activity	4	0.04816
GO:0004540	ribonuclease activity	96	0.05026
GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity	12	0.05058
GO:0019841	retinol binding	6	0.05092
GO:0043532	angiostatin binding	4	0.05095
GO:0017154	semaphorin receptor activity	11	0.05104
GO:0047144	2-acylglycerol-3-phosphate O-acyltransferase activity	9	0.05151
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	20	0.05222
GO:0008191	metalloendopeptidase inhibitor activity	11	0.05244
GO:0004465	lipoprotein lipase activity	4	0.05274
GO:0005246	calcium channel regulator activity	27	0.05360
GO:0008395	steroid hydroxylase activity	15	0.05411
GO:0005025	transforming growth factor beta receptor activity, type I	4	0.05411
GO:0035473	lipase binding	3	0.05486
GO:0047184	1-acylglycerophosphocholine O-acyltransferase activity	8	0.05523
GO:0005225	volume-sensitive anion channel activity	8	0.05528
GO:0004138	deoxyguanosine kinase activity	2	0.05546
GO:1902379	chemoattractant activity involved in axon guidance	2	0.05564
GO:0005519	cytoskeletal regulatory protein binding	2	0.05573
GO:0001875	lipopolysaccharide immune receptor activity	5	0.05580
GO:0005539	glycosaminoglycan binding	124	0.05750
GO:0005436	sodium:phosphate symporter activity	4	0.05751
GO:0031728	CCR3 chemokine receptor binding	2	0.05756
GO:0008131	primary amine oxidase activity	4	0.05762
GO:0004796	thromboxane-A synthase activity	2	0.05870
GO:0070492	oligosaccharide binding	6	0.05872
GO:0016746	transferase activity, transferring acyl groups	187	0.05874
GO:0052659	inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity	6	0.05914
GO:0035403	histone kinase activity (H3-T6 specific)	2	0.05924
GO:0017075	syntaxin-1 binding	14	0.05990
GO:0015180	L-alanine transmembrane transporter activity	6	0.06005
GO:0102337	3-oxo-cerotoyl-CoA synthase activity	2	0.06034
GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity	3	0.06056
GO:0008392	arachidonic acid epoxygenase activity	9	0.06064
GO:0005244	voltage-gated ion channel activity	75	0.06096
GO:0052650	NADP-retinol dehydrogenase activity	10	0.06153
GO:0005315	inorganic phosphate transmembrane transporter activity	4	0.06235
GO:0032050	clathrin heavy chain binding	8	0.06292
GO:1901480	oleate transmembrane transporter activity	4	0.06359
GO:0005280	amino acid:proton symporter activity	2	0.06371
GO:0005114	type II transforming growth factor beta receptor binding	6	0.06446
GO:0098821	BMP receptor activity	4	0.06673
GO:0035259	glucocorticoid receptor binding	12	0.06695
GO:0004321	fatty-acyl-CoA synthase activity	2	0.06731
GO:0050833	pyruvate transmembrane transporter activity	3	0.06731
GO:0042015	interleukin-20 binding	3	0.06752
GO:0034188	apolipoprotein A-I receptor activity	2	0.06788
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity	6	0.06793
GO:0045295	gamma-catenin binding	11	0.06795
GO:0047655	allyl-alcohol dehydrogenase activity	3	0.06840
GO:0004972	NMDA glutamate receptor activity	3	0.06853
GO:0019957	C-C chemokine binding	4	0.06876
GO:0008046	axon guidance receptor activity	5	0.06908
GO:0015087	cobalt ion transmembrane transporter activity	3	0.06924
GO:0070840	dynein complex binding	22	0.06972
GO:0015106	bicarbonate transmembrane transporter activity	14	0.06987
GO:0102499	SHG alpha-glucan phosphorylase activity	2	0.06991
GO:0008184	glycogen phosphorylase activity	2	0.06991
GO:0102250	linear malto-oligosaccharide phosphorylase activity	2	0.06991
GO:0030060	L-malate dehydrogenase activity	4	0.06995
GO:0005048	signal sequence binding	41	0.07023
GO:0016019	peptidoglycan immune receptor activity	3	0.07119
GO:0044877	protein-containing complex binding	984	0.07124
GO:0015189	L-lysine transmembrane transporter activity	4	0.07143
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or...	17	0.07170
GO:0016918	retinal binding	6	0.07179
GO:0005254	chloride channel activity	37	0.07253
GO:0071633	dihydroceramidase activity	2	0.07283
GO:0047757	chondroitin-glucuronate 5-epimerase activity	2	0.07348
GO:0004513	neolactotetraosylceramide alpha-2,3-sialyltransferase activity	2	0.07417
GO:0070412	R-SMAD binding	21	0.07434
GO:0050840	extracellular matrix binding	35	0.07438
GO:0030343	vitamin D3 25-hydroxylase activity	2	0.07452
GO:0004699	calcium-independent protein kinase C activity	2	0.07597
GO:0005313	L-glutamate transmembrane transporter activity	7	0.07601
GO:0008404	arachidonic acid 14,15-epoxygenase activity	3	0.07607
GO:0008121	ubiquinol-cytochrome-c reductase activity	6	0.07693
GO:0005078	MAP-kinase scaffold activity	11	0.07752
GO:0033188	sphingomyelin synthase activity	3	0.07778
GO:0002950	ceramide phosphoethanolamine synthase activity	3	0.07778
GO:0047493	ceramide cholinephosphotransferase activity	3	0.07778
GO:0005198	structural molecule activity	475	0.07839
GO:0015132	prostaglandin transmembrane transporter activity	2	0.07961
GO:0001758	retinal dehydrogenase activity	5	0.07984
GO:0004714	transmembrane receptor protein tyrosine kinase activity	93	0.08018
GO:0019842	vitamin binding	96	0.08037
GO:0047006	17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity	2	0.08039
GO:0097100	supercoiled DNA binding	5	0.08095
GO:0008330	protein tyrosine/threonine phosphatase activity	8	0.08100
GO:0005326	neurotransmitter transmembrane transporter activity	6	0.08151
GO:0102121	ceramidase activity	4	0.08189
GO:0005295	neutral amino acid:sodium symporter activity	3	0.08227
GO:0005134	interleukin-2 receptor binding	3	0.08245
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	16	0.08348
GO:0030552	cAMP binding	15	0.08356
GO:0005520	insulin-like growth factor binding	19	0.08383
GO:0015631	tubulin binding	316	0.08477
GO:0034450	ubiquitin-ubiquitin ligase activity	13	0.08541
GO:0016807	cysteine-type carboxypeptidase activity	2	0.08576
GO:0047045	testosterone 17-beta-dehydrogenase (NADP+) activity	3	0.08582
GO:0035410	dihydrotestosterone 17-beta-dehydrogenase activity	3	0.08582
GO:0000825	inositol tetrakisphosphate 6-kinase activity	2	0.08611
GO:0019962	type I interferon binding	2	0.08659
GO:0004905	type I interferon receptor activity	2	0.08659
GO:0046914	transition metal ion binding	807	0.08659
GO:0019958	C-X-C chemokine binding	2	0.08676
GO:0043274	phospholipase binding	15	0.08695
GO:0015144	carbohydrate transmembrane transporter activity	23	0.08701
GO:0050431	transforming growth factor beta binding	17	0.08727
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	2	0.08755
GO:0034485	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	6	0.08760
GO:0005109	frizzled binding	24	0.08808
GO:0005251	delayed rectifier potassium channel activity	9	0.08844
GO:0005337	nucleoside transmembrane transporter activity	5	0.08995
GO:0051393	alpha-actinin binding	14	0.09021
GO:0015086	cadmium ion transmembrane transporter activity	3	0.09041
GO:0101020	estrogen 16-alpha-hydroxylase activity	3	0.09058
GO:0000146	microfilament motor activity	15	0.09098
GO:0042903	tubulin deacetylase activity	2	0.09118
GO:0015213	uridine transmembrane transporter activity	3	0.09181
GO:0140343	phosphatidylserine transfer activity	2	0.09210
GO:0019855	calcium channel inhibitor activity	9	0.09227
GO:0050699	WW domain binding	26	0.09303
GO:0004300	enoyl-CoA hydratase activity	9	0.09310
GO:0003987	acetate-CoA ligase activity	3	0.09335
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	2	0.09339
GO:0004712	protein serine/threonine/tyrosine kinase activity	41	0.09474
GO:0004768	stearoyl-CoA 9-desaturase activity	3	0.09478
GO:0016597	amino acid binding	32	0.09518
GO:0070336	flap-structured DNA binding	3	0.09546
GO:0030369	ICAM-3 receptor activity	2	0.09554
GO:0015250	water channel activity	6	0.09556
GO:0070051	fibrinogen binding	2	0.09587
GO:0050051	leukotriene-B4 20-monooxygenase activity	3	0.09609
GO:0048027	mRNA 5'-UTR binding	25	0.09613
GO:0047020	15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity	2	0.09673
GO:0005041	low-density lipoprotein particle receptor activity	10	0.09683
GO:0030291	protein serine/threonine kinase inhibitor activity	31	0.09744
GO:0015182	L-asparagine transmembrane transporter activity	2	0.09773
GO:0051959	dynein light intermediate chain binding	26	0.09787
GO:1904929	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway	5	0.09815
GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity	2	0.09865
GO:0008510	sodium:bicarbonate symporter activity	4	0.09865
GO:0033218	amide binding	245	0.09871
GO:0016524	latrotoxin receptor activity	2	0.09875
GO:0042806	fucose binding	2	0.09953
GO:0001223	transcription coactivator binding	35	0.10013
GO:0032810	sterol response element binding	3	0.10097
GO:0008238	exopeptidase activity	73	0.10178
GO:0033691	sialic acid binding	3	0.10200
GO:0042805	actinin binding	21	0.10210
GO:0042910	xenobiotic transmembrane transporter activity	16	0.10301
GO:0005545	1-phosphatidylinositol binding	13	0.10377
GO:0004340	glucokinase activity	3	0.10415
GO:0019158	mannokinase activity	3	0.10415
GO:0008865	fructokinase activity	3	0.10415
GO:0019838	growth factor binding	94	0.10437
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	53	0.10460
GO:0005504	fatty acid binding	21	0.10621
GO:0097677	STAT family protein binding	10	0.10694
GO:0008179	adenylate cyclase binding	9	0.10710
GO:0004450	isocitrate dehydrogenase (NADP+) activity	2	0.10716
GO:0005471	ATP:ADP antiporter activity	3	0.10719
GO:0042277	peptide binding	185	0.10724
GO:0030023	extracellular matrix constituent conferring elasticity	7	0.10829
GO:0016300	tRNA (uracil) methyltransferase activity	4	0.10843
GO:0004301	epoxide hydrolase activity	6	0.10918
GO:1990405	protein antigen binding	3	0.10936
GO:0019825	oxygen binding	14	0.10944
GO:0004947	bradykinin receptor activity	2	0.11029
GO:0070053	thrombospondin receptor activity	3	0.11041
GO:0008426	protein kinase C inhibitor activity	3	0.11143
GO:0004601	peroxidase activity	32	0.11188
GO:0042826	histone deacetylase binding	96	0.11223
GO:0047159	1-alkenylglycerophosphocholine O-acyltransferase activity	2	0.11242
GO:0050200	plasmalogen synthase activity	2	0.11242
GO:0005143	interleukin-12 receptor binding	3	0.11248
GO:0051219	phosphoprotein binding	75	0.11374
GO:0017166	vinculin binding	11	0.11375
GO:0042288	MHC class I protein binding	13	0.11388
GO:0070991	medium-chain-acyl-CoA dehydrogenase activity	3	0.11446
GO:0031434	mitogen-activated protein kinase kinase binding	10	0.11452
GO:0003989	acetyl-CoA carboxylase activity	3	0.11453
GO:0005245	voltage-gated calcium channel activity	19	0.11505
GO:0031210	phosphatidylcholine binding	19	0.11579
GO:1905502	acetyl-CoA binding	3	0.11749
GO:0019901	protein kinase binding	551	0.11789
GO:0034618	arginine binding	3	0.11833
GO:0016208	AMP binding	13	0.11920
GO:0051287	NAD binding	47	0.11945
GO:0015271	outward rectifier potassium channel activity	5	0.11953
GO:0098847	sequence-specific single stranded DNA binding	14	0.11980
GO:0004866	endopeptidase inhibitor activity	92	0.12047
GO:0098639	collagen binding involved in cell-matrix adhesion	3	0.12067
GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed	13	0.12099
GO:0017022	myosin binding	49	0.12125
GO:0033192	calmodulin-dependent protein phosphatase activity	5	0.12158
GO:0016301	kinase activity	637	0.12189
GO:0045159	myosin II binding	10	0.12195
GO:0016403	dimethylargininase activity	2	0.12331
GO:0140545	protein disaggregase activity	5	0.12339
GO:0004708	MAP kinase kinase activity	16	0.12348
GO:0010855	adenylate cyclase inhibitor activity	2	0.12429
GO:0050421	nitrite reductase (NO-forming) activity	3	0.12524
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	12	0.12526
GO:0106306	protein serine phosphatase activity	60	0.12554
GO:0106307	protein threonine phosphatase activity	60	0.12554
GO:0050682	AF-2 domain binding	3	0.12574
GO:0047617	acyl-CoA hydrolase activity	15	0.12624
GO:0070878	primary miRNA binding	8	0.12627
GO:0005549	odorant binding	3	0.12694
GO:0038023	signaling receptor activity	509	0.12748
GO:0019208	phosphatase regulator activity	93	0.12792
GO:0008240	tripeptidyl-peptidase activity	3	0.12853
GO:0004550	nucleoside diphosphate kinase activity	16	0.12899
GO:0005159	insulin-like growth factor receptor binding	11	0.12906
GO:0035374	chondroitin sulfate binding	8	0.12934
GO:0046935	1-phosphatidylinositol-3-kinase regulator activity	10	0.12958
GO:0070403	NAD+ binding	14	0.12973
GO:0017046	peptide hormone binding	18	0.13058
GO:0016798	hydrolase activity, acting on glycosyl bonds	102	0.13098
GO:0008517	folic acid transmembrane transporter activity	2	0.13109
GO:0004095	carnitine O-palmitoyltransferase activity	2	0.13139
GO:0003953	NAD+ nucleosidase activity	18	0.13207
GO:0071253	connexin binding	4	0.13342
GO:0032027	myosin light chain binding	3	0.13355
GO:1905394	retromer complex binding	9	0.13457
GO:0001010	RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity	1	0.13579
GO:0106325	acetylgalactosaminyl-O-glycosyl-seryl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	1	0.13584
GO:0106326	acetylgalactosaminyl-O-glycosyl-threonyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	1	0.13584
GO:0052630	UDP-N-acetylgalactosamine diphosphorylase activity	1	0.13614
GO:0010348	lithium:proton antiporter activity	1	0.13641
GO:0008900	potassium:proton exchanging ATPase activity	1	0.13645
GO:0051978	lysophospholipid:sodium symporter activity	1	0.13654
GO:0140348	lysophosphatidylcholine flippase activity	1	0.13654
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	1	0.13680
GO:0004726	non-membrane spanning protein tyrosine phosphatase activity	8	0.13728
GO:0010465	nerve growth factor receptor activity	2	0.13741
GO:0097079	selenite:proton symporter activity	1	0.13747
GO:0140412	zinc:bicarbonate symporter activity	1	0.13747
GO:0034236	protein kinase A catalytic subunit binding	12	0.13785
GO:0120225	coenzyme A binding	2	0.13791
GO:0016849	phosphorus-oxygen lyase activity	10	0.13795
GO:0036435	K48-linked polyubiquitin modification-dependent protein binding	9	0.13806
GO:0032454	histone demethylase activity (H3-K9 specific)	12	0.13831
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	1	0.13835
GO:0016416	O-palmitoyltransferase activity	3	0.13857
GO:0047173	phosphatidylcholine-retinol O-acyltransferase activity	1	0.13862
GO:0102279	lecithin:11-cis retinol acyltransferase activity	1	0.13862
