GO.ID	Term	Annotated	Raw.P.Value
GO:0019900	kinase binding	615	0.00831
GO:0017046	peptide hormone binding	18	0.00883
GO:0047718	indanol dehydrogenase activity	3	0.00897
GO:0016208	AMP binding	13	0.00898
GO:0004028	3-chloroallyl aldehyde dehydrogenase activity	3	0.00909
GO:0050839	cell adhesion molecule binding	455	0.00909
GO:0015194	L-serine transmembrane transporter activity	8	0.00949
GO:0001217	DNA-binding transcription repressor activity	239	0.00970
GO:0035091	phosphatidylinositol binding	222	0.00987
GO:0005245	voltage-gated calcium channel activity	19	0.00999
GO:0070012	oligopeptidase activity	3	0.01032
GO:0005391	P-type sodium:potassium-exchanging ATPase activity	3	0.01052
GO:0035374	chondroitin sulfate binding	8	0.01085
GO:0098641	cadherin binding involved in cell-cell adhesion	17	0.01131
GO:0019960	C-X3-C chemokine binding	3	0.01148
GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity	12	0.01208
GO:0004222	metalloendopeptidase activity	62	0.01248
GO:1990254	keratin filament binding	5	0.01274
GO:0015075	ion transmembrane transporter activity	539	0.01286
GO:0031731	CCR6 chemokine receptor binding	3	0.01297
GO:0055106	ubiquitin-protein transferase regulator activity	22	0.01306
GO:0005127	ciliary neurotrophic factor receptor binding	7	0.01348
GO:0070492	oligosaccharide binding	6	0.01354
GO:0019901	protein kinase binding	551	0.01364
GO:0008009	chemokine activity	18	0.01364
GO:0016175	superoxide-generating NAD(P)H oxidase activity	6	0.01379
GO:1990939	ATP-dependent microtubule motor activity	48	0.01440
GO:0050544	arachidonic acid binding	4	0.01473
GO:0106294	NADPH oxidase H202-forming activity	3	0.01475
GO:0004768	stearoyl-CoA 9-desaturase activity	3	0.01574
GO:0042043	neurexin family protein binding	13	0.01579
GO:0004720	protein-lysine 6-oxidase activity	4	0.01595
GO:0005243	gap junction channel activity	10	0.01635
GO:0005179	hormone activity	19	0.01660
GO:0022858	alanine transmembrane transporter activity	9	0.01684
GO:0004032	alditol:NADP+ 1-oxidoreductase activity	7	0.01718
GO:0005544	calcium-dependent phospholipid binding	33	0.01731
GO:0106256	hydroperoxy icosatetraenoate dehydratase activity	3	0.01852
GO:0050786	RAGE receptor binding	8	0.01867
GO:0090433	palmitoyl-CoA ligase activity	3	0.01882
GO:0050840	extracellular matrix binding	35	0.01914
GO:0005518	collagen binding	52	0.01920
GO:0090554	phosphatidylcholine floppase activity	6	0.01937
GO:0015432	ABC-type bile acid transporter activity	3	0.01937
GO:0045505	dynein intermediate chain binding	33	0.01965
GO:0015111	iodide transmembrane transporter activity	3	0.01967
GO:0031489	myosin V binding	13	0.01968
GO:0015186	L-glutamine transmembrane transporter activity	7	0.02026
GO:0015108	chloride transmembrane transporter activity	47	0.02077
GO:0005161	platelet-derived growth factor receptor binding	12	0.02083
GO:0004029	aldehyde dehydrogenase (NAD+) activity	14	0.02094
GO:0016404	15-hydroxyprostaglandin dehydrogenase (NAD+) activity	2	0.02118
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	97	0.02151
GO:0042813	Wnt-activated receptor activity	13	0.02191
GO:0097100	supercoiled DNA binding	5	0.02194
GO:0016213	linoleoyl-CoA desaturase activity	2	0.02222
GO:0047115	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity	2	0.02250
GO:0106293	NADH oxidase H202-forming activity	2	0.02283
GO:0030246	carbohydrate binding	134	0.02301
GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	16	0.02311
GO:0005367	myo-inositol:sodium symporter activity	2	0.02314
GO:0005412	glucose:sodium symporter activity	2	0.02314
GO:0015150	fucose transmembrane transporter activity	2	0.02314
GO:0015146	pentose transmembrane transporter activity	2	0.02314
GO:0120170	intraciliary transport particle B binding	5	0.02331
GO:0015213	uridine transmembrane transporter activity	3	0.02373
GO:0004888	transmembrane signaling receptor activity	397	0.02387
GO:0005520	insulin-like growth factor binding	19	0.02432
GO:0016165	linoleate 13S-lipoxygenase activity	2	0.02446
GO:0050473	arachidonate 15-lipoxygenase activity	2	0.02446
GO:0030276	clathrin binding	55	0.02449
GO:0008131	primary amine oxidase activity	4	0.02506
GO:0000248	C-5 sterol desaturase activity	2	0.02508
GO:0030283	testosterone dehydrogenase [NAD(P)] activity	8	0.02513
GO:0004602	glutathione peroxidase activity	16	0.02519
GO:0005149	interleukin-1 receptor binding	11	0.02561
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity	6	0.02589
GO:0008017	microtubule binding	224	0.02608
GO:1903763	gap junction channel activity involved in cell communication by electrical coupling	3	0.02620
GO:0005540	hyaluronic acid binding	9	0.02621
GO:0034634	glutathione transmembrane transporter activity	4	0.02648
GO:0046914	transition metal ion binding	807	0.02649
GO:0031267	small GTPase binding	242	0.02674
GO:0008330	protein tyrosine/threonine phosphatase activity	8	0.02679
GO:1902379	chemoattractant activity involved in axon guidance	2	0.02759
GO:0043394	proteoglycan binding	24	0.02798
GO:0051538	3 iron, 4 sulfur cluster binding	3	0.02819
GO:0051018	protein kinase A binding	39	0.02826
GO:0050501	hyaluronan synthase activity	3	0.02847
GO:0048185	activin binding	13	0.02851
GO:0042834	peptidoglycan binding	8	0.02876
GO:0001223	transcription coactivator binding	35	0.02973
GO:0005109	frizzled binding	24	0.02998
GO:0005384	manganese ion transmembrane transporter activity	5	0.03082
GO:0015347	sodium-independent organic anion transmembrane transporter activity	5	0.03094
GO:0070840	dynein complex binding	22	0.03107
GO:0019855	calcium channel inhibitor activity	9	0.03156
GO:0001851	complement component C3b binding	3	0.03197
GO:0005246	calcium channel regulator activity	27	0.03236
GO:0005080	protein kinase C binding	43	0.03314
GO:0047066	phospholipid-hydroperoxide glutathione peroxidase activity	2	0.03438
GO:0004769	steroid delta-isomerase activity	2	0.03447
GO:0005200	structural constituent of cytoskeleton	67	0.03521
GO:0047017	prostaglandin-F synthase activity	2	0.03544
GO:0008273	calcium, potassium:sodium antiporter activity	2	0.03677
GO:0030215	semaphorin receptor binding	19	0.03678
GO:0005225	volume-sensitive anion channel activity	8	0.03704
GO:0016746	transferase activity, transferring acyl groups	187	0.03720
GO:0140345	phosphatidylcholine flippase activity	5	0.03739
GO:0043621	protein self-association	43	0.03766
GO:0050436	microfibril binding	2	0.03789
GO:0030296	protein tyrosine kinase activator activity	13	0.03789
GO:0005173	stem cell factor receptor binding	4	0.03793
GO:0002114	interleukin-33 receptor activity	2	0.03807
GO:0052642	lysophosphatidic acid phosphatase activity	4	0.03808
GO:0004668	protein-arginine deiminase activity	3	0.03820
GO:0071889	14-3-3 protein binding	29	0.03876
GO:0048029	monosaccharide binding	47	0.03950
GO:0004517	nitric-oxide synthase activity	2	0.03978
GO:0034617	tetrahydrobiopterin binding	2	0.03978
GO:0008449	N-acetylglucosamine-6-sulfatase activity	4	0.03988
GO:0070064	proline-rich region binding	18	0.04005
GO:0004896	cytokine receptor activity	43	0.04006
GO:0008241	peptidyl-dipeptidase activity	2	0.04086
GO:0033300	dehydroascorbic acid transmembrane transporter activity	5	0.04088
GO:0008781	N-acylneuraminate cytidylyltransferase activity	2	0.04143
GO:0004796	thromboxane-A synthase activity	2	0.04200
GO:0042289	MHC class II protein binding	3	0.04237
GO:0090556	phosphatidylserine floppase activity	7	0.04306
GO:0045550	geranylgeranyl reductase activity	2	0.04317
GO:0047780	citrate dehydratase activity	2	0.04340
GO:0005462	UDP-N-acetylglucosamine transmembrane transporter activity	4	0.04439
GO:0015086	cadmium ion transmembrane transporter activity	3	0.04455
GO:0004721	phosphoprotein phosphatase activity	143	0.04455
GO:0001882	nucleoside binding	299	0.04474
GO:0070324	thyroid hormone binding	4	0.04482
GO:0008121	ubiquinol-cytochrome-c reductase activity	6	0.04500
GO:0047757	chondroitin-glucuronate 5-epimerase activity	2	0.04501
GO:0043208	glycosphingolipid binding	7	0.04544
GO:0003828	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	3	0.04558
GO:0047676	arachidonate-CoA ligase activity	8	0.04594
GO:0047690	aspartyltransferase activity	3	0.04606
GO:0030165	PDZ domain binding	61	0.04631
GO:0048406	nerve growth factor binding	5	0.04655
GO:0005436	sodium:phosphate symporter activity	4	0.04686
GO:0042910	xenobiotic transmembrane transporter activity	16	0.04686
GO:0050218	propionate-CoA ligase activity	3	0.04699
GO:0004535	poly(A)-specific ribonuclease activity	13	0.04725
GO:0015179	L-amino acid transmembrane transporter activity	36	0.04750
GO:0102953	hypoglycin A gamma-glutamyl transpeptidase activity	2	0.04763
GO:0036374	glutathione hydrolase activity	2	0.04763
GO:0103068	leukotriene C4 gamma-glutamyl transferase activity	2	0.04763
GO:0015174	basic amino acid transmembrane transporter activity	11	0.04769
GO:0008454	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	2	0.04779
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	2	0.04841
GO:0004947	bradykinin receptor activity	2	0.04876
GO:0034056	estrogen response element binding	3	0.04891
GO:0046870	cadmium ion binding	2	0.04926
GO:0015280	ligand-gated sodium channel activity	7	0.04935
GO:0031728	CCR3 chemokine receptor binding	2	0.05057
GO:0050699	WW domain binding	26	0.05216
GO:0050051	leukotriene-B4 20-monooxygenase activity	3	0.05222
GO:1990698	palmitoleoyltransferase activity	2	0.05222
GO:0001786	phosphatidylserine binding	37	0.05232
GO:0042802	identical protein binding	1583	0.05264
GO:0008289	lipid binding	550	0.05288
GO:0004174	electron-transferring-flavoprotein dehydrogenase activity	2	0.05348
GO:0023029	MHC class Ib protein binding	3	0.05357
GO:0051959	dynein light intermediate chain binding	26	0.05398
GO:0051020	GTPase binding	270	0.05441
GO:0072582	17-beta-hydroxysteroid dehydrogenase (NADP+) activity	9	0.05504
GO:0004908	interleukin-1 receptor activity	5	0.05518
GO:0047184	1-acylglycerophosphocholine O-acyltransferase activity	8	0.05541
GO:0005044	scavenger receptor activity	23	0.05550
GO:0043532	angiostatin binding	4	0.05552
GO:0005499	vitamin D binding	4	0.05599
GO:0016176	superoxide-generating NADPH oxidase activator activity	6	0.05599
GO:0033130	acetylcholine receptor binding	10	0.05693
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	2	0.05715
GO:0140416	transcription regulator inhibitor activity	17	0.05728
GO:0051393	alpha-actinin binding	14	0.05739
GO:0008517	folic acid transmembrane transporter activity	2	0.05911
GO:0008401	retinoic acid 4-hydroxylase activity	6	0.05986
GO:0070411	I-SMAD binding	14	0.06192
GO:0004181	metallocarboxypeptidase activity	15	0.06232
GO:0042392	sphingosine-1-phosphate phosphatase activity	6	0.06238
GO:0004792	thiosulfate sulfurtransferase activity	3	0.06280
GO:0015180	L-alanine transmembrane transporter activity	6	0.06292
GO:0004699	calcium-independent protein kinase C activity	2	0.06341
GO:0102007	acyl-L-homoserine-lactone lactonohydrolase activity	2	0.06347
GO:0005095	GTPase inhibitor activity	9	0.06388
GO:0106310	protein serine kinase activity	311	0.06449
GO:0106311	protein threonine kinase activity	311	0.06449
GO:0030369	ICAM-3 receptor activity	2	0.06457
GO:0005094	Rho GDP-dissociation inhibitor activity	2	0.06481
GO:0005452	inorganic anion exchanger activity	8	0.06546
GO:0060002	plus-end directed microfilament motor activity	2	0.06723
GO:0004064	arylesterase activity	4	0.06764
GO:0070915	lysophosphatidic acid receptor activity	4	0.06784
GO:0005025	transforming growth factor beta receptor activity, type I	4	0.06825
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	16	0.06961
GO:0050660	flavin adenine dinucleotide binding	76	0.06993
GO:0071949	FAD binding	33	0.07027
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	13	0.07034
GO:0030060	L-malate dehydrogenase activity	4	0.07084
GO:0015182	L-asparagine transmembrane transporter activity	2	0.07091
GO:0045236	CXCR chemokine receptor binding	11	0.07093
GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity	11	0.07116
GO:0042301	phosphate ion binding	8	0.07116
GO:0009922	fatty acid elongase activity	5	0.07124
GO:0102756	very-long-chain 3-ketoacyl-CoA synthase activity	5	0.07124
GO:0005251	delayed rectifier potassium channel activity	9	0.07128
GO:0004127	cytidylate kinase activity	4	0.07145
GO:0005519	cytoskeletal regulatory protein binding	2	0.07226
GO:0102499	SHG alpha-glucan phosphorylase activity	2	0.07238
GO:0008184	glycogen phosphorylase activity	2	0.07238
GO:0102250	linear malto-oligosaccharide phosphorylase activity	2	0.07238
GO:0031404	chloride ion binding	7	0.07242
GO:0015459	potassium channel regulator activity	33	0.07262
GO:0010855	adenylate cyclase inhibitor activity	2	0.07268
GO:0019962	type I interferon binding	2	0.07283
GO:0004905	type I interferon receptor activity	2	0.07283
GO:0008046	axon guidance receptor activity	5	0.07285
GO:0070412	R-SMAD binding	21	0.07303
GO:0004513	neolactotetraosylceramide alpha-2,3-sialyltransferase activity	2	0.07317
GO:0035403	histone kinase activity (H3-T6 specific)	2	0.07325
GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed	13	0.07336
GO:0098821	BMP receptor activity	4	0.07416
GO:0097677	STAT family protein binding	10	0.07445
GO:0047756	chondroitin 4-sulfotransferase activity	3	0.07459
GO:0005539	glycosaminoglycan binding	124	0.07539
GO:0002060	purine nucleobase binding	3	0.07593
GO:0052650	NADP-retinol dehydrogenase activity	10	0.07727
GO:0005298	proline:sodium symporter activity	2	0.07747
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	53	0.07820
GO:0015144	carbohydrate transmembrane transporter activity	23	0.07849
GO:0140351	glycosylceramide flippase activity	3	0.07852
GO:1901480	oleate transmembrane transporter activity	4	0.07869
GO:0005290	L-histidine transmembrane transporter activity	4	0.07892
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity	6	0.07980
GO:0005372	water transmembrane transporter activity	8	0.08028
GO:0004601	peroxidase activity	32	0.08044
GO:0015189	L-lysine transmembrane transporter activity	4	0.08099
GO:0015211	purine nucleoside transmembrane transporter activity	2	0.08260
GO:0015288	porin activity	5	0.08421
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	10	0.08554
GO:0031434	mitogen-activated protein kinase kinase binding	10	0.08564
GO:0015301	anion:anion antiporter activity	18	0.08681
GO:0034040	ATPase-coupled lipid transmembrane transporter activity	6	0.08685
GO:0042975	peroxisome proliferator activated receptor binding	8	0.08705
GO:0004364	glutathione transferase activity	18	0.08812
GO:0015193	L-proline transmembrane transporter activity	4	0.08917
GO:0043225	ATPase-coupled inorganic anion transmembrane transporter activity	9	0.08931
GO:1990239	steroid hormone binding	4	0.09006
GO:0032142	single guanine insertion binding	3	0.09141
GO:0033691	sialic acid binding	3	0.09182
GO:0005035	death receptor activity	10	0.09186
GO:0004711	ribosomal protein S6 kinase activity	7	0.09195
GO:0070097	delta-catenin binding	7	0.09355
GO:0001093	TFIIB-class transcription factor binding	4	0.09375
GO:0046790	virion binding	6	0.09386
GO:0001758	retinal dehydrogenase activity	5	0.09388
GO:0030507	spectrin binding	15	0.09435
GO:0043395	heparan sulfate proteoglycan binding	9	0.09488
GO:0004528	phosphodiesterase I activity	3	0.09562
GO:0008195	phosphatidate phosphatase activity	10	0.09566
GO:0032181	dinucleotide repeat insertion binding	2	0.09649
GO:0001222	transcription corepressor binding	44	0.09671
GO:0008510	sodium:bicarbonate symporter activity	4	0.09688
GO:0047045	testosterone 17-beta-dehydrogenase (NADP+) activity	3	0.09704
GO:0035410	dihydrotestosterone 17-beta-dehydrogenase activity	3	0.09704
GO:0008271	secondary active sulfate transmembrane transporter activity	7	0.09794
GO:0005242	inward rectifier potassium channel activity	9	0.09861
GO:0050656	3'-phosphoadenosine 5'-phosphosulfate binding	4	0.09879
GO:0016918	retinal binding	6	0.09904
GO:0008301	DNA binding, bending	12	0.09904
GO:0001156	TFIIIC-class transcription factor complex binding	3	0.09927
GO:0001735	prenylcysteine oxidase activity	2	0.09938
GO:0004594	pantothenate kinase activity	4	0.10031
GO:0045509	interleukin-27 receptor activity	2	0.10031
GO:0140343	phosphatidylserine transfer activity	2	0.10060
GO:0008381	mechanosensitive ion channel activity	10	0.10123
GO:0004683	calmodulin-dependent protein kinase activity	19	0.10143
GO:0047192	1-alkylglycerophosphocholine O-acetyltransferase activity	3	0.10175
GO:0016209	antioxidant activity	56	0.10261
GO:0043531	ADP binding	28	0.10270
GO:0002161	aminoacyl-tRNA editing activity	10	0.10279
GO:0000064	L-ornithine transmembrane transporter activity	3	0.10285
GO:0061459	L-arginine transmembrane transporter activity	3	0.10285
GO:0004340	glucokinase activity	3	0.10302
GO:0019158	mannokinase activity	3	0.10302
GO:0008865	fructokinase activity	3	0.10302
GO:0044323	retinoic acid-responsive element binding	4	0.10311
GO:0106262	1-acylglycerophosphoethanolamine O-acyltransferase activity	4	0.10490
GO:0106263	1-acylglycerophosphoserine O-acyltransferase activity	4	0.10490
GO:0051717	inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity	2	0.10536
GO:0019841	retinol binding	6	0.10565
GO:0001540	amyloid-beta binding	54	0.10568
GO:0018812	3-hydroxyacyl-CoA dehydratase activity	4	0.10569
GO:0102343	3-hydroxy-arachidoyl-CoA dehydratase activity	4	0.10569
GO:0102344	3-hydroxy-behenoyl-CoA dehydratase activity	4	0.10569
GO:0102345	3-hydroxy-lignoceroyl-CoA dehydratase activity	4	0.10569
GO:0102158	very-long-chain 3-hydroxyacyl-CoA dehydratase activity	4	0.10569
GO:0004392	heme oxygenase (decyclizing) activity	2	0.10592
GO:0008528	G protein-coupled peptide receptor activity	31	0.10602
GO:0008238	exopeptidase activity	73	0.10657
GO:0042015	interleukin-20 binding	3	0.10740
GO:0008392	arachidonic acid epoxygenase activity	9	0.10799
GO:0042805	actinin binding	21	0.10830
GO:0008126	acetylesterase activity	4	0.10862
GO:0004972	NMDA glutamate receptor activity	3	0.10970
GO:0048495	Roundabout binding	4	0.10995
GO:0003987	acetate-CoA ligase activity	3	0.11016
GO:0072542	protein phosphatase activator activity	13	0.11030
GO:0031749	D2 dopamine receptor binding	3	0.11085
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	2	0.11125
GO:0035035	histone acetyltransferase binding	20	0.11143
GO:0033878	hormone-sensitive lipase activity	2	0.11151
GO:0070053	thrombospondin receptor activity	3	0.11152
GO:0019958	C-X-C chemokine binding	2	0.11189
GO:0070330	aromatase activity	11	0.11294
GO:0008270	zinc ion binding	620	0.11378
GO:0008459	chondroitin 6-sulfotransferase activity	2	0.11415
GO:0004345	glucose-6-phosphate dehydrogenase activity	2	0.11545
GO:0070410	co-SMAD binding	7	0.11586
GO:0043236	laminin binding	20	0.11711
GO:0038132	neuregulin binding	5	0.11740
GO:0015137	citrate transmembrane transporter activity	3	0.11806
GO:0050682	AF-2 domain binding	3	0.11826
GO:0003726	double-stranded RNA adenosine deaminase activity	2	0.11838
GO:0015183	L-aspartate transmembrane transporter activity	7	0.11908
GO:0097621	monoamine oxidase activity	3	0.11915
GO:0008519	ammonium transmembrane transporter activity	6	0.11922
GO:0015271	outward rectifier potassium channel activity	5	0.11944
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding	23	0.12022
GO:0032395	MHC class II receptor activity	5	0.12050
GO:0019842	vitamin binding	96	0.12135
GO:0004857	enzyme inhibitor activity	259	0.12141
GO:0050220	prostaglandin-E synthase activity	3	0.12155
GO:0036134	12-hydroxyheptadecatrienoic acid synthase activity	3	0.12155
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	292	0.12197
GO:0034246	mitochondrial transcription factor activity	4	0.12279
GO:0030284	estrogen receptor activity	2	0.12308
GO:0005324	long-chain fatty acid transporter activity	14	0.12335
GO:0015296	anion:cation symporter activity	10	0.12553
GO:0050613	delta14-sterol reductase activity	2	0.12769
GO:0140537	transcription regulator activator activity	3	0.12810
GO:0032810	sterol response element binding	3	0.12841
GO:0031072	heat shock protein binding	113	0.12863
GO:0030151	molybdenum ion binding	4	0.12899
GO:0015431	ABC-type glutathione S-conjugate transporter activity	7	0.12940
GO:0005114	type II transforming growth factor beta receptor binding	6	0.12962
GO:0005507	copper ion binding	41	0.12990
GO:0030275	LRR domain binding	15	0.12993
GO:0030345	structural constituent of tooth enamel	2	0.12995
GO:0004321	fatty-acyl-CoA synthase activity	2	0.13025
GO:0016410	N-acyltransferase activity	69	0.13124
GO:0004784	superoxide dismutase activity	3	0.13139
GO:0004687	myosin light chain kinase activity	3	0.13164
GO:0050693	LBD domain binding	5	0.13227
GO:0019705	protein-cysteine S-myristoyltransferase activity	5	0.13498
GO:0016742	hydroxymethyl-, formyl- and related transferase activity	7	0.13502
GO:0016155	formyltetrahydrofolate dehydrogenase activity	2	0.13505
GO:0106325	acetylgalactosaminyl-O-glycosyl-seryl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	1	0.13558
GO:0106326	acetylgalactosaminyl-O-glycosyl-threonyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	1	0.13558
GO:0052630	UDP-N-acetylgalactosamine diphosphorylase activity	1	0.13658
GO:1902945	metalloendopeptidase activity involved in amyloid precursor protein catabolic process	4	0.13665
GO:0047173	phosphatidylcholine-retinol O-acyltransferase activity	1	0.13680
GO:0102279	lecithin:11-cis retinol acyltransferase activity	1	0.13680
GO:0016416	O-palmitoyltransferase activity	3	0.13680
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	2	0.13691
GO:0008900	potassium:proton exchanging ATPase activity	1	0.13707
GO:0001010	RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity	1	0.13733
GO:0005525	GTP binding	288	0.13737
GO:0010348	lithium:proton antiporter activity	1	0.13742
GO:0008106	alcohol dehydrogenase (NADP+) activity	15	0.13760
GO:0016849	phosphorus-oxygen lyase activity	10	0.13773
GO:0016787	hydrolase activity	1870	0.13777
GO:0003835	beta-galactoside alpha-2,6-sialyltransferase activity	1	0.13786
GO:0005549	odorant binding	3	0.13810
GO:0050512	lactosylceramide 4-alpha-galactosyltransferase activity	1	0.13817
GO:1904929	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway	5	0.13832
GO:0045031	G protein-coupled ATP receptor activity	1	0.13840
GO:0031686	A1 adenosine receptor binding	1	0.13840
GO:0015078	proton transmembrane transporter activity	91	0.13861
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	1	0.13875
GO:0033188	sphingomyelin synthase activity	3	0.13905
GO:0002950	ceramide phosphoethanolamine synthase activity	3	0.13905
GO:0047493	ceramide cholinephosphotransferase activity	3	0.13905
GO:0097079	selenite:proton symporter activity	1	0.13911
GO:0140412	zinc:bicarbonate symporter activity	1	0.13911
GO:0002058	uracil binding	1	0.13929
GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity	1	0.13929
GO:0047834	D-threo-aldose 1-dehydrogenase activity	9	0.13941
GO:0004820	glycine-tRNA ligase activity	1	0.13951
GO:0008391	arachidonic acid monooxygenase activity	11	0.13953
GO:0045485	omega-6 fatty acid desaturase activity	1	0.13964
GO:0062076	acyl-CoA delta5-desaturase activity	1	0.13964
GO:0034722	gamma-glutamyl-peptidase activity	1	0.13973
GO:0004163	diphosphomevalonate decarboxylase activity	1	0.14000
GO:0008511	sodium:potassium:chloride symporter activity	1	0.14063
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	1	0.14081
GO:0019955	cytokine binding	75	0.14092
GO:0046923	ER retention sequence binding	4	0.14117
GO:0032137	guanine/thymine mispair binding	3	0.14127
GO:0004955	prostaglandin receptor activity	5	0.14140
GO:0000900	translation repressor activity, mRNA regulatory element binding	14	0.14146
GO:0051380	norepinephrine binding	1	0.14171
GO:0004941	beta2-adrenergic receptor activity	1	0.14171
GO:0031762	follicle-stimulating hormone receptor binding	1	0.14180
GO:0031859	platelet activating factor receptor binding	1	0.14180
GO:0031826	type 2A serotonin receptor binding	1	0.14180
GO:0031691	alpha-1A adrenergic receptor binding	1	0.14180
GO:0031692	alpha-1B adrenergic receptor binding	1	0.14180
GO:0016854	racemase and epimerase activity	13	0.14190
GO:0051371	muscle alpha-actinin binding	8	0.14221
GO:0004310	farnesyl-diphosphate farnesyltransferase activity	1	0.14225
