GO.ID	Term	Annotated	Raw.P.Value
GO:0047044	androstan-3-alpha,17-beta-diol dehydrogenase activity	5	0.00531
GO:0003829	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	3	0.00536
GO:0047023	androsterone dehydrogenase activity	4	0.00598
GO:0018636	phenanthrene 9,10-monooxygenase activity	3	0.00598
GO:0047086	ketosteroid monooxygenase activity	3	0.00598
GO:0047024	5alpha-androstane-3beta,17beta-diol dehydrogenase activity	3	0.00598
GO:0008330	protein tyrosine/threonine phosphatase activity	8	0.00607
GO:0043621	protein self-association	43	0.00608
GO:0031731	CCR6 chemokine receptor binding	3	0.00613
GO:0005149	interleukin-1 receptor binding	11	0.00628
GO:0005161	platelet-derived growth factor receptor binding	12	0.00652
GO:0016176	superoxide-generating NADPH oxidase activator activity	6	0.00662
GO:1990939	ATP-dependent microtubule motor activity	48	0.00678
GO:0047192	1-alkylglycerophosphocholine O-acetyltransferase activity	3	0.00681
GO:0008121	ubiquinol-cytochrome-c reductase activity	6	0.00739
GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity	12	0.00748
GO:0000900	translation repressor activity, mRNA regulatory element binding	14	0.00750
GO:0019841	retinol binding	6	0.00759
GO:0008191	metalloendopeptidase inhibitor activity	11	0.00785
GO:0042910	xenobiotic transmembrane transporter activity	16	0.00788
GO:0001540	amyloid-beta binding	54	0.00791
GO:0048029	monosaccharide binding	47	0.00797
GO:0000254	C-4 methylsterol oxidase activity	3	0.00897
GO:0004930	G protein-coupled receptor activity	134	0.00933
GO:0098821	BMP receptor activity	4	0.00940
GO:0050750	low-density lipoprotein particle receptor binding	19	0.00952
GO:0015232	heme transmembrane transporter activity	8	0.00954
GO:0001972	retinoic acid binding	10	0.00975
GO:0047184	1-acylglycerophosphocholine O-acyltransferase activity	8	0.00992
GO:0106310	protein serine kinase activity	311	0.01032
GO:0106311	protein threonine kinase activity	311	0.01032
GO:0004869	cysteine-type endopeptidase inhibitor activity	30	0.01079
GO:0050661	NADP binding	45	0.01079
GO:0080025	phosphatidylinositol-3,5-bisphosphate binding	23	0.01082
GO:0019955	cytokine binding	75	0.01084
GO:0004602	glutathione peroxidase activity	16	0.01100
GO:0045028	G protein-coupled purinergic nucleotide receptor activity	5	0.01106
GO:0004698	calcium-dependent protein kinase C activity	15	0.01115
GO:0005520	insulin-like growth factor binding	19	0.01140
GO:0005516	calmodulin binding	123	0.01160
GO:0140351	glycosylceramide flippase activity	3	0.01176
GO:0005127	ciliary neurotrophic factor receptor binding	7	0.01193
GO:0022858	alanine transmembrane transporter activity	9	0.01209
GO:0070888	E-box binding	29	0.01229
GO:0047144	2-acylglycerol-3-phosphate O-acyltransferase activity	9	0.01233
GO:0061809	NAD+ nucleotidase, cyclic ADP-ribose generating	10	0.01242
GO:0050135	NAD(P)+ nucleosidase activity	10	0.01242
GO:0090554	phosphatidylcholine floppase activity	6	0.01261
GO:0030246	carbohydrate binding	134	0.01320
GO:0015432	ABC-type bile acid transporter activity	3	0.01327
GO:0030297	transmembrane receptor protein tyrosine kinase activator activity	4	0.01328
GO:0070273	phosphatidylinositol-4-phosphate binding	26	0.01329
GO:0015385	sodium:proton antiporter activity	11	0.01372
GO:0008569	ATP-dependent microtubule motor activity, minus-end-directed	15	0.01393
GO:0008046	axon guidance receptor activity	5	0.01398
GO:0008028	monocarboxylic acid transmembrane transporter activity	41	0.01442
GO:0004111	creatine kinase activity	4	0.01538
GO:0003810	protein-glutamine gamma-glutamyltransferase activity	3	0.01555
GO:0050840	extracellular matrix binding	35	0.01569
GO:0051287	NAD binding	47	0.01600
GO:0071889	14-3-3 protein binding	29	0.01635
GO:0015129	lactate transmembrane transporter activity	4	0.01661
GO:0008395	steroid hydroxylase activity	15	0.01667
GO:0004129	cytochrome-c oxidase activity	14	0.01675
GO:0015562	efflux transmembrane transporter activity	8	0.01790
GO:0055056	D-glucose transmembrane transporter activity	6	0.01850
GO:0016213	linoleoyl-CoA desaturase activity	2	0.01876
GO:0004720	protein-lysine 6-oxidase activity	4	0.01922
GO:0000248	C-5 sterol desaturase activity	2	0.01951
GO:0050700	CARD domain binding	13	0.01958
GO:0005112	Notch binding	19	0.01975
GO:0035615	clathrin adaptor activity	18	0.01990
GO:0008970	phospholipase A1 activity	9	0.02073
GO:0005080	protein kinase C binding	43	0.02075
GO:0017147	Wnt-protein binding	19	0.02115
GO:0019211	phosphatase activator activity	20	0.02125
GO:0050786	RAGE receptor binding	8	0.02143
GO:0004301	epoxide hydrolase activity	6	0.02161
GO:0015179	L-amino acid transmembrane transporter activity	36	0.02192
GO:0008467	[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity	4	0.02195
GO:0015174	basic amino acid transmembrane transporter activity	11	0.02195
GO:0008109	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity	3	0.02213
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	15	0.02282
GO:0005544	calcium-dependent phospholipid binding	33	0.02344
GO:0051087	chaperone binding	91	0.02405
GO:0004957	prostaglandin E receptor activity	3	0.02415
GO:0008131	primary amine oxidase activity	4	0.02454
GO:0019960	C-X3-C chemokine binding	3	0.02480
GO:0050436	microfibril binding	2	0.02495
GO:0005540	hyaluronic acid binding	9	0.02548
GO:0016404	15-hydroxyprostaglandin dehydrogenase (NAD+) activity	2	0.02548
GO:0005200	structural constituent of cytoskeleton	67	0.02560
GO:0045296	cadherin binding	314	0.02574
GO:0015111	iodide transmembrane transporter activity	3	0.02593
GO:0140345	phosphatidylcholine flippase activity	5	0.02614
GO:0008401	retinoic acid 4-hydroxylase activity	6	0.02640
GO:0030911	TPR domain binding	5	0.02663
GO:0042805	actinin binding	21	0.02664
GO:0070700	BMP receptor binding	9	0.02669
GO:0031737	CX3C chemokine receptor binding	2	0.02682
GO:0003953	NAD+ nucleosidase activity	18	0.02695
GO:0097199	cysteine-type endopeptidase activity involved in apoptotic signaling pathway	8	0.02699
GO:0047115	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity	2	0.02709
GO:0022841	potassium ion leak channel activity	5	0.02713
GO:0005384	manganese ion transmembrane transporter activity	5	0.02718
GO:0042056	chemoattractant activity	19	0.02732
GO:0051538	3 iron, 4 sulfur cluster binding	3	0.02736
GO:0030215	semaphorin receptor binding	19	0.02747
GO:0005261	cation channel activity	140	0.02770
GO:0046979	TAP2 binding	3	0.02800
GO:0008559	ABC-type xenobiotic transporter activity	9	0.02888
GO:0050253	retinyl-palmitate esterase activity	4	0.02919
GO:0008017	microtubule binding	224	0.02924
GO:0030235	nitric-oxide synthase regulator activity	7	0.02975
GO:0033691	sialic acid binding	3	0.02990
GO:0106262	1-acylglycerophosphoethanolamine O-acyltransferase activity	4	0.03006
GO:0106263	1-acylglycerophosphoserine O-acyltransferase activity	4	0.03006
GO:0005524	ATP binding	1199	0.03006
GO:0004517	nitric-oxide synthase activity	2	0.03011
GO:0034617	tetrahydrobiopterin binding	2	0.03011
GO:0047066	phospholipid-hydroperoxide glutathione peroxidase activity	2	0.03022
GO:0102953	hypoglycin A gamma-glutamyl transpeptidase activity	2	0.03033
GO:0036374	glutathione hydrolase activity	2	0.03033
GO:0103068	leukotriene C4 gamma-glutamyl transferase activity	2	0.03033
GO:0008331	high voltage-gated calcium channel activity	4	0.03037
GO:0008381	mechanosensitive ion channel activity	10	0.03048
GO:0004714	transmembrane receptor protein tyrosine kinase activity	93	0.03114
GO:0003987	acetate-CoA ligase activity	3	0.03148
GO:0050218	propionate-CoA ligase activity	3	0.03148
GO:0048248	CXCR3 chemokine receptor binding	2	0.03205
GO:0030060	L-malate dehydrogenase activity	4	0.03244
GO:0042289	MHC class II protein binding	3	0.03287
GO:0031730	CCR5 chemokine receptor binding	4	0.03294
GO:0016524	latrotoxin receptor activity	2	0.03302
GO:0046870	cadmium ion binding	2	0.03354
GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity	11	0.03397
GO:0030276	clathrin binding	55	0.03431
GO:0106293	NADH oxidase H202-forming activity	2	0.03486
GO:0047159	1-alkenylglycerophosphocholine O-acyltransferase activity	2	0.03488
GO:0050200	plasmalogen synthase activity	2	0.03488
GO:0008241	peptidyl-dipeptidase activity	2	0.03504
GO:0046935	1-phosphatidylinositol-3-kinase regulator activity	10	0.03550
GO:0008137	NADH dehydrogenase (ubiquinone) activity	40	0.03559
GO:0050897	cobalt ion binding	4	0.03567
GO:0008449	N-acetylglucosamine-6-sulfatase activity	4	0.03576
GO:1903763	gap junction channel activity involved in cell communication by electrical coupling	3	0.03577
GO:0005367	myo-inositol:sodium symporter activity	2	0.03645
GO:0005412	glucose:sodium symporter activity	2	0.03645
GO:0015150	fucose transmembrane transporter activity	2	0.03645
GO:0015146	pentose transmembrane transporter activity	2	0.03645
GO:0090556	phosphatidylserine floppase activity	7	0.03668
GO:0019966	interleukin-1 binding	6	0.03711
GO:0047020	15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity	2	0.03754
GO:0048020	CCR chemokine receptor binding	12	0.03775
GO:0005518	collagen binding	52	0.03786
GO:0005154	epidermal growth factor receptor binding	30	0.03798
GO:0005153	interleukin-8 receptor binding	3	0.03833
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity	6	0.03859
GO:0035259	glucocorticoid receptor binding	12	0.03860
GO:0036130	prostaglandin H2 endoperoxidase reductase activity	2	0.03869
GO:0001664	G protein-coupled receptor binding	140	0.03882
GO:0005262	calcium channel activity	59	0.03974
GO:0004741	[pyruvate dehydrogenase (lipoamide)] phosphatase activity	2	0.04079
GO:0019904	protein domain specific binding	564	0.04113
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	53	0.04135
GO:0005504	fatty acid binding	21	0.04162
GO:0030345	structural constituent of tooth enamel	2	0.04219
GO:0005391	P-type sodium:potassium-exchanging ATPase activity	3	0.04239
GO:0008092	cytoskeletal protein binding	761	0.04263
GO:0004601	peroxidase activity	32	0.04281
GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	16	0.04285
GO:0043532	angiostatin binding	4	0.04291
GO:0033300	dehydroascorbic acid transmembrane transporter activity	5	0.04293
GO:0016165	linoleate 13S-lipoxygenase activity	2	0.04295
GO:0050473	arachidonate 15-lipoxygenase activity	2	0.04295
GO:0005104	fibroblast growth factor receptor binding	10	0.04312
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or...	17	0.04319
GO:0035256	G protein-coupled glutamate receptor binding	9	0.04342
GO:0004032	alditol:NADP+ 1-oxidoreductase activity	7	0.04352
GO:0102499	SHG alpha-glucan phosphorylase activity	2	0.04407
GO:0008184	glycogen phosphorylase activity	2	0.04407
GO:0102250	linear malto-oligosaccharide phosphorylase activity	2	0.04407
GO:0002060	purine nucleobase binding	3	0.04407
GO:0004972	NMDA glutamate receptor activity	3	0.04418
GO:0070006	metalloaminopeptidase activity	20	0.04418
GO:0015386	potassium:proton antiporter activity	9	0.04461
GO:0004769	steroid delta-isomerase activity	2	0.04526
GO:0005143	interleukin-12 receptor binding	3	0.04577
GO:0004923	leukemia inhibitory factor receptor activity	4	0.04580
GO:0004924	oncostatin-M receptor activity	4	0.04580
GO:0004222	metalloendopeptidase activity	62	0.04588
GO:0048495	Roundabout binding	4	0.04628
GO:0005251	delayed rectifier potassium channel activity	9	0.04629
GO:0004890	GABA-A receptor activity	3	0.04680
GO:0008179	adenylate cyclase binding	9	0.04685
GO:0016500	protein-hormone receptor activity	6	0.04700
GO:0047757	chondroitin-glucuronate 5-epimerase activity	2	0.04712
GO:0019834	phospholipase A2 inhibitor activity	5	0.04718
GO:0042301	phosphate ion binding	8	0.04726
GO:0050699	WW domain binding	26	0.04732
GO:0051010	microtubule plus-end binding	20	0.04772
GO:0019145	aminobutyraldehyde dehydrogenase activity	2	0.04846
GO:0004862	cAMP-dependent protein kinase inhibitor activity	8	0.04888
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	2	0.04893
GO:0008781	N-acylneuraminate cytidylyltransferase activity	2	0.04901
GO:0052739	phosphatidylserine 1-acylhydrolase activity	7	0.04909
GO:0001217	DNA-binding transcription repressor activity	239	0.04912
GO:0008013	beta-catenin binding	72	0.04948
GO:0031728	CCR3 chemokine receptor binding	2	0.04959
GO:0015194	L-serine transmembrane transporter activity	8	0.05044
GO:0004430	1-phosphatidylinositol 4-kinase activity	4	0.05075
GO:0001875	lipopolysaccharide immune receptor activity	5	0.05100
GO:0005109	frizzled binding	24	0.05109
GO:0016595	glutamate binding	6	0.05111
GO:1990050	phosphatidic acid transfer activity	6	0.05152
GO:0005035	death receptor activity	10	0.05179
GO:0004415	hyalurononglucosaminidase activity	6	0.05240
GO:0008506	sucrose:proton symporter activity	2	0.05272
GO:0043225	ATPase-coupled inorganic anion transmembrane transporter activity	9	0.05272
GO:1990239	steroid hormone binding	4	0.05307
GO:0005242	inward rectifier potassium channel activity	9	0.05325
GO:0017046	peptide hormone binding	18	0.05326
GO:0047676	arachidonate-CoA ligase activity	8	0.05355
GO:0004064	arylesterase activity	4	0.05378
GO:0046977	TAP binding	8	0.05382
GO:1901611	phosphatidylglycerol binding	12	0.05408
GO:0047017	prostaglandin-F synthase activity	2	0.05437
GO:0005246	calcium channel regulator activity	27	0.05455
GO:0001530	lipopolysaccharide binding	20	0.05465
GO:0070492	oligosaccharide binding	6	0.05485
GO:0005085	guanyl-nucleotide exchange factor activity	187	0.05496
GO:0032183	SUMO binding	16	0.05686
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	2	0.05697
GO:0047006	17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity	2	0.05750
GO:0017124	SH3 domain binding	102	0.05776
GO:0070412	R-SMAD binding	21	0.05838
GO:0015137	citrate transmembrane transporter activity	3	0.05870
GO:0015643	toxic substance binding	6	0.05883
GO:0051378	serotonin binding	3	0.05886
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	2	0.05921
GO:0008035	high-density lipoprotein particle binding	7	0.05928
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity	3	0.06120
GO:0004473	malate dehydrogenase (decarboxylating) (NADP+) activity	3	0.06120
GO:0050501	hyaluronan synthase activity	3	0.06161
GO:0086083	cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication	5	0.06165
GO:0008517	folic acid transmembrane transporter activity	2	0.06243
GO:0034040	ATPase-coupled lipid transmembrane transporter activity	6	0.06360
GO:0004758	serine C-palmitoyltransferase activity	5	0.06427
GO:0047750	cholestenol delta-isomerase activity	2	0.06457
GO:0042903	tubulin deacetylase activity	2	0.06485
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	12	0.06527
GO:0036403	arachidonate 8(S)-lipoxygenase activity	2	0.06530
GO:0004052	arachidonate 12(S)-lipoxygenase activity	2	0.06530
GO:0001671	ATPase activator activity	20	0.06598
GO:1905394	retromer complex binding	9	0.06604
GO:0051119	sugar transmembrane transporter activity	15	0.06611
GO:0016462	pyrophosphatase activity	719	0.06675
GO:0042813	Wnt-activated receptor activity	13	0.06689
GO:0106235	ceramide-1-phosphate phosphatase activity	3	0.06695
GO:0005337	nucleoside transmembrane transporter activity	5	0.06715
GO:0008307	structural constituent of muscle	25	0.06715
GO:0016410	N-acyltransferase activity	69	0.06724
GO:0005254	chloride channel activity	37	0.06746
GO:0001784	phosphotyrosine residue binding	34	0.06778
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	20	0.06811
GO:0001222	transcription corepressor binding	44	0.06823
GO:0050431	transforming growth factor beta binding	17	0.06829
GO:0016301	kinase activity	637	0.06840
GO:0035925	mRNA 3'-UTR AU-rich region binding	23	0.06901
GO:0004806	triglyceride lipase activity	14	0.06984
GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity	3	0.07060
GO:0031995	insulin-like growth factor II binding	7	0.07090
GO:0004019	adenylosuccinate synthase activity	2	0.07170
GO:0051019	mitogen-activated protein kinase binding	25	0.07195
GO:0004896	cytokine receptor activity	43	0.07269
GO:0051015	actin filament binding	156	0.07364
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding	23	0.07373
GO:0070330	aromatase activity	11	0.07403
GO:0015144	carbohydrate transmembrane transporter activity	23	0.07441
GO:0120092	crotonyl-CoA hydratase activity	2	0.07468
GO:0052740	1-acyl-2-lysophosphatidylserine acylhydrolase activity	6	0.07552
GO:0008391	arachidonic acid monooxygenase activity	11	0.07799
GO:0030369	ICAM-3 receptor activity	2	0.07803
GO:0034711	inhibin binding	4	0.07835
GO:0042392	sphingosine-1-phosphate phosphatase activity	6	0.07895
GO:0004859	phospholipase inhibitor activity	9	0.07909
GO:1905762	CCR4-NOT complex binding	3	0.07976
GO:0001758	retinal dehydrogenase activity	5	0.08069
GO:0070051	fibrinogen binding	2	0.08097
GO:1905573	ganglioside GM1 binding	3	0.08138
GO:0015485	cholesterol binding	37	0.08152
GO:0004321	fatty-acyl-CoA synthase activity	2	0.08155
GO:0015247	aminophospholipid flippase activity	6	0.08159
GO:0005092	GDP-dissociation inhibitor activity	15	0.08187
GO:0031708	endothelin B receptor binding	2	0.08222
GO:0004768	stearoyl-CoA 9-desaturase activity	3	0.08263
GO:0004906	interferon-gamma receptor activity	2	0.08298
GO:0016936	galactoside binding	6	0.08348
GO:1902945	metalloendopeptidase activity involved in amyloid precursor protein catabolic process	4	0.08440
GO:0000987	cis-regulatory region sequence-specific DNA binding	839	0.08477
GO:0042609	CD4 receptor binding	6	0.08528
GO:1990817	RNA adenylyltransferase activity	6	0.08564
GO:0031702	type 1 angiotensin receptor binding	4	0.08599
GO:0003858	3-hydroxybutyrate dehydrogenase activity	2	0.08711
GO:0047498	calcium-dependent phospholipase A2 activity	6	0.08725
GO:0008431	vitamin E binding	2	0.08782
GO:0050613	delta14-sterol reductase activity	2	0.08795
GO:0048406	nerve growth factor binding	5	0.08813
GO:0005159	insulin-like growth factor receptor binding	11	0.08843
GO:0019962	type I interferon binding	2	0.08879
GO:0004905	type I interferon receptor activity	2	0.08879
GO:0015271	outward rectifier potassium channel activity	5	0.08880
GO:0019957	C-C chemokine binding	4	0.08898
GO:1990782	protein tyrosine kinase binding	79	0.08920
GO:0031997	N-terminal myristoylation domain binding	3	0.08931
GO:0032810	sterol response element binding	3	0.08960
GO:0038187	pattern recognition receptor activity	15	0.08980
GO:0008273	calcium, potassium:sodium antiporter activity	2	0.08996
GO:0004645	1,4-alpha-oligoglucan phosphorylase activity	5	0.09004
GO:0097371	MDM2/MDM4 family protein binding	12	0.09005
GO:1905502	acetyl-CoA binding	3	0.09010
GO:0033862	UMP kinase activity	2	0.09041
GO:0036430	CMP kinase activity	2	0.09041
GO:0036431	dCMP kinase activity	2	0.09041
GO:0030550	acetylcholine receptor inhibitor activity	4	0.09050
GO:0047780	citrate dehydratase activity	2	0.09082
GO:0019870	potassium channel inhibitor activity	8	0.09085
GO:0035035	histone acetyltransferase binding	20	0.09085
GO:0016209	antioxidant activity	56	0.09093
GO:0003989	acetyl-CoA carboxylase activity	3	0.09136
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	36	0.09163
GO:0034452	dynactin binding	10	0.09181
GO:0008301	DNA binding, bending	12	0.09226
GO:1904929	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway	5	0.09234
GO:0003828	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	3	0.09293
GO:0030594	neurotransmitter receptor activity	25	0.09294
GO:0051787	misfolded protein binding	26	0.09371
GO:0031432	titin binding	8	0.09384
GO:0016509	long-chain-3-hydroxyacyl-CoA dehydrogenase activity	3	0.09580
GO:0017002	activin-activated receptor activity	7	0.09636
GO:0140359	ABC-type transporter activity	36	0.09688
GO:0070336	flap-structured DNA binding	3	0.09693
GO:0016286	small conductance calcium-activated potassium channel activity	2	0.09749
GO:0043426	MRF binding	5	0.09785
GO:0004382	guanosine-diphosphatase activity	7	0.09840
GO:0045134	uridine-diphosphatase activity	7	0.09840
GO:0019905	syntaxin binding	53	0.09858
GO:0015078	proton transmembrane transporter activity	91	0.09919
GO:0070728	leucine binding	6	0.09922
GO:0005549	odorant binding	3	0.09944
GO:0038036	sphingosine-1-phosphate receptor activity	5	0.09969
GO:0047975	guanosine phosphorylase activity	2	0.09982
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity	2	0.09982
GO:0004594	pantothenate kinase activity	4	0.09982
GO:0016972	thiol oxidase activity	6	0.10053
GO:0008238	exopeptidase activity	73	0.10063
GO:0043515	kinetochore binding	5	0.10101
GO:0035325	Toll-like receptor binding	12	0.10169
GO:0097621	monoamine oxidase activity	3	0.10206
GO:0047718	indanol dehydrogenase activity	3	0.10224
GO:0052650	NADP-retinol dehydrogenase activity	10	0.10240
GO:0005134	interleukin-2 receptor binding	3	0.10246
GO:0001851	complement component C3b binding	3	0.10283
GO:0031871	proteinase activated receptor binding	3	0.10283
GO:0055131	C3HC4-type RING finger domain binding	5	0.10297
GO:0140545	protein disaggregase activity	5	0.10297
GO:0008093	cytoskeletal anchor activity	19	0.10311
GO:0015207	adenine transmembrane transporter activity	2	0.10344
GO:0098639	collagen binding involved in cell-matrix adhesion	3	0.10347
GO:0043531	ADP binding	28	0.10412
GO:0030881	beta-2-microglobulin binding	6	0.10432
GO:0015248	sterol transporter activity	27	0.10484
GO:0008271	secondary active sulfate transmembrane transporter activity	7	0.10537
GO:0051721	protein phosphatase 2A binding	25	0.10572
GO:0008458	carnitine O-octanoyltransferase activity	3	0.10643
GO:0004609	phosphatidylserine decarboxylase activity	2	0.10690
GO:0023026	MHC class II protein complex binding	20	0.10722
GO:1901981	phosphatidylinositol phosphate binding	137	0.10763
GO:0036122	BMP binding	6	0.10829
GO:0035374	chondroitin sulfate binding	8	0.10886
GO:0005548	phospholipid transporter activity	51	0.10890
GO:0004857	enzyme inhibitor activity	259	0.11057
GO:0005298	proline:sodium symporter activity	2	0.11072
GO:0000774	adenyl-nucleotide exchange factor activity	11	0.11091
GO:0070095	fructose-6-phosphate binding	3	0.11301
GO:0003872	6-phosphofructokinase activity	3	0.11301
GO:0017154	semaphorin receptor activity	11	0.11317
GO:0005536	glucose binding	8	0.11322
GO:0034618	arginine binding	3	0.11329
GO:0019838	growth factor binding	94	0.11343
GO:0005272	sodium channel activity	19	0.11456
GO:0004022	alcohol dehydrogenase (NAD+) activity	6	0.11557
GO:0047834	D-threo-aldose 1-dehydrogenase activity	9	0.11565
GO:0005220	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	3	0.11580
GO:0005372	water transmembrane transporter activity	8	0.11587
GO:0005131	growth hormone receptor binding	4	0.11658
GO:0047035	testosterone dehydrogenase (NAD+) activity	6	0.11761
GO:0008430	selenium binding	7	0.11786
GO:0004540	ribonuclease activity	96	0.11898
GO:0047223	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity	3	0.11940
GO:0005024	transforming growth factor beta-activated receptor activity	10	0.12089
GO:0004370	glycerol kinase activity	2	0.12217
GO:0004984	olfactory receptor activity	6	0.12282
GO:0019003	GDP binding	59	0.12314
GO:0047045	testosterone 17-beta-dehydrogenase (NADP+) activity	3	0.12361
GO:0035410	dihydrotestosterone 17-beta-dehydrogenase activity	3	0.12361
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	11	0.12379
GO:0047756	chondroitin 4-sulfotransferase activity	3	0.12401
GO:0072542	protein phosphatase activator activity	13	0.12419
GO:0004138	deoxyguanosine kinase activity	2	0.12470
GO:0004623	phospholipase A2 activity	18	0.12490
GO:0000062	fatty-acyl-CoA binding	19	0.12526
GO:0004515	nicotinate-nucleotide adenylyltransferase activity	4	0.12557
GO:0015086	cadmium ion transmembrane transporter activity	3	0.12567
GO:0015087	cobalt ion transmembrane transporter activity	3	0.12567
GO:0015226	carnitine transmembrane transporter activity	3	0.12606
GO:0004499	N,N-dimethylaniline monooxygenase activity	4	0.12681
GO:0050220	prostaglandin-E synthase activity	3	0.12723
GO:0005173	stem cell factor receptor binding	4	0.12823
GO:0052840	inositol diphosphate tetrakisphosphate diphosphatase activity	3	0.12958
GO:0052842	inositol diphosphate pentakisphosphate diphosphatase activity	3	0.12958
GO:0034431	bis(5'-adenosyl)-hexaphosphatase activity	3	0.12958
GO:0034432	bis(5'-adenosyl)-pentaphosphatase activity	3	0.12958
GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity	3	0.12958
GO:0000298	endopolyphosphatase activity	3	0.12958
GO:0022851	GABA-gated chloride ion channel activity	2	0.12989
GO:0031849	olfactory receptor binding	2	0.13001
GO:0097001	ceramide binding	15	0.13010
GO:0097177	mitochondrial ribosome binding	5	0.13027
GO:0106294	NADPH oxidase H202-forming activity	3	0.13038
GO:0030229	very-low-density lipoprotein particle receptor activity	3	0.13068
