GO.ID	Term	Annotated	Raw.P.Value
GO:0004771	sterol esterase activity	5	0.01390
GO:0004706	JUN kinase kinase kinase activity	12	0.01394
GO:0008559	ABC-type xenobiotic transporter activity	9	0.01404
GO:0008083	growth factor activity	77	0.01451
GO:0001968	fibronectin binding	21	0.01461
GO:0055056	D-glucose transmembrane transporter activity	6	0.01502
GO:0015386	potassium:proton antiporter activity	9	0.01537
GO:0120019	phosphatidylcholine transfer activity	6	0.01557
GO:0005544	calcium-dependent phospholipid binding	33	0.01576
GO:0031994	insulin-like growth factor I binding	11	0.01579
GO:0034189	very-low-density lipoprotein particle binding	4	0.01663
GO:0003987	acetate-CoA ligase activity	3	0.01676
GO:0005102	signaling receptor binding	949	0.01739
GO:0045028	G protein-coupled purinergic nucleotide receptor activity	5	0.01777
GO:0003924	GTPase activity	252	0.01788
GO:0047655	allyl-alcohol dehydrogenase activity	3	0.01820
GO:0106256	hydroperoxy icosatetraenoate dehydratase activity	3	0.01844
GO:0016213	linoleoyl-CoA desaturase activity	2	0.01846
GO:0000248	C-5 sterol desaturase activity	2	0.01858
GO:0004769	steroid delta-isomerase activity	2	0.01917
GO:0005375	copper ion transmembrane transporter activity	5	0.01927
GO:0036134	12-hydroxyheptadecatrienoic acid synthase activity	3	0.01954
GO:0050220	prostaglandin-E synthase activity	3	0.01954
GO:0008307	structural constituent of muscle	25	0.01977
GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity	12	0.01996
GO:0019900	kinase binding	615	0.02035
GO:1905502	acetyl-CoA binding	3	0.02042
GO:0031995	insulin-like growth factor II binding	7	0.02131
GO:0005384	manganese ion transmembrane transporter activity	5	0.02206
GO:0045503	dynein light chain binding	9	0.02217
GO:0034185	apolipoprotein binding	12	0.02301
GO:1901981	phosphatidylinositol phosphate binding	137	0.02328
GO:0048248	CXCR3 chemokine receptor binding	2	0.02348
GO:0052840	inositol diphosphate tetrakisphosphate diphosphatase activity	3	0.02477
GO:0052842	inositol diphosphate pentakisphosphate diphosphatase activity	3	0.02477
GO:0034431	bis(5'-adenosyl)-hexaphosphatase activity	3	0.02477
GO:0034432	bis(5'-adenosyl)-pentaphosphatase activity	3	0.02477
GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity	3	0.02477
GO:0000298	endopolyphosphatase activity	3	0.02477
GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed	13	0.02478
GO:0002020	protease binding	111	0.02493
GO:0071889	14-3-3 protein binding	29	0.02534
GO:0016309	1-phosphatidylinositol-5-phosphate 4-kinase activity	3	0.02559
GO:0048020	CCR chemokine receptor binding	12	0.02573
GO:0034188	apolipoprotein A-I receptor activity	2	0.02598
GO:0038132	neuregulin binding	5	0.02617
GO:0005525	GTP binding	288	0.02636
GO:0005159	insulin-like growth factor receptor binding	11	0.02663
GO:0005131	growth hormone receptor binding	4	0.02664
GO:0047834	D-threo-aldose 1-dehydrogenase activity	9	0.02811
GO:0005504	fatty acid binding	21	0.02812
GO:0004024	alcohol dehydrogenase activity, zinc-dependent	4	0.02882
GO:0004888	transmembrane signaling receptor activity	397	0.02934
GO:0070530	K63-linked polyubiquitin modification-dependent protein binding	22	0.02949
GO:0023029	MHC class Ib protein binding	3	0.02957
GO:0002162	dystroglycan binding	11	0.02984
GO:0070053	thrombospondin receptor activity	3	0.03003
GO:0140338	sphingomyelin transfer activity	2	0.03038
GO:0019902	phosphatase binding	163	0.03068
GO:0001094	TFIID-class transcription factor complex binding	10	0.03158
GO:0005041	low-density lipoprotein particle receptor activity	10	0.03158
GO:0035255	ionotropic glutamate receptor binding	15	0.03189
GO:0003785	actin monomer binding	18	0.03248
GO:0005149	interleukin-1 receptor binding	11	0.03256
GO:0016019	peptidoglycan immune receptor activity	3	0.03268
GO:0015433	ABC-type peptide antigen transporter activity	4	0.03269
GO:0005220	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	3	0.03394
GO:0016175	superoxide-generating NAD(P)H oxidase activity	6	0.03442
GO:0045550	geranylgeranyl reductase activity	2	0.03445
GO:0098973	structural constituent of postsynaptic actin cytoskeleton	4	0.03508
GO:0005381	iron ion transmembrane transporter activity	8	0.03515
GO:0030506	ankyrin binding	8	0.03534
GO:0050544	arachidonic acid binding	4	0.03630
GO:0032050	clathrin heavy chain binding	8	0.03648
GO:0032142	single guanine insertion binding	3	0.03712
GO:0035651	AP-3 adaptor complex binding	3	0.03750
GO:0051087	chaperone binding	91	0.03796
GO:0016887	ATPase activity	396	0.03797
GO:0008201	heparin binding	92	0.03803
GO:0016401	palmitoyl-CoA oxidase activity	3	0.03908
GO:0001786	phosphatidylserine binding	37	0.03925
GO:0004713	protein tyrosine kinase activity	107	0.04005
GO:0030881	beta-2-microglobulin binding	6	0.04055
GO:0004741	[pyruvate dehydrogenase (lipoamide)] phosphatase activity	2	0.04097
GO:0003945	N-acetyllactosamine synthase activity	5	0.04118
GO:0004609	phosphatidylserine decarboxylase activity	2	0.04140
GO:0071949	FAD binding	33	0.04197
GO:0042169	SH2 domain binding	29	0.04214
GO:0005127	ciliary neurotrophic factor receptor binding	7	0.04283
GO:0062061	TAP complex binding	2	0.04283
GO:0001875	lipopolysaccharide immune receptor activity	5	0.04321
GO:0005123	death receptor binding	17	0.04336
GO:0045182	translation regulator activity	130	0.04361
GO:0140359	ABC-type transporter activity	36	0.04397
GO:0005272	sodium channel activity	19	0.04404
GO:0050436	microfibril binding	2	0.04419
GO:0004896	cytokine receptor activity	43	0.04441
GO:0015347	sodium-independent organic anion transmembrane transporter activity	5	0.04459
GO:0015226	carnitine transmembrane transporter activity	3	0.04514
GO:0005244	voltage-gated ion channel activity	75	0.04526
GO:0004714	transmembrane receptor protein tyrosine kinase activity	93	0.04556
GO:0044389	ubiquitin-like protein ligase binding	282	0.04576
GO:0050211	procollagen galactosyltransferase activity	2	0.04604
GO:0061821	telomeric D-loop binding	4	0.04621
GO:0035276	ethanol binding	2	0.04622
GO:0030229	very-low-density lipoprotein particle receptor activity	3	0.04632
GO:0070679	inositol 1,4,5 trisphosphate binding	7	0.04637
GO:0000774	adenyl-nucleotide exchange factor activity	11	0.04772
GO:0005168	neurotrophin TRKA receptor binding	6	0.04837
GO:0005201	extracellular matrix structural constituent	94	0.04850
GO:0008179	adenylate cyclase binding	9	0.04884
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	3	0.04884
GO:0016208	AMP binding	13	0.04890
GO:0097200	cysteine-type endopeptidase activity involved in execution phase of apoptosis	8	0.04905
GO:0102336	3-oxo-arachidoyl-CoA synthase activity	2	0.04967
GO:0004906	interferon-gamma receptor activity	2	0.04970
GO:0005161	platelet-derived growth factor receptor binding	12	0.04971
GO:0042056	chemoattractant activity	19	0.05056
GO:0004622	lysophospholipase activity	19	0.05117
GO:0001735	prenylcysteine oxidase activity	2	0.05119
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity	6	0.05137
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	4	0.05196
GO:0042834	peptidoglycan binding	8	0.05209
GO:0005344	oxygen carrier activity	4	0.05216
GO:0008454	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	2	0.05219
GO:0047750	cholestenol delta-isomerase activity	2	0.05231
GO:0000825	inositol tetrakisphosphate 6-kinase activity	2	0.05307
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	36	0.05324
GO:0032405	MutLalpha complex binding	5	0.05362
GO:0097110	scaffold protein binding	52	0.05382
GO:0008374	O-acyltransferase activity	39	0.05398
GO:1990003	inosine-diphosphatase activity	2	0.05443
GO:0102545	phosphatidyl phospholipase B activity	8	0.05451
GO:0008235	metalloexopeptidase activity	46	0.05478
GO:0008520	L-ascorbate:sodium symporter activity	2	0.05506
GO:0015229	L-ascorbic acid transmembrane transporter activity	2	0.05506
GO:0015431	ABC-type glutathione S-conjugate transporter activity	7	0.05510
GO:0036130	prostaglandin H2 endoperoxidase reductase activity	2	0.05576
GO:0051721	protein phosphatase 2A binding	25	0.05646
GO:0050431	transforming growth factor beta binding	17	0.05649
GO:0043125	ErbB-3 class receptor binding	5	0.05673
GO:0005153	interleukin-8 receptor binding	3	0.05694
GO:0015086	cadmium ion transmembrane transporter activity	3	0.05723
GO:0047498	calcium-dependent phospholipase A2 activity	6	0.05742
GO:0004708	MAP kinase kinase activity	16	0.05767
GO:0052650	NADP-retinol dehydrogenase activity	10	0.05784
GO:0046625	sphingolipid binding	22	0.05800
GO:0140563	UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase activity	2	0.06110
GO:0035613	RNA stem-loop binding	15	0.06147
GO:0004707	MAP kinase activity	13	0.06220
GO:0005158	insulin receptor binding	16	0.06361
GO:0033300	dehydroascorbic acid transmembrane transporter activity	5	0.06367
GO:0004615	phosphomannomutase activity	2	0.06368
GO:0004029	aldehyde dehydrogenase (NAD+) activity	14	0.06370
GO:0030295	protein kinase activator activity	82	0.06381
GO:0019841	retinol binding	6	0.06487
GO:0005024	transforming growth factor beta-activated receptor activity	10	0.06527
GO:0051428	peptide hormone receptor binding	6	0.06600
GO:0051010	microtubule plus-end binding	20	0.06620
GO:0005139	interleukin-7 receptor binding	2	0.06631
GO:0070513	death domain binding	10	0.06706
GO:0016362	activin receptor activity, type II	2	0.06745
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	18	0.06809
GO:0120225	coenzyme A binding	2	0.06831
GO:0047956	glycerol dehydrogenase [NADP+] activity	2	0.06922
GO:0004796	thromboxane-A synthase activity	2	0.06980
GO:0005523	tropomyosin binding	8	0.06982
GO:0097100	supercoiled DNA binding	5	0.07018
GO:0005095	GTPase inhibitor activity	9	0.07035
GO:0016308	1-phosphatidylinositol-4-phosphate 5-kinase activity	8	0.07064
GO:0004768	stearoyl-CoA 9-desaturase activity	3	0.07075
GO:0055131	C3HC4-type RING finger domain binding	5	0.07130
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	2	0.07136
GO:0050510	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity	3	0.07215
GO:0005151	interleukin-1, type II receptor binding	2	0.07306
GO:0015186	L-glutamine transmembrane transporter activity	7	0.07442
GO:0005324	long-chain fatty acid transporter activity	14	0.07476
GO:0140296	general transcription initiation factor binding	49	0.07478
GO:0070411	I-SMAD binding	14	0.07489
GO:0106006	cytoskeletal protein-membrane anchor activity	2	0.07565
GO:0008401	retinoic acid 4-hydroxylase activity	6	0.07669
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	11	0.07819
GO:0070728	leucine binding	6	0.07823
GO:1990698	palmitoleoyltransferase activity	2	0.07917
GO:0005164	tumor necrosis factor receptor binding	22	0.07938
GO:0070840	dynein complex binding	22	0.08071
GO:0048185	activin binding	13	0.08074
GO:0047020	15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity	2	0.08077
GO:0051371	muscle alpha-actinin binding	8	0.08083
GO:0035662	Toll-like receptor 4 binding	4	0.08101
GO:0015232	heme transmembrane transporter activity	8	0.08183
GO:0004175	endopeptidase activity	250	0.08186
GO:0090554	phosphatidylcholine floppase activity	6	0.08306
GO:0008081	phosphoric diester hydrolase activity	59	0.08320
GO:0032454	histone demethylase activity (H3-K9 specific)	12	0.08348
GO:0019834	phospholipase A2 inhibitor activity	5	0.08394
GO:0005290	L-histidine transmembrane transporter activity	4	0.08519
GO:0004540	ribonuclease activity	96	0.08581
GO:0050072	m7G(5')pppN diphosphatase activity	6	0.08636
GO:0018812	3-hydroxyacyl-CoA dehydratase activity	4	0.08642
GO:0102343	3-hydroxy-arachidoyl-CoA dehydratase activity	4	0.08642
GO:0102344	3-hydroxy-behenoyl-CoA dehydratase activity	4	0.08642
GO:0102345	3-hydroxy-lignoceroyl-CoA dehydratase activity	4	0.08642
GO:0102158	very-long-chain 3-hydroxyacyl-CoA dehydratase activity	4	0.08642
GO:0050700	CARD domain binding	13	0.08694
GO:0016209	antioxidant activity	56	0.08699
GO:0008970	phospholipase A1 activity	9	0.08708
GO:0004969	histamine receptor activity	2	0.08777
GO:0047696	beta-adrenergic receptor kinase activity	4	0.08797
GO:0004623	phospholipase A2 activity	18	0.08868
GO:0005540	hyaluronic acid binding	9	0.08877
GO:0004301	epoxide hydrolase activity	6	0.08963
GO:0004065	arylsulfatase activity	10	0.09009
GO:0038187	pattern recognition receptor activity	15	0.09011
GO:0004866	endopeptidase inhibitor activity	92	0.09018
GO:0008381	mechanosensitive ion channel activity	10	0.09048
GO:0050699	WW domain binding	26	0.09093
GO:0001727	lipid kinase activity	7	0.09144
GO:1990825	sequence-specific mRNA binding	10	0.09161
GO:1990430	extracellular matrix protein binding	3	0.09216
GO:0008093	cytoskeletal anchor activity	19	0.09278
GO:0042500	aspartic endopeptidase activity, intramembrane cleaving	7	0.09312
GO:0061849	telomeric G-quadruplex DNA binding	2	0.09334
GO:0061749	forked DNA-dependent helicase activity	2	0.09334
GO:0035877	death effector domain binding	4	0.09336
GO:0015647	peptidoglycan transmembrane transporter activity	2	0.09343
GO:0009055	electron transfer activity	105	0.09356
GO:0019531	oxalate transmembrane transporter activity	5	0.09373
GO:0043533	inositol 1,3,4,5 tetrakisphosphate binding	4	0.09375
GO:0052812	phosphatidylinositol-3,4-bisphosphate 5-kinase activity	8	0.09431
GO:0031849	olfactory receptor binding	2	0.09451
GO:0042328	heparan sulfate N-acetylglucosaminyltransferase activity	2	0.09460
GO:0050508	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	2	0.09460
GO:0050509	N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity	2	0.09460
GO:0015333	peptide:proton symporter activity	3	0.09470
GO:0071916	dipeptide transmembrane transporter activity	3	0.09470
GO:0005515	protein binding	10628	0.09485
GO:0018636	phenanthrene 9,10-monooxygenase activity	3	0.09562
GO:0047086	ketosteroid monooxygenase activity	3	0.09562
GO:0047024	5alpha-androstane-3beta,17beta-diol dehydrogenase activity	3	0.09562
GO:0047718	indanol dehydrogenase activity	3	0.09562
GO:0008597	calcium-dependent protein serine/threonine phosphatase regulator activity	4	0.09634
GO:0070891	lipoteichoic acid binding	2	0.09687
GO:0015184	L-cystine transmembrane transporter activity	2	0.09706
GO:0047975	guanosine phosphorylase activity	2	0.09769
GO:0005391	P-type sodium:potassium-exchanging ATPase activity	3	0.09780
GO:0005519	cytoskeletal regulatory protein binding	2	0.09851
GO:0045295	gamma-catenin binding	11	0.09885
GO:0001540	amyloid-beta binding	54	0.09915
GO:0033906	hyaluronoglucuronidase activity	2	0.09918
GO:1905773	8-hydroxy-2'-deoxyguanosine DNA binding	3	0.09968
GO:0019955	cytokine binding	75	0.10004
GO:0015075	ion transmembrane transporter activity	539	0.10025
GO:0030507	spectrin binding	15	0.10035
GO:0052851	ferric-chelate reductase (NADPH) activity	3	0.10082
GO:0008823	cupric reductase activity	3	0.10082
GO:0017166	vinculin binding	11	0.10210
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	2	0.10224
GO:0120170	intraciliary transport particle B binding	5	0.10282
GO:0046703	natural killer cell lectin-like receptor binding	8	0.10292
GO:0004715	non-membrane spanning protein tyrosine kinase activity	32	0.10297
GO:0031702	type 1 angiotensin receptor binding	4	0.10354
GO:0047179	platelet-activating factor acetyltransferase activity	4	0.10368
GO:0019956	chemokine binding	11	0.10450
GO:0015293	symporter activity	79	0.10457
GO:0050218	propionate-CoA ligase activity	3	0.10464
GO:0015247	aminophospholipid flippase activity	6	0.10500
GO:0019904	protein domain specific binding	564	0.10556
GO:0008519	ammonium transmembrane transporter activity	6	0.10620
GO:0038131	neuregulin receptor activity	2	0.10695
GO:0016853	isomerase activity	130	0.10759
GO:0047376	all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity	2	0.10793
GO:0000287	magnesium ion binding	184	0.10833
GO:0008432	JUN kinase binding	9	0.10860
GO:0004487	methylenetetrahydrofolate dehydrogenase (NAD+) activity	3	0.10885
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	3	0.10885
GO:0015087	cobalt ion transmembrane transporter activity	3	0.11000
GO:0019870	potassium channel inhibitor activity	8	0.11018
GO:0050897	cobalt ion binding	4	0.11032
GO:0050291	sphingosine N-acyltransferase activity	5	0.11080
GO:0019899	enzyme binding	1689	0.11082
GO:0050840	extracellular matrix binding	35	0.11112
GO:0032181	dinucleotide repeat insertion binding	2	0.11130
GO:0032143	single thymine insertion binding	2	0.11130
GO:0001848	complement binding	9	0.11152
GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity	10	0.11199
GO:0036461	BLOC-2 complex binding	2	0.11205
GO:0005522	profilin binding	10	0.11211
GO:0019960	C-X3-C chemokine binding	3	0.11241
GO:0004382	guanosine-diphosphatase activity	7	0.11401
GO:0045134	uridine-diphosphatase activity	7	0.11401
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity	4	0.11418
GO:0016176	superoxide-generating NADPH oxidase activator activity	6	0.11419
GO:0051119	sugar transmembrane transporter activity	15	0.11526
GO:0048156	tau protein binding	38	0.11531
GO:0015432	ABC-type bile acid transporter activity	3	0.11560
GO:0031755	Edg-2 lysophosphatidic acid receptor binding	2	0.11617
GO:0015288	porin activity	5	0.11644
GO:0030297	transmembrane receptor protein tyrosine kinase activator activity	4	0.11658
GO:0015485	cholesterol binding	37	0.11773
GO:0047238	glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity	5	0.11837
GO:0015643	toxic substance binding	6	0.11903
GO:1904121	phosphatidylethanolamine transfer activity	2	0.11928
GO:0005295	neutral amino acid:sodium symporter activity	3	0.12059
GO:0016290	palmitoyl-CoA hydrolase activity	12	0.12076
GO:0005372	water transmembrane transporter activity	8	0.12112
GO:0005138	interleukin-6 receptor binding	6	0.12141
GO:0015385	sodium:proton antiporter activity	11	0.12222
GO:0004521	endoribonuclease activity	53	0.12261
GO:0050429	calcium-dependent phospholipase C activity	2	0.12274
GO:0008020	G protein-coupled photoreceptor activity	2	0.12389
GO:0102337	3-oxo-cerotoyl-CoA synthase activity	2	0.12389
GO:0046982	protein heterodimerization activity	257	0.12391
GO:0031821	G protein-coupled serotonin receptor binding	4	0.12411
GO:0070330	aromatase activity	11	0.12426
GO:0003873	6-phosphofructo-2-kinase activity	3	0.12446
GO:0019789	SUMO transferase activity	20	0.12494
GO:0047223	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity	3	0.12529
GO:0008948	oxaloacetate decarboxylase activity	4	0.12557
GO:0140293	ADP-ribosylglutamate hydrolase activity	3	0.12557
GO:0005004	GPI-linked ephrin receptor activity	3	0.12810
GO:0016411	acylglycerol O-acyltransferase activity	24	0.12835
GO:0038025	reelin receptor activity	2	0.12899
GO:0031210	phosphatidylcholine binding	19	0.13036
GO:0015078	proton transmembrane transporter activity	91	0.13064
GO:0120160	intraciliary transport particle A binding	3	0.13073
GO:0016432	tRNA-uridine aminocarboxypropyltransferase activity	3	0.13088
GO:0005055	laminin receptor activity	3	0.13124
GO:0004923	leukemia inhibitory factor receptor activity	4	0.13265
GO:0004924	oncostatin-M receptor activity	4	0.13265
GO:0030280	structural constituent of skin epidermis	6	0.13297
GO:0070851	growth factor receptor binding	96	0.13337
GO:0000215	tRNA 2'-phosphotransferase activity	2	0.13518
GO:0004421	hydroxymethylglutaryl-CoA synthase activity	1	0.13536
GO:0036384	cytidine-diphosphatase activity	2	0.13536
GO:0004163	diphosphomevalonate decarboxylase activity	1	0.13544
GO:0009918	sterol delta7 reductase activity	1	0.13571
GO:0047598	7-dehydrocholesterol reductase activity	1	0.13571
GO:0004310	farnesyl-diphosphate farnesyltransferase activity	1	0.13579
GO:0051996	squalene synthase activity	1	0.13579
GO:0000250	lanosterol synthase activity	1	0.13584
GO:0042300	beta-amyrin synthase activity	1	0.13584
GO:0045485	omega-6 fatty acid desaturase activity	1	0.13588
GO:0062076	acyl-CoA delta5-desaturase activity	1	0.13588
GO:0004506	squalene monooxygenase activity	1	0.13593
GO:0003878	ATP citrate synthase activity	1	0.13601
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	1	0.13606
GO:0004452	isopentenyl-diphosphate delta-isomerase activity	1	0.13614
GO:0034190	apolipoprotein receptor binding	4	0.13623
GO:0030547	receptor inhibitor activity	15	0.13623
GO:1903136	cuprous ion binding	7	0.13631
GO:0050046	lathosterol oxidase activity	1	0.13632
GO:0047012	sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity	1	0.13636
GO:0103066	4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-oxidoreductase (decarboxylating) activity	1	0.13636
GO:0103067	4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-dehydrogenase (decarboxylating) activity	1	0.13636
GO:0000252	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	1	0.13636
GO:0102175	3-beta-hydroxysteroid dehydrogenase/C4-decarboxylase activity	1	0.13636
GO:0004496	mevalonate kinase activity	1	0.13645
GO:0032896	palmitoyl-CoA 9-desaturase activity	1	0.13658
GO:0008693	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity	1	0.13667
GO:0008659	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity	1	0.13667
GO:0004320	oleoyl-[acyl-carrier-protein] hydrolase activity	1	0.13667
GO:0004313	[acyl-carrier-protein] S-acetyltransferase activity	1	0.13667
GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	1	0.13667
GO:0047451	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	1	0.13667
GO:0016295	myristoyl-[acyl-carrier-protein] hydrolase activity	1	0.13667
GO:0016296	palmitoyl-[acyl-carrier-protein] hydrolase activity	1	0.13667
GO:0047117	enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity	1	0.13667
GO:0031177	phosphopantetheine binding	1	0.13667
GO:0050062	long-chain-fatty-acyl-CoA reductase activity	1	0.13698
GO:0102340	3-oxo-behenoyl-CoA reductase activity	1	0.13698
GO:0102341	3-oxo-lignoceroyl-CoA reductase activity	1	0.13698
GO:0102342	3-oxo-cerotoyl-CoA reductase activity	1	0.13698
GO:0102339	3-oxo-arachidoyl-CoA reductase activity	1	0.13698
GO:0001002	RNA polymerase III type 1 promoter sequence-specific DNA binding	3	0.13718
GO:0001003	RNA polymerase III type 2 promoter sequence-specific DNA binding	3	0.13718
GO:0046623	sphingolipid floppase activity	2	0.13738
GO:0050614	delta24-sterol reductase activity	1	0.13742
GO:0000246	delta24(24-1) sterol reductase activity	1	0.13742
GO:0000247	C-8 sterol isomerase activity	1	0.13764
GO:0004157	dihydropyrimidinase activity	1	0.13773
GO:0008418	protein-N-terminal asparagine amidohydrolase activity	2	0.13779
GO:0008817	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	1	0.13791
GO:0051264	mono-olein transacylation activity	1	0.13813
GO:0051265	diolein transacylation activity	1	0.13813
GO:0071913	citrate secondary active transmembrane transporter activity	1	0.13826
