GO.ID	Term	Annotated	Raw.P.Value
GO:0035579	specific granule membrane	60	0.00271
GO:0000776	kinetochore	122	0.00293
GO:0030659	cytoplasmic vesicle membrane	558	0.00296
GO:0030139	endocytic vesicle	247	0.00301
GO:0034706	sodium channel complex	10	0.00306
GO:0000785	chromatin	824	0.00322
GO:0030424	axon	421	0.00361
GO:0032421	stereocilium bundle	38	0.00376
GO:0031092	platelet alpha granule membrane	14	0.00383
GO:0034666	integrin alpha2-beta1 complex	3	0.00455
GO:0005751	mitochondrial respiratory chain complex IV	15	0.00539
GO:0005938	cell cortex	255	0.00544
GO:0005912	adherens junction	145	0.00552
GO:0043220	Schmidt-Lanterman incisure	8	0.00556
GO:0005884	actin filament	89	0.00572
GO:0045095	keratin filament	19	0.00582
GO:0043025	neuronal cell body	291	0.00611
GO:0031252	cell leading edge	345	0.00650
GO:0031982	vesicle	2882	0.00752
GO:0042612	MHC class I protein complex	8	0.00959
GO:0031258	lamellipodium membrane	19	0.00959
GO:1990531	phospholipid-translocating ATPase complex	7	0.00980
GO:0045178	basal part of cell	190	0.00983
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	64	0.00988
GO:0005587	collagen type IV trimer	4	0.00996
GO:0005768	endosome	784	0.01030
GO:0036449	microtubule minus-end	7	0.01080
GO:0033093	Weibel-Palade body	6	0.01089
GO:0005641	nuclear envelope lumen	8	0.01140
GO:0005811	lipid droplet	86	0.01241
GO:0008076	voltage-gated potassium channel complex	36	0.01274
GO:0032449	CBM complex	4	0.01289
GO:1990712	HFE-transferrin receptor complex	6	0.01301
GO:0005741	mitochondrial outer membrane	178	0.01435
GO:0044307	dendritic branch	3	0.01495
GO:0030667	secretory granule membrane	210	0.01541
GO:0017146	NMDA selective glutamate receptor complex	4	0.01557
GO:0031095	platelet dense tubular network membrane	7	0.01684
GO:0044354	macropinosome	6	0.01693
GO:0030669	clathrin-coated endocytic vesicle membrane	48	0.01704
GO:0043204	perikaryon	80	0.01715
GO:0044214	spanning component of plasma membrane	8	0.01771
GO:0005905	clathrin-coated pit	62	0.02077
GO:0030057	desmosome	22	0.02159
GO:1990666	PCSK9-LDLR complex	2	0.02180
GO:0098978	glutamatergic synapse	207	0.02289
GO:0005783	endoplasmic reticulum	1497	0.02340
GO:0097342	ripoptosome	6	0.02364
GO:0043296	apical junction complex	122	0.02368
GO:0005794	Golgi apparatus	1256	0.02479
GO:0035866	alphav-beta3 integrin-PKCalpha complex	3	0.02480
GO:0012506	vesicle membrane	577	0.02514
GO:0030666	endocytic vesicle membrane	139	0.02562
GO:0009923	fatty acid elongase complex	2	0.02577
GO:0005856	cytoskeleton	1808	0.02661
GO:0005871	kinesin complex	40	0.02773
GO:0098826	endoplasmic reticulum tubular network membrane	5	0.02792
GO:0005862	muscle thin filament tropomyosin	4	0.02805
GO:0035976	transcription factor AP-1 complex	4	0.02848
GO:0030658	transport vesicle membrane	143	0.02853
GO:1903561	extracellular vesicle	1649	0.03092
GO:0005891	voltage-gated calcium channel complex	17	0.03141
GO:0002133	polycystin complex	2	0.03248
GO:0034364	high-density lipoprotein particle	10	0.03260
GO:0099026	anchored component of presynaptic membrane	2	0.03315
GO:0030054	cell junction	1427	0.03354
GO:0031901	early endosome membrane	138	0.03474
GO:0032809	neuronal cell body membrane	10	0.03481
GO:0036186	early phagosome membrane	2	0.03816
GO:0099061	integral component of postsynaptic density membrane	19	0.03892
GO:0031235	intrinsic component of the cytoplasmic side of the plasma membrane	6	0.03905
GO:0031090	organelle membrane	2866	0.03953
GO:0030670	phagocytic vesicle membrane	67	0.04128
GO:0031088	platelet dense granule membrane	6	0.04199
GO:0031093	platelet alpha granule lumen	41	0.04201
GO:0005827	polar microtubule	5	0.04220
GO:0001891	phagocytic cup	18	0.04228
GO:0030136	clathrin-coated vesicle	146	0.04294
GO:0070821	tertiary granule membrane	42	0.04316
GO:0001726	ruffle	159	0.04323
GO:0097433	dense body	3	0.04348
GO:0097440	apical dendrite	11	0.04476
GO:0055037	recycling endosome	170	0.04485
GO:0032432	actin filament bundle	64	0.04488
GO:0012505	endomembrane system	3465	0.04568
GO:0048788	cytoskeleton of presynaptic active zone	5	0.04588
GO:0005754	mitochondrial proton-transporting ATP synthase, catalytic core	2	0.04605
GO:0032398	MHC class Ib protein complex	2	0.04608
GO:0005747	mitochondrial respiratory chain complex I	47	0.04644
GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	22	0.04645
GO:1902711	GABA-A receptor complex	3	0.04671
GO:0016529	sarcoplasmic reticulum	47	0.04677
GO:0005922	connexin complex	9	0.04921
GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	10	0.04943
GO:0046658	anchored component of plasma membrane	33	0.05118
GO:0097356	perinucleolar compartment	4	0.05133
GO:0072557	IPAF inflammasome complex	2	0.05230
GO:0070382	exocytic vesicle	134	0.05264
GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	4	0.05338
GO:0034688	integrin alphaM-beta2 complex	2	0.05370
GO:0045335	phagocytic vesicle	113	0.05403
GO:0005911	cell-cell junction	369	0.05464
GO:0043219	lateral loop	4	0.05520
GO:0035354	Toll-like receptor 1-Toll-like receptor 2 protein complex	2	0.05566
GO:0005802	trans-Golgi network	228	0.05640
GO:0031528	microvillus membrane	21	0.05688
GO:0005890	sodium:potassium-exchanging ATPase complex	3	0.05969
GO:0150001	primary dendrite	2	0.06069
GO:0045180	basal cortex	5	0.06310
GO:0045179	apical cortex	4	0.06454
GO:0002116	semaphorin receptor complex	10	0.06486
GO:0005607	laminin-2 complex	2	0.06491
GO:0002096	polkadots	2	0.06501
GO:0035580	specific granule lumen	41	0.06610
GO:1990597	AIP1-IRE1 complex	2	0.06648
GO:0005881	cytoplasmic microtubule	71	0.06673
GO:0034707	chloride channel complex	21	0.06698
GO:0001527	microfibril	8	0.06735
GO:0035371	microtubule plus-end	23	0.06782
GO:0070187	shelterin complex	6	0.06886
GO:0010008	endosome membrane	439	0.06898
GO:0033257	Bcl3/NF-kappaB2 complex	2	0.06950
GO:0031089	platelet dense granule lumen	7	0.06978
GO:0005746	mitochondrial respirasome	82	0.07021
GO:0034667	integrin alpha3-beta1 complex	2	0.07105
GO:0002178	palmitoyltransferase complex	11	0.07137
GO:0017059	serine C-palmitoyltransferase complex	8	0.07171
GO:0043202	lysosomal lumen	72	0.07187
GO:0031045	dense core granule	11	0.07313
GO:1901588	dendritic microtubule	2	0.07498
GO:0030425	dendrite	389	0.07678
GO:0034687	integrin alphaL-beta2 complex	2	0.07807
GO:0016471	vacuolar proton-transporting V-type ATPase complex	16	0.07845
GO:0031526	brush border membrane	36	0.07862
GO:0031595	nuclear proteasome complex	3	0.07883
GO:0032311	angiogenin-PRI complex	2	0.07936
GO:0043679	axon terminus	54	0.08018
GO:0071944	cell periphery	3378	0.08197
GO:0030665	clathrin-coated vesicle membrane	83	0.08315
GO:0043292	contractile fiber	141	0.08368
GO:0001725	stress fiber	58	0.08411
GO:0034683	integrin alphav-beta3 complex	2	0.08506
GO:0034684	integrin alphav-beta5 complex	2	0.08506
GO:0034686	integrin alphav-beta8 complex	2	0.08506
GO:0033256	I-kappaB/NF-kappaB complex	4	0.08634
GO:0005577	fibrinogen complex	4	0.08653
GO:0030018	Z disc	76	0.08662
GO:0034673	inhibin-betaglycan-ActRII complex	2	0.08790
GO:0098982	GABA-ergic synapse	36	0.08818
GO:0097233	alveolar lamellar body membrane	2	0.08919
GO:0005815	microtubule organizing center	734	0.08933
GO:0098688	parallel fiber to Purkinje cell synapse	5	0.08935
GO:1905721	mitotic spindle astral microtubule end	3	0.08972
GO:0005750	mitochondrial respiratory chain complex III	14	0.09323
GO:0032133	chromosome passenger complex	3	0.09393
GO:0005826	actomyosin contractile ring	4	0.09606
GO:0032009	early phagosome	8	0.09655
GO:1990769	proximal neuron projection	2	0.09797
GO:0005954	calcium- and calmodulin-dependent protein kinase complex	2	0.09812
GO:0060203	clathrin-sculpted glutamate transport vesicle membrane	2	0.09860
GO:0070083	clathrin-sculpted monoamine transport vesicle membrane	2	0.09860
GO:0031232	extrinsic component of external side of plasma membrane	6	0.09980
GO:0005829	cytosol	4426	0.10034
GO:0032585	multivesicular body membrane	11	0.10093
GO:0005764	lysosome	575	0.10158
GO:0044295	axonal growth cone	20	0.10402
GO:0036021	endolysosome lumen	5	0.10635
GO:0036020	endolysosome membrane	13	0.10697
GO:0030427	site of polarized growth	137	0.10776
GO:0043229	intracellular organelle	9712	0.10800
GO:0042585	germinal vesicle	2	0.11035
GO:0030027	lamellipodium	174	0.11095
GO:0034685	integrin alphav-beta6 complex	2	0.11130
GO:0072686	mitotic spindle	142	0.11169
GO:0030061	mitochondrial crista	7	0.11194
GO:0044305	calyx of Held	7	0.11214
GO:0005945	6-phosphofructokinase complex	3	0.11245
GO:0030056	hemidesmosome	6	0.11315
GO:0097575	lateral cell cortex	2	0.11491
GO:0030672	synaptic vesicle membrane	60	0.11519
GO:0097134	cyclin E1-CDK2 complex	2	0.11540
GO:0042995	cell projection	1605	0.11665
GO:0005581	collagen trimer	37	0.11851
GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	68	0.11933
GO:0032154	cleavage furrow	49	0.12088
GO:0005875	microtubule associated complex	129	0.12113
GO:0033263	CORVET complex	5	0.12123
GO:0030485	smooth muscle contractile fiber	3	0.12139
GO:0098685	Schaffer collateral - CA1 synapse	46	0.12172
GO:0005952	cAMP-dependent protein kinase complex	8	0.12205
GO:0005858	axonemal dynein complex	19	0.12515
GO:0016459	myosin complex	29	0.12620
GO:0042587	glycogen granule	7	0.12641
GO:0120293	dynein axonemal particle	20	0.12645
GO:0035985	senescence-associated heterochromatin focus	4	0.12731
GO:0031362	anchored component of external side of plasma membrane	8	0.12733
GO:0019898	extrinsic component of membrane	208	0.12907
GO:0033018	sarcoplasmic reticulum lumen	6	0.13105
GO:0008021	synaptic vesicle	123	0.13354
GO:0044232	organelle membrane contact site	38	0.13424
GO:0043203	axon hillock	6	0.13431
GO:0000938	GARP complex	5	0.13588
GO:0097543	ciliary inversin compartment	2	0.13605
GO:0014069	postsynaptic density	221	0.13728
GO:0044294	dendritic growth cone	8	0.13735
GO:0005668	RNA polymerase transcription factor SL1 complex	2	0.13836
GO:0031592	centrosomal corona	1	0.13987
GO:0046696	lipopolysaccharide receptor complex	4	0.14056
GO:0005889	potassium:proton exchanging ATPase complex	1	0.14185
GO:0010369	chromocenter	10	0.14384
GO:0070852	cell body fiber	4	0.14465
GO:0005667	transcription regulator complex	326	0.14508
GO:0097180	serine protease inhibitor complex	1	0.14555
GO:0043231	intracellular membrane-bounded organelle	8927	0.14596
GO:0001674	female germ cell nucleus	3	0.14689
GO:0034366	spherical high-density lipoprotein particle	1	0.14754
GO:0099020	perinuclear endoplasmic reticulum lumen	1	0.14754
GO:0045120	pronucleus	10	0.14761
GO:0044298	cell body membrane	11	0.14783
GO:0044753	amphisome	2	0.14848
GO:0033162	melanosome membrane	12	0.14910
GO:0005610	laminin-5 complex	3	0.14939
GO:0098966	perisynaptic extracellular matrix	2	0.14946
GO:0060076	excitatory synapse	19	0.15066
GO:0060342	photoreceptor inner segment membrane	1	0.15078
GO:0099055	integral component of postsynaptic membrane	44	0.15179
GO:0071458	integral component of cytoplasmic side of endoplasmic reticulum membrane	5	0.15183
GO:0031981	nuclear lumen	3925	0.15191
GO:0098686	hippocampal mossy fiber to CA3 synapse	23	0.15265
GO:1990111	spermatoproteasome complex	4	0.15386
GO:0042383	sarcolemma	82	0.15418
GO:0071144	heteromeric SMAD protein complex	8	0.15459
GO:0098888	extrinsic component of presynaptic membrane	2	0.15528
GO:0036117	hyaluranon cable	2	0.15562
GO:0043260	laminin-11 complex	3	0.15601
GO:0043259	laminin-10 complex	3	0.15601
GO:0016528	sarcoplasm	52	0.15693
GO:0031265	CD95 death-inducing signaling complex	6	0.15832
GO:0020018	ciliary pocket membrane	3	0.15854
GO:0005898	interleukin-13 receptor complex	1	0.15859
GO:0045277	respiratory chain complex IV	21	0.15917
GO:0150014	apical distal dendrite	1	0.16031
GO:0005828	kinetochore microtubule	7	0.16032
GO:0043197	dendritic spine	110	0.16052
GO:0099544	perisynaptic space	2	0.16181
GO:0005595	collagen type XII trimer	1	0.16195
GO:0099025	anchored component of postsynaptic membrane	4	0.16211
GO:0032983	kainate selective glutamate receptor complex	1	0.16421
GO:1990742	microvesicle	2	0.16441
GO:0034668	integrin alpha4-beta1 complex	1	0.16572
GO:0034680	integrin alpha10-beta1 complex	1	0.16572
GO:0034681	integrin alpha11-beta1 complex	1	0.16572
GO:0034677	integrin alpha7-beta1 complex	1	0.16572
GO:0034678	integrin alpha8-beta1 complex	1	0.16572
GO:0043033	isoamylase complex	1	0.16583
GO:0005795	Golgi stack	119	0.16668
GO:0016327	apicolateral plasma membrane	19	0.16747
GO:0120219	subapical part of cell	1	0.16802
GO:0043512	inhibin A complex	1	0.16879
GO:0043509	activin A complex	1	0.16879
GO:0097197	tetraspanin-enriched microdomain	8	0.16904
GO:0005742	mitochondrial outer membrane translocase complex	6	0.16927
GO:0034066	Ric1-Rgp1 guanyl-nucleotide exchange factor complex	2	0.17006
GO:1990682	CSF1-CSF1R complex	1	0.17028
GO:0044308	axonal spine	2	0.17094
GO:0055028	cortical microtubule	3	0.17310
GO:1905720	cytoplasmic microtubule bundle	1	0.17314
GO:0042734	presynaptic membrane	74	0.17333
GO:0032045	guanyl-nucleotide exchange factor complex	11	0.17507
GO:1990604	IRE1-TRAF2-ASK1 complex	4	0.17533
GO:0035749	myelin sheath adaxonal region	4	0.17543
GO:0097444	spine apparatus	1	0.17646
GO:0005882	intermediate filament	65	0.17646
GO:1990462	omegasome	5	0.17658
GO:0071065	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex	1	0.17699
GO:0030125	clathrin vesicle coat	26	0.17730
GO:0098992	neuronal dense core vesicle	5	0.17763
GO:1990030	pericellular basket	1	0.17811
GO:0005770	late endosome	231	0.17893
GO:1990879	CST complex	2	0.17959
GO:0030895	apolipoprotein B mRNA editing enzyme complex	2	0.18119
GO:0005876	spindle microtubule	62	0.18135
GO:0031941	filamentous actin	22	0.18253
GO:0005597	collagen type XVI trimer	1	0.18269
GO:0070826	paraferritin complex	1	0.18329
GO:0098837	postsynaptic recycling endosome	6	0.18458
GO:0097413	Lewy body	8	0.18534
GO:0042583	chromaffin granule	7	0.18564
GO:0005777	peroxisome	116	0.18620
GO:0030134	COPII-coated ER to Golgi transport vesicle	82	0.18706
GO:0042470	melanosome	94	0.18829
GO:0099634	postsynaptic specialization membrane	52	0.18861
GO:0097149	centralspindlin complex	3	0.18921
GO:0043256	laminin complex	9	0.19028
GO:0097441	basal dendrite	4	0.19056
GO:0071782	endoplasmic reticulum tubular network	26	0.19091
GO:0097060	synaptic membrane	191	0.19094
GO:0030118	clathrin coat	42	0.19135
GO:0030016	myofibril	133	0.19200
GO:0042622	photoreceptor outer segment membrane	8	0.19236
GO:0005874	microtubule	367	0.19258
GO:0005759	mitochondrial matrix	427	0.19275
GO:0046581	intercellular canaliculus	6	0.19308
GO:0071751	secretory IgA immunoglobulin complex	1	0.19350
GO:0098993	anchored component of synaptic vesicle membrane	9	0.19466
GO:0019897	extrinsic component of plasma membrane	109	0.19498
GO:0000015	phosphopyruvate hydratase complex	3	0.19784
GO:1990794	basolateral part of cell	2	0.19815
GO:0071942	XPC complex	3	0.19823
GO:0030981	cortical microtubule cytoskeleton	5	0.19914
GO:0042613	MHC class II protein complex	12	0.20091
GO:0150051	postsynaptic Golgi apparatus	1	0.20171
GO:1902554	serine/threonine protein kinase complex	80	0.20214
GO:0072687	meiotic spindle	11	0.20247
GO:0140275	MIB complex	13	0.20288
GO:0001401	SAM complex	13	0.20288
GO:0097386	glial cell projection	21	0.20360
GO:0042406	extrinsic component of endoplasmic reticulum membrane	6	0.20380
GO:0097443	sorting endosome	6	0.20423
GO:0043625	delta DNA polymerase complex	4	0.20550
GO:0016035	zeta DNA polymerase complex	4	0.20550
GO:0009330	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex	1	0.20606
GO:0044754	autolysosome	10	0.20701
GO:0031300	intrinsic component of organelle membrane	349	0.20707
GO:1903143	adrenomedullin receptor complex	1	0.20771
GO:0008074	guanylate cyclase complex, soluble	2	0.20876
GO:0005903	brush border	72	0.20906
GO:0036195	muscle cell projection membrane	2	0.21002
GO:0044195	nucleoplasmic reticulum	1	0.21046
GO:1905286	serine-type peptidase complex	2	0.21227
GO:0061617	MICOS complex	9	0.21235
GO:0071682	endocytic vesicle lumen	12	0.21266
GO:0070421	DNA ligase III-XRCC1 complex	1	0.21353
GO:0032590	dendrite membrane	15	0.21549
GO:0031588	nucleotide-activated protein kinase complex	8	0.21559
GO:0045025	mitochondrial degradosome	2	0.21566
GO:0035692	macrophage migration inhibitory factor receptor complex	2	0.21704
GO:0101003	ficolin-1-rich granule membrane	35	0.21742
GO:0097728	9+0 motile cilium	4	0.21778
GO:0035632	mitochondrial prohibitin complex	2	0.21878
GO:0044327	dendritic spine head	4	0.21975
GO:0072558	NLRP1 inflammasome complex	3	0.21993
GO:0032433	filopodium tip	13	0.22053
GO:0032541	cortical endoplasmic reticulum	8	0.22194
GO:0048237	rough endoplasmic reticulum lumen	2	0.22246
GO:0043218	compact myelin	11	0.22255
GO:0035748	myelin sheath abaxonal region	6	0.22414
GO:0097487	multivesicular body, internal vesicle	4	0.22440
GO:0042568	insulin-like growth factor binary complex	1	0.22537
GO:0031302	intrinsic component of endosome membrane	4	0.22615
GO:1990701	integral component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane	1	0.22688
GO:0071062	alphav-beta3 integrin-vitronectin complex	2	0.22689
GO:0034674	integrin alpha5-beta1 complex	2	0.22689
GO:0005594	collagen type IX trimer	1	0.22745
GO:0009361	succinate-CoA ligase complex (ADP-forming)	1	0.22909
GO:0044853	plasma membrane raft	74	0.22979
GO:0060201	clathrin-sculpted acetylcholine transport vesicle membrane	1	0.23018
GO:0097598	sperm cytoplasmic droplet	2	0.23029
GO:0097125	cyclin B1-CDK1 complex	2	0.23119
GO:1990032	parallel fiber	1	0.23171
GO:0044301	climbing fiber	1	0.23171
GO:0034689	integrin alphaX-beta2 complex	1	0.23177
GO:0032587	ruffle membrane	84	0.23204
GO:0098890	extrinsic component of postsynaptic membrane	7	0.23243
GO:0099568	cytoplasmic region	224	0.23264
GO:0046691	intracellular canaliculus	1	0.23273
GO:1904602	serotonin-activated cation-selective channel complex	1	0.23421
GO:0016010	dystrophin-associated glycoprotein complex	10	0.23509
GO:0071141	SMAD protein complex	9	0.23674
GO:0097059	CNTFR-CLCF1 complex	1	0.23718
GO:0098796	membrane protein complex	825	0.23761
GO:0034702	ion channel complex	131	0.23887
GO:0008352	katanin complex	1	0.24038
GO:1990037	Lewy body core	3	0.24089
GO:0097486	multivesicular body lumen	1	0.24116
GO:0031523	Myb complex	1	0.24274
GO:1990917	ooplasm	1	0.24433
GO:0048787	presynaptic active zone membrane	19	0.24643
GO:0030122	AP-2 adaptor complex	7	0.24869
GO:0031672	A band	19	0.24964
GO:0033565	ESCRT-0 complex	3	0.24974
GO:0060187	cell pole	5	0.25044
GO:0034751	aryl hydrocarbon receptor complex	7	0.25089
GO:0030867	rough endoplasmic reticulum membrane	25	0.25103
GO:1990812	growth cone filopodium	3	0.25137
GO:0044302	dentate gyrus mossy fiber	4	0.25239
GO:0005955	calcineurin complex	5	0.25251
GO:0097234	epidermal lamellar body membrane	1	0.25262
GO:0036157	outer dynein arm	7	0.25325
GO:0033179	proton-transporting V-type ATPase, V0 domain	8	0.25347
GO:0043257	laminin-8 complex	1	0.25479
GO:0032153	cell division site	62	0.25621
GO:1990332	Ire1 complex	1	0.25786
GO:0031465	Cul4B-RING E3 ubiquitin ligase complex	5	0.25818
GO:0005589	collagen type VI trimer	1	0.25965
GO:0008043	intracellular ferritin complex	2	0.25971
GO:0016507	mitochondrial fatty acid beta-oxidation multienzyme complex	1	0.25999
GO:0036126	sperm flagellum	92	0.26017
GO:0044611	nuclear pore inner ring	3	0.26058
GO:0035838	growing cell tip	1	0.26303
GO:0032996	Bcl3-Bcl10 complex	1	0.26366
GO:0016235	aggresome	30	0.26407
GO:0042719	mitochondrial intermembrane space protein transporter complex	5	0.26476
GO:0098855	HCN channel complex	1	0.26561
GO:0043513	inhibin B complex	1	0.26575
GO:0098794	postsynapse	379	0.26744
GO:0097129	cyclin D2-CDK4 complex	2	0.26846
GO:0120134	proximal portion of axoneme	1	0.26890
GO:0099503	secretory vesicle	667	0.26907
GO:0019008	molybdopterin synthase complex	2	0.27006
GO:0031905	early endosome lumen	3	0.27012
GO:0061202	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane	5	0.27157
GO:0033270	paranode region of axon	5	0.27173
GO:0002079	inner acrosomal membrane	3	0.27220
GO:0010370	perinucleolar chromocenter	1	0.27307
GO:0097431	mitotic spindle pole	33	0.27333
GO:1990565	HSP90-CDC37 chaperone complex	2	0.27356
GO:1903754	cortical microtubule plus-end	2	0.27618
GO:0031371	ubiquitin conjugating enzyme complex	8	0.27630
GO:0097025	MPP7-DLG1-LIN7 complex	4	0.27655
GO:0031143	pseudopodium	13	0.27730
GO:0045239	tricarboxylic acid cycle enzyme complex	12	0.28046
GO:0005765	lysosomal membrane	344	0.28322
GO:0030478	actin cap	4	0.28434
GO:0005614	interstitial matrix	8	0.28633
GO:0016234	inclusion body	63	0.28634
GO:0005930	axoneme	119	0.28675
GO:0098674	extrinsic component of neuronal dense core vesicle membrane	1	0.28713
GO:0030863	cortical cytoskeleton	85	0.28727
GO:0098536	deuterosome	5	0.28768
GO:0044393	microspike	3	0.28768
GO:0031301	integral component of organelle membrane	324	0.28849
GO:0097344	Rix1 complex	1	0.29102
GO:0120135	distal portion of axoneme	1	0.29117
GO:0031306	intrinsic component of mitochondrial outer membrane	22	0.29121
GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	4	0.29123
GO:0000274	mitochondrial proton-transporting ATP synthase, stator stalk	2	0.29149
GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)	13	0.29349
GO:0035867	alphav-beta3 integrin-IGF-1-IGF1R complex	3	0.29420
GO:0035868	alphav-beta3 integrin-HMGB1 complex	3	0.29420
GO:0005771	multivesicular body	40	0.29422
GO:0072380	TRC complex	2	0.29443
GO:0070701	mucus layer	1	0.29890
GO:0005943	phosphatidylinositol 3-kinase complex, class IA	2	0.30077
GO:0016020	membrane	6231	0.30081
GO:0120220	basal body patch	1	0.30410
GO:0099143	presynaptic actin cytoskeleton	1	0.30410
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	11	0.30484
GO:0005902	microvillus	62	0.30544
GO:0005640	nuclear outer membrane	23	0.30554
GO:0098560	cytoplasmic side of late endosome membrane	2	0.30569
GO:1905368	peptidase complex	95	0.30574
GO:0099092	postsynaptic density, intracellular component	9	0.30592
GO:1990718	axonemal central pair projection	1	0.30638
GO:0035355	Toll-like receptor 2-Toll-like receptor 6 protein complex	1	0.30668
GO:0030289	protein phosphatase 4 complex	4	0.30743
GO:0005590	collagen type VII trimer	1	0.30813
GO:1990246	uniplex complex	6	0.30863
GO:0032937	SREBP-SCAP-Insig complex	3	0.31027
GO:0036019	endolysosome	21	0.31067
GO:0030905	retromer, tubulation complex	4	0.31095
GO:0099066	integral component of neuronal dense core vesicle membrane	1	0.31303
GO:0097124	cyclin A2-CDK2 complex	4	0.31310
GO:1903958	nitric-oxide synthase complex	3	0.31333
GO:0005721	pericentric heterochromatin	21	0.31341
GO:0045177	apical part of cell	292	0.31583
GO:0030864	cortical actin cytoskeleton	65	0.31736
GO:0097038	perinuclear endoplasmic reticulum	16	0.31757
GO:0001939	female pronucleus	7	0.31782
GO:0000779	condensed chromosome, centromeric region	32	0.31783
GO:0005969	serine-pyruvate aminotransferase complex	1	0.32431
GO:0120001	apical plasma membrane urothelial plaque	1	0.32494
GO:1990716	axonemal central apparatus	4	0.32623
GO:0030133	transport vesicle	286	0.32688
GO:0097452	GAIT complex	4	0.32840
GO:0033268	node of Ranvier	9	0.33007
GO:0005584	collagen type I trimer	1	0.33039
GO:0005927	muscle tendon junction	1	0.33086
GO:1902737	dendritic filopodium	4	0.33141
GO:0071598	neuronal ribonucleoprotein granule	4	0.33141
GO:0000159	protein phosphatase type 2A complex	16	0.33153
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	919	0.33166
GO:0042022	interleukin-12 receptor complex	1	0.33182
GO:0072536	interleukin-23 receptor complex	1	0.33182
GO:0099033	anchored component of postsynaptic recycling endosome membrane	1	0.33205
GO:0097539	ciliary transition fiber	9	0.33206
GO:0035869	ciliary transition zone	62	0.33296
GO:0030904	retromer complex	20	0.33374
GO:0097362	MCM8-MCM9 complex	2	0.33377
GO:0005899	insulin receptor complex	3	0.33467
GO:0000308	cytoplasmic cyclin-dependent protein kinase holoenzyme complex	2	0.33513
GO:0097140	BIM-BCL-xl complex	1	0.33653
GO:0097141	BIM-BCL-2 complex	1	0.33653
GO:0099512	supramolecular fiber	647	0.33740
GO:0032156	septin cytoskeleton	9	0.33951
GO:0097135	cyclin E2-CDK2 complex	1	0.33974
GO:0005637	nuclear inner membrane	46	0.34052
GO:0098753	anchored component of the cytoplasmic side of the plasma membrane	1	0.34459
GO:0031233	intrinsic component of external side of plasma membrane	11	0.34474
GO:0019867	outer membrane	201	0.34532
GO:1902911	protein kinase complex	93	0.34575
GO:0070743	interleukin-23 complex	1	0.34622
GO:0071665	gamma-catenin-TCF7L2 complex	1	0.34662
GO:0090534	calcium ion-transporting ATPase complex	1	0.34679
GO:0014801	longitudinal sarcoplasmic reticulum	1	0.34679
